  62,-254, -39,-205,-791,  70, 162,-973,  10;
  65,-256, -38,-203,-794,  72, 168,-980,   5;
  66,-257, -40,-201,-797,  78, 172,-986,   7;
  65,-260, -37,-199,-801,  81, 175,-982,   0;
  64,-256, -41,-198,-805,  85, 179,-984,   2;
  63,-260, -39,-196,-810,  90, 172,-989,  -2;
  65,-260, -44,-192,-815,  95, 179,-994, -11;
  65,-261, -43,-186,-821,  96, 174,-998, -14;
  63,-263, -48,-180,-827, 102, 171,-1000, -19;
  65,-262, -48,-172,-831, 105, 169,-1005, -27;
  64,-266, -51,-163,-834, 109, 167,-1006, -37;
  63,-260, -56,-153,-835, 114, 163,-1012, -45;
  63,-268, -53,-147,-832, 118, 170,-1013, -51;
  64,-266, -54,-137,-827, 123, 167,-1010, -53;
  62,-265, -54,-129,-823, 125, 166,-1013, -53;
  63,-265, -52,-119,-817, 128, 172,-1016, -50;
  65,-263, -59,-109,-812, 132, 178,-1010, -45;
  65,-265, -57, -99,-804, 135, 182,-1015, -51;
  68,-263, -54, -88,-794, 137, 183,-1010, -56;
  69,-265, -58, -81,-783, 139, 187,-1013, -56;
  68,-262, -54, -77,-775, 140, 193,-1003, -59;
  72,-266, -55, -77,-769, 141, 194,-1003, -64;
  73,-261, -56, -79,-767, 143, 195,-1001, -64;
  71,-261, -57, -83,-768, 142, 197,-998, -62;
  68,-259, -52, -92,-769, 141, 195,-996, -60;
  68,-259, -59,-100,-774, 139, 189,-994, -60;
  69,-265, -54,-110,-776, 134, 183,-996, -64;
  66,-257, -58,-119,-778, 129, 182,-992, -63;
  66,-262, -56,-126,-778, 125, 176,-1002, -62;
  66,-262, -54,-132,-781, 121, 171,-999, -58;
  63,-262, -55,-135,-784, 115, 170,-1003, -56;
  64,-265, -54,-133,-790, 108, 159,-1007, -52;
  63,-264, -56,-127,-800, 103, 155,-1007, -54;
  62,-263, -50,-119,-810, 100, 151,-1009, -51;
  57,-266, -54,-107,-817,  94, 146,-1015, -52;
  60,-264, -53, -93,-827,  88, 146,-1016, -52;
  60,-268, -56, -77,-833,  84, 154,-1022, -48;
  62,-267, -55, -59,-837,  78, 153,-1021, -49;
  63,-272, -52, -40,-842,  73, 159,-1023, -48;
  64,-270, -57, -19,-846,  69, 168,-1024, -47;
  64,-271, -53,   4,-851,  64, 162,-1034, -48;
  64,-269, -51,  26,-854,  62, 172,-1034, -42;
  65,-270, -53,  47,-858,  61, 179,-1035, -39;
  70,-272, -54,  69,-862,  61, 184,-1033, -38;
  69,-273, -50,  92,-865,  63, 194,-1033, -26;
  72,-272, -46, 119,-868,  64, 198,-1033, -18;
  73,-269, -44, 145,-872,  65, 207,-1025, -16;
  71,-264, -43, 165,-877,  66, 208,-1014,  -6;
  75,-266, -40, 190,-884,  69, 209,-1012,  -1;
  73,-261, -40, 212,-888,  70, 212,-1000,  -1;
  71,-258, -41, 224,-891,  70, 216,-995,  -1;
  73,-257, -38, 229,-892,  73, 210,-986,  -6;
  72,-256, -45, 221,-893,  74, 208,-982, -15;
  73,-254, -50, 201,-890,  74, 200,-969, -28;
  72,-251, -48, 168,-885,  77, 194,-969, -44;
  70,-257, -59, 122,-878,  77, 182,-971, -61;
  65,-253, -62,  70,-871,  79, 176,-965, -83;
  63,-252, -65,  14,-861,  80, 168,-967,-103;
  63,-250, -77, -47,-851,  81, 155,-968,-134;
  59,-255, -77,-108,-840,  76, 138,-975,-170;
  59,-256, -89,-169,-825,  67, 131,-981,-192;
  56,-257, -91,-226,-808,  53, 129,-987,-205;
  56,-263, -94,-274,-793,  34, 124,-991,-212;
  54,-261, -96,-309,-776,   9, 120,-999,-216;
  56,-264, -91,-330,-757, -21, 129,-1012,-208;
  58,-266, -88,-333,-732, -52, 132,-1023,-194;
  56,-269, -90,-319,-703, -83, 131,-1010,-177;
  56,-268, -83,-290,-670,-114, 125,-1017,-169;
  51,-267, -81,-246,-635,-142, 117,-1016,-149;
  52,-269, -76,-195,-600,-164, 104,-1012,-141;
  44,-265, -76,-137,-565,-181,  88,-1010,-138;
  40,-264, -76, -80,-528,-191,  73,-995,-140;
  36,-259, -76, -29,-494,-195,  57,-981,-138;
  30,-255, -72,  10,-464,-192,  41,-967,-135;
