,0,1,2,3,4,5,6,7,8
0,-11.0,-253.0,12.0,-5.0,38.0,9.0,-4.0,-985.0,4.0
1,-11.0,-253.0,10.0,-3.0,38.0,9.0,-2.0,-986.0,4.0
2,-7.0,-254.0,12.0,-4.0,38.0,6.0,-5.0,-981.0,0.0
3,-10.0,-255.0,13.0,-4.0,39.0,5.0,-3.0,-982.0,3.0
4,-10.0,-253.0,12.0,-4.0,40.0,6.0,2.0,-983.0,6.0
5,-5.0,-257.0,14.0,-6.0,41.0,5.0,0.0,-987.0,1.0
6,-9.0,-253.0,13.0,-4.0,42.0,3.0,-1.0,-986.0,1.0
7,-9.0,-254.0,11.0,-3.0,44.0,3.0,4.0,-987.0,6.0
8,-1.0,-255.0,9.0,-2.0,44.0,3.0,3.0,-986.0,3.0
9,-7.0,-256.0,9.0,-2.0,46.0,4.0,0.0,-994.0,4.0
10,-6.0,-253.0,12.0,-1.0,46.0,5.0,-2.0,-985.0,1.0
11,-11.0,-254.0,12.0,0.0,48.0,4.0,4.0,-986.0,2.0
12,-6.0,-254.0,13.0,0.0,50.0,6.0,1.0,-988.0,-2.0
13,-10.0,-255.0,8.0,-1.0,50.0,4.0,1.0,-989.0,2.0
14,-6.0,-257.0,10.0,-3.0,49.0,5.0,0.0,-991.0,6.0
15,-7.0,-259.0,12.0,-3.0,50.0,5.0,0.0,-988.0,3.0
16,-10.0,-258.0,12.0,-4.0,50.0,2.0,-1.0,-995.0,2.0
17,-10.0,-255.0,10.0,-3.0,51.0,1.0,-3.0,-1003.0,-1.0
18,-8.0,-257.0,13.0,-3.0,52.0,-1.0,-3.0,-998.0,5.0
19,-8.0,-257.0,9.0,-2.0,50.0,-2.0,-7.0,-988.0,-3.0
20,-10.0,-252.0,9.0,-1.0,51.0,-2.0,-1.0,-985.0,6.0
21,-10.0,-255.0,11.0,-2.0,50.0,-2.0,-1.0,-985.0,7.0
22,-14.0,-254.0,12.0,-3.0,49.0,-3.0,1.0,-982.0,4.0
23,-11.0,-250.0,9.0,-2.0,47.0,-5.0,-6.0,-980.0,8.0
24,-11.0,-252.0,12.0,-1.0,45.0,-5.0,-4.0,-981.0,10.0
25,-8.0,-252.0,11.0,-1.0,43.0,-4.0,-3.0,-981.0,10.0
26,-10.0,-252.0,12.0,-2.0,41.0,-4.0,-8.0,-979.0,10.0
27,-12.0,-253.0,15.0,-3.0,37.0,-4.0,-7.0,-980.0,4.0
28,-12.0,-252.0,7.0,-4.0,34.0,-4.0,-7.0,-980.0,7.0
29,-10.0,-254.0,11.0,-4.0,32.0,-5.0,-3.0,-982.0,6.0
30,-11.0,-251.0,13.0,-6.0,31.0,-4.0,-4.0,-979.0,-1.0
31,-10.0,-253.0,9.0,-5.0,31.0,-5.0,-5.0,-977.0,1.0
32,-8.0,-251.0,10.0,-6.0,31.0,-5.0,0.0,-983.0,3.0
33,-9.0,-252.0,11.0,-7.0,30.0,-5.0,-2.0,-982.0,4.0
34,-7.0,-255.0,14.0,-7.0,29.0,-4.0,-1.0,-984.0,0.0
35,-9.0,-255.0,8.0,-9.0,30.0,-3.0,1.0,-984.0,1.0
36,-11.0,-251.0,11.0,-9.0,29.0,-2.0,0.0,-985.0,8.0
37,-6.0,-258.0,13.0,-11.0,28.0,-1.0,-1.0,-981.0,7.0
