,0,1,2,3,4,5,6,7,8
0,6.0,-239.0,93.0,-15.0,76.0,-46.0,52.0,-912.0,327.0
1,6.0,-240.0,102.0,-51.0,70.0,-47.0,51.0,-917.0,355.0
2,9.0,-240.0,105.0,-57.0,75.0,-48.0,62.0,-917.0,365.0
3,10.0,-242.0,105.0,-53.0,85.0,-48.0,49.0,-912.0,361.0
4,-1.0,-233.0,97.0,-61.0,88.0,-43.0,36.0,-909.0,329.0
5,10.0,-244.0,113.0,-79.0,83.0,-42.0,70.0,-918.0,395.0
6,1.0,-236.0,98.0,-60.0,88.0,-40.0,28.0,-910.0,335.0
7,10.0,-244.0,113.0,-70.0,84.0,-37.0,74.0,-927.0,401.0
8,0.0,-238.0,99.0,-53.0,86.0,-36.0,21.0,-915.0,340.0
9,2.0,-242.0,102.0,-67.0,77.0,-29.0,18.0,-915.0,346.0
10,0.0,-242.0,101.0,-85.0,65.0,-18.0,30.0,-926.0,339.0
11,-6.0,-242.0,98.0,-96.0,56.0,-10.0,4.0,-921.0,322.0
12,0.0,-245.0,99.0,-113.0,48.0,-3.0,14.0,-935.0,338.0
13,2.0,-250.0,108.0,-116.0,46.0,5.0,33.0,-939.0,365.0
14,2.0,-251.0,105.0,-99.0,57.0,14.0,35.0,-942.0,371.0
15,4.0,-249.0,116.0,-77.0,70.0,22.0,35.0,-943.0,389.0
16,1.0,-252.0,117.0,-58.0,77.0,25.0,36.0,-946.0,402.0
17,3.0,-253.0,112.0,-36.0,82.0,28.0,34.0,-954.0,399.0
18,0.0,-252.0,114.0,-18.0,85.0,31.0,34.0,-961.0,392.0
19,2.0,-251.0,111.0,-5.0,86.0,38.0,30.0,-958.0,392.0
20,0.0,-254.0,111.0,7.0,88.0,44.0,34.0,-965.0,390.0
21,2.0,-253.0,112.0,19.0,89.0,46.0,42.0,-968.0,379.0
22,2.0,-250.0,105.0,30.0,87.0,47.0,41.0,-958.0,364.0
23,0.0,-247.0,102.0,28.0,80.0,44.0,34.0,-940.0,351.0
24,6.0,-248.0,98.0,18.0,69.0,37.0,35.0,-936.0,350.0
25,2.0,-245.0,102.0,1.0,59.0,29.0,34.0,-933.0,348.0
26,2.0,-243.0,101.0,-17.0,53.0,21.0,38.0,-931.0,348.0
27,3.0,-242.0,101.0,-35.0,53.0,15.0,41.0,-927.0,352.0
28,7.0,-243.0,102.0,-50.0,52.0,10.0,46.0,-929.0,351.0
29,6.0,-246.0,104.0,-68.0,52.0,4.0,48.0,-926.0,353.0
30,5.0,-243.0,100.0,-84.0,53.0,1.0,48.0,-921.0,349.0
31,7.0,-243.0,103.0,-100.0,54.0,-2.0,54.0,-917.0,351.0
32,3.0,-243.0,102.0,-113.0,56.0,-5.0,53.0,-923.0,355.0
33,5.0,-243.0,103.0,-124.0,60.0,-7.0,52.0,-923.0,354.0
34,7.0,-243.0,105.0,-131.0,62.0,-6.0,52.0,-920.0,353.0
35,7.0,-240.0,103.0,-140.0,65.0,-6.0,50.0,-917.0,360.0
36,11.0,-240.0,106.0,-152.0,67.0,-5.0,49.0,-914.0,356.0
37,3.0,-240.0,106.0,-162.0,69.0,-2.0,45.0,-915.0,364.0
38,6.0,-242.0,107.0,-170.0,69.0,3.0,46.0,-922.0,374.0
39,6.0,-245.0,109.0,-168.0,68.0,11.0,46.0,-922.0,378.0
40,1.0,-246.0,112.0,-162.0,67.0,19.0,39.0,-929.0,378.0
41,0.0,-245.0,114.0,-152.0,65.0,28.0,39.0,-936.0,391.0
42,4.0,-251.0,111.0,-134.0,61.0,38.0,39.0,-940.0,390.0
43,3.0,-253.0,114.0,-113.0,58.0,47.0,45.0,-954.0,392.0
44,6.0,-254.0,112.0,-89.0,56.0,55.0,38.0,-958.0,392.0
45,3.0,-256.0,114.0,-61.0,55.0,62.0,47.0,-971.0,390.0
46,7.0,-256.0,113.0,-33.0,55.0,66.0,51.0,-977.0,376.0
47,6.0,-259.0,106.0,-5.0,55.0,66.0,49.0,-978.0,371.0
48,5.0,-255.0,104.0,18.0,56.0,63.0,53.0,-973.0,363.0
49,8.0,-257.0,102.0,34.0,56.0,55.0,53.0,-974.0,358.0
50,4.0,-256.0,101.0,45.0,56.0,47.0,50.0,-971.0,344.0
51,4.0,-254.0,102.0,52.0,61.0,38.0,53.0,-966.0,343.0
52,7.0,-253.0,101.0,55.0,66.0,29.0,52.0,-959.0,340.0
53,8.0,-255.0,103.0,52.0,73.0,20.0,50.0,-954.0,342.0
54,6.0,-254.0,100.0,46.0,79.0,11.0,53.0,-950.0,346.0
55,8.0,-250.0,101.0,37.0,85.0,2.0,52.0,-951.0,349.0
56,5.0,-249.0,102.0,26.0,89.0,-3.0,52.0,-943.0,346.0
57,8.0,-248.0,103.0,15.0,95.0,-8.0,55.0,-936.0,347.0
58,8.0,-247.0,105.0,4.0,100.0,-11.0,50.0,-937.0,344.0
59,4.0,-253.0,97.0,-5.0,105.0,-12.0,54.0,-932.0,351.0
60,5.0,-245.0,97.0,-18.0,105.0,-11.0,43.0,-929.0,346.0
61,6.0,-245.0,99.0,-33.0,106.0,-10.0,46.0,-931.0,344.0
62,5.0,-242.0,102.0,-48.0,106.0,-9.0,49.0,-932.0,346.0
63,2.0,-245.0,102.0,-62.0,104.0,-6.0,45.0,-934.0,350.0
64,5.0,-246.0,101.0,-72.0,102.0,-5.0,41.0,-933.0,348.0
65,2.0,-247.0,106.0,-77.0,99.0,-4.0,36.0,-937.0,351.0
66,4.0,-251.0,107.0,-80.0,94.0,-3.0,38.0,-936.0,352.0
67,2.0,-246.0,103.0,-83.0,90.0,-4.0,30.0,-939.0,359.0
68,0.0,-247.0,106.0,-82.0,85.0,-6.0,29.0,-940.0,360.0
69,1.0,-251.0,106.0,-80.0,81.0,-7.0,27.0,-945.0,359.0
70,-2.0,-250.0,105.0,-78.0,76.0,-9.0,25.0,-947.0,362.0
71,0.0,-251.0,104.0,-74.0,72.0,-9.0,26.0,-948.0,359.0
72,-1.0,-249.0,103.0,-74.0,68.0,-11.0,19.0,-944.0,358.0
73,0.0,-251.0,104.0,-74.0,67.0,-12.0,26.0,-942.0,356.0
74,0.0,-249.0,105.0,-76.0,67.0,-12.0,18.0,-938.0,354.0
75,0.0,-251.0,101.0,-79.0,67.0,-13.0,20.0,-937.0,353.0
76,0.0,-245.0,102.0,-82.0,67.0,-11.0,21.0,-937.0,351.0
