,0,1,2,3,4,5,6,7,8
0,-2.0,-251.0,-17.0,52.0,13.0,-11.0,-16.0,-1009.0,-49.0
1,-3.0,-249.0,-15.0,53.0,10.0,-11.0,-12.0,-1012.0,-53.0
2,-3.0,-253.0,-15.0,54.0,9.0,-9.0,-15.0,-1011.0,-63.0
3,-3.0,-250.0,-13.0,55.0,7.0,-9.0,-14.0,-1005.0,-60.0
4,-5.0,-248.0,-17.0,55.0,6.0,-9.0,-14.0,-1010.0,-57.0
5,-4.0,-248.0,-21.0,57.0,5.0,-9.0,-21.0,-1009.0,-58.0
6,-4.0,-245.0,-20.0,58.0,6.0,-11.0,-19.0,-1010.0,-61.0
7,-3.0,-245.0,-20.0,59.0,6.0,-10.0,-18.0,-1006.0,-62.0
8,-4.0,-247.0,-16.0,59.0,7.0,-10.0,-20.0,-1011.0,-60.0
9,-4.0,-246.0,-10.0,59.0,7.0,-10.0,-20.0,-1010.0,-63.0
10,-4.0,-247.0,-18.0,58.0,9.0,-10.0,-17.0,-1008.0,-63.0
11,-6.0,-243.0,-17.0,57.0,10.0,-10.0,-15.0,-1010.0,-60.0
12,-4.0,-249.0,-14.0,58.0,11.0,-9.0,-19.0,-1011.0,-62.0
13,-3.0,-246.0,-16.0,60.0,11.0,-8.0,-25.0,-1012.0,-60.0
14,-3.0,-250.0,-15.0,62.0,11.0,-9.0,-23.0,-1015.0,-58.0
15,-7.0,-245.0,-13.0,66.0,9.0,-10.0,-17.0,-1007.0,-59.0
16,-4.0,-248.0,-17.0,68.0,9.0,-9.0,-26.0,-1011.0,-58.0
17,-4.0,-248.0,-19.0,69.0,6.0,-8.0,-25.0,-1012.0,-63.0
18,-3.0,-249.0,-17.0,70.0,6.0,-9.0,-19.0,-1008.0,-57.0
19,-4.0,-249.0,-15.0,72.0,6.0,-8.0,-17.0,-1012.0,-58.0
20,-3.0,-250.0,-16.0,71.0,7.0,-9.0,-25.0,-1006.0,-61.0
21,-6.0,-245.0,-14.0,68.0,6.0,-9.0,-23.0,-1010.0,-56.0
22,-4.0,-246.0,-18.0,66.0,5.0,-10.0,-25.0,-1006.0,-59.0
23,-3.0,-247.0,-13.0,64.0,5.0,-10.0,-16.0,-1007.0,-58.0
24,-4.0,-249.0,-13.0,61.0,5.0,-11.0,-19.0,-1005.0,-56.0
25,-3.0,-248.0,-16.0,58.0,3.0,-10.0,-22.0,-1006.0,-58.0
26,-5.0,-245.0,-13.0,56.0,4.0,-10.0,-22.0,-1009.0,-54.0
27,-2.0,-250.0,-13.0,55.0,3.0,-11.0,-18.0,-1007.0,-54.0
28,-4.0,-253.0,-15.0,54.0,2.0,-11.0,-18.0,-1009.0,-48.0
29,-4.0,-248.0,-14.0,54.0,2.0,-12.0,-18.0,-1010.0,-54.0
30,-2.0,-249.0,-16.0,53.0,3.0,-11.0,-15.0,-1009.0,-49.0
31,-3.0,-250.0,-17.0,54.0,3.0,-13.0,-14.0,-1009.0,-48.0
32,-4.0,-246.0,-14.0,54.0,3.0,-15.0,-24.0,-1013.0,-53.0
33,-2.0,-247.0,-18.0,52.0,4.0,-15.0,-23.0,-1011.0,-48.0
34,-3.0,-246.0,-18.0,51.0,2.0,-15.0,-20.0,-1011.0,-52.0
35,-3.0,-248.0,-14.0,51.0,1.0,-14.0,-22.0,-1011.0,-52.0
36,-5.0,-247.0,-14.0,50.0,0.0,-16.0,-20.0,-1008.0,-58.0
37,-4.0,-248.0,-14.0,47.0,-2.0,-15.0,-18.0,-1009.0,-53.0
38,-4.0,-248.0,-10.0,44.0,-3.0,-17.0,-13.0,-1010.0,-55.0
39,-2.0,-246.0,-14.0,43.0,-3.0,-17.0,-16.0,-1009.0,-59.0
40,-3.0,-250.0,-13.0,41.0,-2.0,-16.0,-21.0,-1008.0,-55.0
41,-1.0,-247.0,-16.0,39.0,-1.0,-16.0,-19.0,-1005.0,-51.0
42,-3.0,-249.0,-12.0,36.0,-1.0,-17.0,-21.0,-1008.0,-54.0
43,-4.0,-248.0,-14.0,33.0,1.0,-15.0,-15.0,-1009.0,-45.0
44,-3.0,-248.0,-11.0,32.0,4.0,-15.0,-10.0,-1010.0,-48.0
45,-1.0,-247.0,-11.0,31.0,6.0,-14.0,-15.0,-1011.0,-41.0
46,-2.0,-247.0,-17.0,32.0,8.0,-14.0,-8.0,-1007.0,-44.0
47,-2.0,-248.0,-16.0,33.0,11.0,-14.0,-16.0,-1010.0,-44.0
48,1.0,-251.0,-12.0,35.0,14.0,-15.0,-13.0,-1009.0,-48.0
49,-2.0,-247.0,-12.0,39.0,16.0,-16.0,-9.0,-1008.0,-53.0
50,-3.0,-249.0,-11.0,40.0,18.0,-16.0,-12.0,-1008.0,-54.0
51,-1.0,-249.0,-12.0,41.0,19.0,-18.0,-9.0,-1005.0,-56.0
52,-1.0,-248.0,-15.0,41.0,22.0,-17.0,-15.0,-1010.0,-52.0
53,-3.0,-246.0,-17.0,42.0,23.0,-16.0,-13.0,-1016.0,-56.0
54,-5.0,-245.0,-13.0,42.0,22.0,-17.0,-13.0,-1022.0,-52.0
55,-3.0,-247.0,-16.0,44.0,21.0,-16.0,-16.0,-1015.0,-52.0
56,-2.0,-249.0,-19.0,47.0,21.0,-15.0,-14.0,-1013.0,-56.0
57,-4.0,-251.0,-19.0,48.0,20.0,-13.0,-16.0,-1016.0,-53.0
58,-4.0,-250.0,-12.0,52.0,18.0,-13.0,-12.0,-1009.0,-54.0
59,-4.0,-247.0,-14.0,55.0,19.0,-12.0,-16.0,-1008.0,-56.0
60,-4.0,-247.0,-16.0,57.0,19.0,-13.0,-13.0,-1007.0,-54.0
61,-3.0,-249.0,-17.0,57.0,19.0,-13.0,-15.0,-1006.0,-51.0
62,-3.0,-247.0,-18.0,56.0,19.0,-12.0,-12.0,-1004.0,-58.0
63,-2.0,-245.0,-18.0,52.0,21.0,-10.0,-17.0,-1010.0,-58.0
64,-2.0,-247.0,-15.0,50.0,21.0,-9.0,-13.0,-1006.0,-53.0
65,0.0,-243.0,-17.0,45.0,21.0,-8.0,-12.0,-1006.0,-59.0
66,-1.0,-247.0,-13.0,39.0,21.0,-9.0,-14.0,-1004.0,-61.0
67,-4.0,-245.0,-16.0,36.0,20.0,-11.0,-13.0,-1012.0,-54.0
68,-3.0,-247.0,-14.0,34.0,18.0,-11.0,-9.0,-1009.0,-57.0
69,-4.0,-251.0,-8.0,33.0,18.0,-11.0,-13.0,-1008.0,-56.0
70,-3.0,-249.0,-14.0,33.0,17.0,-12.0,-8.0,-1009.0,-60.0
71,-4.0,-248.0,-21.0,34.0,18.0,-10.0,-13.0,-1012.0,-52.0
72,-1.0,-247.0,-15.0,36.0,17.0,-10.0,-12.0,-1016.0,-53.0
73,-2.0,-249.0,-15.0,38.0,18.0,-10.0,-15.0,-1011.0,-57.0
74,-4.0,-251.0,-16.0,39.0,18.0,-12.0,-13.0,-1010.0,-59.0
75,-3.0,-249.0,-12.0,39.0,19.0,-11.0,-18.0,-1007.0,-57.0
76,-5.0,-245.0,-19.0,38.0,20.0,-10.0,-15.0,-1007.0,-53.0
77,-4.0,-249.0,-15.0,36.0,19.0,-9.0,-21.0,-1009.0,-51.0
78,1.0,-249.0,-11.0,37.0,18.0,-10.0,-18.0,-1008.0,-54.0
79,-3.0,-245.0,-11.0,38.0,19.0,-9.0,-17.0,-1008.0,-57.0
80,-3.0,-248.0,-11.0,41.0,17.0,-10.0,-27.0,-1009.0,-60.0
81,-2.0,-251.0,-16.0,43.0,16.0,-9.0,-18.0,-1011.0,-46.0
82,-2.0,-251.0,-15.0,45.0,16.0,-10.0,-21.0,-1011.0,-54.0
83,-2.0,-246.0,-20.0,48.0,15.0,-11.0,-18.0,-1011.0,-56.0
84,-3.0,-248.0,-16.0,50.0,13.0,-8.0,-27.0,-1011.0,-58.0
85,-3.0,-246.0,-18.0,51.0,11.0,-7.0,-20.0,-1008.0,-56.0
86,-3.0,-249.0,-18.0,52.0,11.0,-9.0,-15.0,-1008.0,-55.0
87,-3.0,-248.0,-15.0,51.0,10.0,-8.0,-15.0,-1004.0,-58.0
88,-3.0,-251.0,-13.0,53.0,8.0,-9.0,-15.0,-1011.0,-63.0
89,-3.0,-249.0,-16.0,54.0,8.0,-9.0,-14.0,-1012.0,-51.0
90,-2.0,-242.0,-26.0,53.0,7.0,-9.0,-16.0,-1010.0,-57.0
91,-2.0,-246.0,-11.0,51.0,7.0,-9.0,-19.0,-1007.0,-55.0
92,-2.0,-247.0,-15.0,50.0,5.0,-10.0,-13.0,-1010.0,-55.0
93,-4.0,-247.0,-13.0,47.0,5.0,-7.0,-14.0,-1011.0,-53.0
94,-2.0,-247.0,-15.0,45.0,5.0,-10.0,-23.0,-1009.0,-56.0
95,-3.0,-246.0,-15.0,44.0,4.0,-11.0,-19.0,-1008.0,-55.0
96,-4.0,-250.0,-13.0,40.0,4.0,-9.0,-17.0,-1008.0,-59.0
97,-3.0,-249.0,-20.0,39.0,4.0,-8.0,-18.0,-1005.0,-55.0
98,-4.0,-247.0,-15.0,38.0,5.0,-10.0,-21.0,-1008.0,-53.0
99,-1.0,-247.0,-19.0,36.0,4.0,-10.0,-23.0,-1008.0,-53.0
100,-4.0,-245.0,-14.0,36.0,5.0,-9.0,-14.0,-1005.0,-58.0
101,-5.0,-251.0,-12.0,34.0,4.0,-11.0,-11.0,-1005.0,-57.0
102,-5.0,-247.0,-19.0,32.0,3.0,-9.0,-20.0,-1008.0,-53.0
103,-4.0,-246.0,-11.0,31.0,3.0,-10.0,-17.0,-1010.0,-56.0
104,-4.0,-248.0,-16.0,31.0,3.0,-9.0,-18.0,-1013.0,-53.0
105,-1.0,-246.0,-13.0,31.0,3.0,-9.0,-16.0,-1010.0,-58.0
106,-4.0,-248.0,-14.0,32.0,2.0,-10.0,-17.0,-1014.0,-55.0
107,-3.0,-251.0,-15.0,34.0,2.0,-9.0,-11.0,-1011.0,-61.0
108,-2.0,-252.0,-13.0,35.0,1.0,-10.0,-14.0,-1011.0,-56.0
109,-4.0,-248.0,-22.0,36.0,1.0,-11.0,-13.0,-1011.0,-58.0
110,-1.0,-247.0,-15.0,38.0,1.0,-11.0,-15.0,-1011.0,-57.0
111,-5.0,-252.0,-15.0,41.0,2.0,-12.0,-17.0,-1011.0,-61.0
112,-2.0,-248.0,-16.0,45.0,1.0,-11.0,-16.0,-1010.0,-56.0
113,-2.0,-248.0,-15.0,48.0,2.0,-12.0,-17.0,-1010.0,-57.0
114,-3.0,-250.0,-15.0,51.0,3.0,-14.0,-12.0,-1010.0,-57.0
115,-3.0,-250.0,-17.0,54.0,4.0,-13.0,-15.0,-1015.0,-57.0
116,-4.0,-245.0,-15.0,56.0,5.0,-14.0,-14.0,-1011.0,-61.0
117,-2.0,-250.0,-17.0,56.0,8.0,-14.0,-16.0,-1014.0,-58.0
118,-3.0,-248.0,-15.0,55.0,10.0,-12.0,-15.0,-1015.0,-59.0
119,-4.0,-248.0,-15.0,54.0,11.0,-13.0,-15.0,-1009.0,-61.0
120,-4.0,-248.0,-16.0,51.0,14.0,-13.0,-12.0,-1012.0,-59.0
121,-3.0,-247.0,-15.0,50.0,16.0,-13.0,-15.0,-1011.0,-64.0
122,-4.0,-249.0,-20.0,51.0,16.0,-11.0,-16.0,-1014.0,-64.0
123,-3.0,-248.0,-18.0,52.0,15.0,-10.0,-14.0,-1010.0,-59.0
124,-4.0,-248.0,-13.0,54.0,14.0,-10.0,-16.0,-1015.0,-57.0
125,-4.0,-246.0,-15.0,54.0,15.0,-11.0,-17.0,-1011.0,-55.0
126,-3.0,-249.0,-18.0,55.0,15.0,-11.0,-14.0,-1011.0,-59.0
127,-2.0,-246.0,-15.0,54.0,13.0,-10.0,-15.0,-1011.0,-56.0
128,-2.0,-249.0,-16.0,53.0,15.0,-10.0,-15.0,-1010.0,-60.0
129,-1.0,-248.0,-14.0,51.0,14.0,-9.0,-14.0,-1010.0,-60.0
130,-3.0,-247.0,-19.0,52.0,14.0,-7.0,-13.0,-1008.0,-56.0
131,-1.0,-247.0,-19.0,54.0,13.0,-7.0,-13.0,-1013.0,-62.0
132,0.0,-250.0,-13.0,55.0,14.0,-7.0,-14.0,-1011.0,-57.0
133,2.0,-255.0,-14.0,58.0,12.0,-6.0,-15.0,-1015.0,-51.0
134,0.0,-248.0,-15.0,60.0,11.0,-7.0,-17.0,-1008.0,-56.0
135,-4.0,-247.0,-12.0,63.0,11.0,-8.0,-17.0,-1011.0,-59.0
136,-3.0,-247.0,-16.0,66.0,12.0,-9.0,-14.0,-1012.0,-60.0
137,-1.0,-247.0,-14.0,70.0,13.0,-10.0,-12.0,-1011.0,-54.0
138,-6.0,-247.0,-17.0,72.0,15.0,-10.0,-17.0,-1009.0,-55.0
139,-3.0,-251.0,-14.0,72.0,16.0,-11.0,-15.0,-1013.0,-52.0
140,-2.0,-248.0,-14.0,72.0,15.0,-10.0,-14.0,-1010.0,-55.0
141,-3.0,-247.0,-10.0,72.0,16.0,-10.0,-16.0,-1005.0,-57.0
142,-3.0,-246.0,-16.0,70.0,17.0,-12.0,-16.0,-1007.0,-52.0
143,2.0,-254.0,-15.0,69.0,18.0,-13.0,-15.0,-1009.0,-55.0
144,-4.0,-249.0,-16.0,68.0,18.0,-13.0,-18.0,-1007.0,-56.0
145,-3.0,-246.0,-14.0,68.0,17.0,-14.0,-18.0,-1005.0,-53.0
146,-4.0,-247.0,-13.0,67.0,16.0,-14.0,-18.0,-1009.0,-48.0
147,0.0,-245.0,-16.0,65.0,14.0,-14.0,-19.0,-1009.0,-44.0
148,-4.0,-248.0,-17.0,62.0,12.0,-15.0,-14.0,-1001.0,-50.0
149,-4.0,-247.0,-16.0,60.0,11.0,-14.0,-19.0,-1004.0,-52.0
150,-2.0,-248.0,-15.0,57.0,11.0,-13.0,-17.0,-1012.0,-56.0
151,-2.0,-250.0,-17.0,55.0,10.0,-13.0,-17.0,-1006.0,-54.0
152,-3.0,-249.0,-16.0,53.0,9.0,-11.0,-22.0,-1012.0,-49.0
153,-3.0,-247.0,-13.0,53.0,10.0,-11.0,-18.0,-1015.0,-50.0
154,-6.0,-254.0,-17.0,53.0,10.0,-11.0,-17.0,-1012.0,-55.0
155,-3.0,-247.0,-12.0,55.0,12.0,-12.0,-16.0,-1016.0,-54.0
156,-4.0,-248.0,-16.0,58.0,13.0,-11.0,-20.0,-1017.0,-48.0
157,-4.0,-249.0,-14.0,60.0,16.0,-12.0,-16.0,-1010.0,-51.0
158,-4.0,-250.0,-19.0,63.0,16.0,-14.0,-25.0,-1011.0,-53.0
159,-3.0,-248.0,-17.0,65.0,15.0,-15.0,-17.0,-1012.0,-53.0
160,-4.0,-247.0,-17.0,68.0,12.0,-15.0,-23.0,-1008.0,-60.0
161,-4.0,-248.0,-14.0,69.0,11.0,-14.0,-21.0,-1010.0,-60.0
162,-2.0,-251.0,-19.0,70.0,10.0,-15.0,-17.0,-1013.0,-58.0
163,-3.0,-245.0,-13.0,70.0,8.0,-16.0,-18.0,-1011.0,-59.0
164,-4.0,-245.0,-16.0,70.0,7.0,-16.0,-19.0,-1007.0,-60.0
165,-4.0,-252.0,-9.0,68.0,9.0,-16.0,-20.0,-1009.0,-56.0
166,-5.0,-247.0,-14.0,67.0,10.0,-16.0,-19.0,-1006.0,-54.0
167,-4.0,-249.0,-12.0,66.0,10.0,-18.0,-23.0,-1010.0,-51.0
168,-3.0,-249.0,-14.0,65.0,11.0,-19.0,-23.0,-1006.0,-44.0
169,-1.0,-246.0,-12.0,63.0,12.0,-17.0,-17.0,-1016.0,-49.0
170,0.0,-248.0,-13.0,63.0,13.0,-18.0,-18.0,-1007.0,-47.0
171,-3.0,-251.0,-17.0,62.0,12.0,-18.0,-15.0,-1006.0,-47.0
172,-4.0,-246.0,-16.0,60.0,12.0,-19.0,-15.0,-1003.0,-51.0
173,-3.0,-245.0,-16.0,57.0,10.0,-18.0,-15.0,-1003.0,-49.0
174,-2.0,-247.0,-15.0,54.0,10.0,-18.0,-14.0,-1003.0,-55.0
175,3.0,-247.0,-14.0,51.0,9.0,-17.0,-12.0,-1006.0,-51.0
176,-3.0,-246.0,-11.0,49.0,10.0,-16.0,-11.0,-1007.0,-57.0
177,-2.0,-250.0,-12.0,49.0,10.0,-17.0,-12.0,-1011.0,-48.0
178,-4.0,-249.0,-15.0,48.0,10.0,-18.0,-12.0,-1017.0,-51.0
179,0.0,-251.0,-14.0,49.0,9.0,-18.0,-14.0,-1013.0,-50.0
180,-4.0,-250.0,-15.0,53.0,9.0,-17.0,-13.0,-1013.0,-51.0
