,0,1,2,3,4,5,6,7,8
0,0.0,-263.0,-1.0,389.0,726.0,132.0,-81.0,-1004.0,134.0
1,0.0,-263.0,-1.0,386.0,711.0,133.0,-85.0,-1010.0,141.0
2,-4.0,-264.0,1.0,375.0,682.0,134.0,-98.0,-1007.0,154.0
3,-1.0,-262.0,4.0,359.0,645.0,130.0,-97.0,-1004.0,158.0
4,-9.0,-257.0,5.0,336.0,599.0,120.0,-110.0,-997.0,173.0
5,-9.0,-261.0,10.0,306.0,547.0,108.0,-120.0,-997.0,181.0
6,-19.0,-258.0,6.0,271.0,491.0,90.0,-139.0,-989.0,196.0
7,-22.0,-257.0,16.0,231.0,436.0,72.0,-155.0,-990.0,211.0
8,-25.0,-255.0,16.0,187.0,381.0,55.0,-172.0,-994.0,228.0
9,-32.0,-256.0,24.0,147.0,329.0,37.0,-191.0,-983.0,245.0
10,-36.0,-251.0,33.0,105.0,279.0,23.0,-211.0,-973.0,259.0
11,-42.0,-249.0,34.0,68.0,230.0,14.0,-222.0,-967.0,277.0
12,-42.0,-250.0,36.0,35.0,184.0,10.0,-243.0,-961.0,289.0
13,-47.0,-245.0,37.0,8.0,139.0,14.0,-250.0,-947.0,298.0
14,-48.0,-240.0,43.0,-13.0,98.0,23.0,-264.0,-938.0,318.0
15,-50.0,-239.0,37.0,-32.0,65.0,33.0,-252.0,-921.0,318.0
16,-40.0,-237.0,38.0,-45.0,41.0,42.0,-228.0,-913.0,321.0
17,-30.0,-233.0,38.0,-55.0,27.0,51.0,-193.0,-897.0,313.0
18,-13.0,-238.0,34.0,-57.0,25.0,57.0,-152.0,-913.0,281.0
19,-6.0,-241.0,24.0,-50.0,28.0,67.0,-108.0,-935.0,241.0
20,0.0,-255.0,13.0,-44.0,33.0,84.0,-89.0,-977.0,206.0
21,0.0,-270.0,3.0,-46.0,35.0,114.0,-75.0,-1024.0,154.0
22,-1.0,-281.0,-14.0,-74.0,21.0,156.0,-83.0,-1103.0,99.0
23,-4.0,-298.0,-35.0,-148.0,-18.0,208.0,-77.0,-1159.0,23.0
24,-3.0,-311.0,-50.0,-268.0,-77.0,263.0,-84.0,-1220.0,-33.0
25,-2.0,-320.0,-52.0,-416.0,-149.0,328.0,-99.0,-1272.0,-66.0
26,0.0,-344.0,-57.0,-569.0,-225.0,410.0,-97.0,-1316.0,-78.0
27,0.0,-351.0,-59.0,-703.0,-300.0,508.0,-80.0,-1359.0,-72.0
28,1.0,-358.0,-48.0,-803.0,-364.0,610.0,-55.0,-1396.0,-32.0
29,9.0,-369.0,-31.0,-850.0,-404.0,714.0,-35.0,-1430.0,23.0
30,15.0,-381.0,-14.0,-831.0,-418.0,810.0,-22.0,-1455.0,97.0
31,21.0,-385.0,3.0,-739.0,-416.0,889.0,10.0,-1464.0,151.0
32,33.0,-387.0,6.0,-576.0,-406.0,946.0,46.0,-1470.0,177.0
33,43.0,-388.0,8.0,-378.0,-386.0,977.0,70.0,-1450.0,185.0
34,46.0,-381.0,3.0,-175.0,-359.0,990.0,88.0,-1432.0,154.0
