,0,1,2,3,4,5,6,7,8
0,21.0,-248.0,-7.0,30.0,9.0,-11.0,59.0,-1020.0,-23.0
1,24.0,-249.0,-8.0,30.0,12.0,-11.0,62.0,-1015.0,-20.0
2,23.0,-248.0,-6.0,31.0,14.0,-10.0,66.0,-1012.0,-21.0
3,25.0,-252.0,-4.0,33.0,15.0,-11.0,65.0,-1016.0,-22.0
4,19.0,-243.0,-9.0,33.0,14.0,-10.0,67.0,-1015.0,-20.0
5,25.0,-250.0,-10.0,32.0,14.0,-11.0,68.0,-1016.0,-19.0
6,20.0,-244.0,-9.0,31.0,13.0,-11.0,69.0,-1018.0,-15.0
7,21.0,-247.0,-9.0,29.0,13.0,-14.0,68.0,-1013.0,-18.0
8,21.0,-246.0,-8.0,27.0,10.0,-14.0,75.0,-1009.0,-21.0
9,18.0,-250.0,-9.0,25.0,7.0,-14.0,68.0,-1008.0,-22.0
10,23.0,-244.0,-8.0,23.0,5.0,-14.0,66.0,-1013.0,-24.0
11,22.0,-247.0,-10.0,20.0,4.0,-13.0,65.0,-1005.0,-27.0
12,21.0,-244.0,-14.0,17.0,2.0,-13.0,69.0,-1009.0,-21.0
13,24.0,-245.0,-7.0,17.0,1.0,-12.0,70.0,-1009.0,-23.0
14,19.0,-246.0,-7.0,14.0,0.0,-11.0,66.0,-1018.0,-24.0
15,24.0,-247.0,-14.0,12.0,-1.0,-10.0,69.0,-1010.0,-27.0
16,22.0,-247.0,-10.0,10.0,-2.0,-11.0,66.0,-1013.0,-24.0
17,24.0,-249.0,-14.0,10.0,-3.0,-10.0,72.0,-1015.0,-26.0
18,23.0,-247.0,-9.0,10.0,-3.0,-11.0,66.0,-1017.0,-35.0
19,22.0,-245.0,-11.0,10.0,-2.0,-9.0,66.0,-1014.0,-27.0
20,22.0,-245.0,-10.0,12.0,-2.0,-10.0,67.0,-1017.0,-26.0
21,23.0,-248.0,-15.0,14.0,-2.0,-12.0,68.0,-1010.0,-37.0
