,0,1,2,3,4,5,6,7,8
0,33.0,-268.0,-112.0,-338.0,-25.0,-243.0,106.0,-1065.0,-311.0
1,43.0,-273.0,-111.0,-336.0,-2.0,-264.0,138.0,-1067.0,-300.0
2,48.0,-275.0,-102.0,-322.0,22.0,-286.0,160.0,-1066.0,-283.0
3,55.0,-274.0,-103.0,-296.0,45.0,-309.0,186.0,-1068.0,-270.0
4,56.0,-274.0,-95.0,-259.0,69.0,-333.0,201.0,-1054.0,-257.0
5,58.0,-273.0,-100.0,-208.0,91.0,-355.0,210.0,-1046.0,-239.0
6,59.0,-266.0,-90.0,-143.0,107.0,-374.0,213.0,-1024.0,-227.0
7,55.0,-261.0,-88.0,-72.0,116.0,-389.0,214.0,-998.0,-217.0
8,52.0,-256.0,-87.0,8.0,117.0,-400.0,204.0,-987.0,-215.0
9,51.0,-248.0,-82.0,83.0,107.0,-405.0,190.0,-962.0,-204.0
10,49.0,-242.0,-86.0,147.0,88.0,-403.0,182.0,-940.0,-200.0
11,48.0,-232.0,-84.0,197.0,59.0,-392.0,175.0,-910.0,-200.0
12,49.0,-229.0,-81.0,228.0,24.0,-376.0,172.0,-882.0,-206.0
13,45.0,-218.0,-82.0,238.0,-14.0,-355.0,155.0,-853.0,-200.0
14,43.0,-208.0,-81.0,227.0,-55.0,-329.0,142.0,-834.0,-208.0
15,37.0,-202.0,-77.0,199.0,-92.0,-296.0,139.0,-811.0,-199.0
16,34.0,-200.0,-83.0,153.0,-124.0,-262.0,126.0,-798.0,-199.0
17,32.0,-197.0,-82.0,92.0,-150.0,-226.0,117.0,-787.0,-189.0
18,31.0,-197.0,-81.0,21.0,-170.0,-190.0,99.0,-786.0,-194.0
19,29.0,-200.0,-83.0,-52.0,-182.0,-151.0,92.0,-793.0,-190.0
20,27.0,-202.0,-77.0,-123.0,-185.0,-117.0,82.0,-805.0,-178.0
21,26.0,-203.0,-74.0,-189.0,-180.0,-82.0,80.0,-823.0,-176.0
22,23.0,-213.0,-67.0,-244.0,-169.0,-52.0,79.0,-838.0,-159.0
23,23.0,-221.0,-75.0,-287.0,-153.0,-24.0,79.0,-855.0,-148.0
24,28.0,-224.0,-64.0,-315.0,-134.0,1.0,78.0,-877.0,-133.0
25,28.0,-227.0,-62.0,-323.0,-113.0,19.0,82.0,-890.0,-120.0
26,27.0,-232.0,-54.0,-314.0,-95.0,36.0,87.0,-910.0,-109.0
27,29.0,-238.0,-57.0,-294.0,-74.0,45.0,91.0,-926.0,-96.0
28,30.0,-237.0,-57.0,-268.0,-60.0,51.0,91.0,-943.0,-102.0
29,31.0,-242.0,-57.0,-240.0,-51.0,55.0,101.0,-951.0,-97.0
30,32.0,-245.0,-60.0,-219.0,-46.0,56.0,100.0,-962.0,-107.0
31,33.0,-250.0,-60.0,-205.0,-47.0,56.0,100.0,-968.0,-117.0
32,33.0,-251.0,-65.0,-200.0,-52.0,56.0,101.0,-976.0,-119.0
33,29.0,-251.0,-62.0,-198.0,-63.0,55.0,104.0,-987.0,-123.0
34,33.0,-257.0,-61.0,-200.0,-78.0,55.0,104.0,-993.0,-126.0
35,31.0,-258.0,-61.0,-200.0,-94.0,54.0,98.0,-1000.0,-125.0
36,29.0,-258.0,-63.0,-204.0,-110.0,55.0,107.0,-1023.0,-125.0
37,29.0,-268.0,-59.0,-206.0,-127.0,54.0,108.0,-1034.0,-126.0
38,32.0,-269.0,-64.0,-205.0,-144.0,55.0,103.0,-1041.0,-118.0
39,32.0,-269.0,-60.0,-201.0,-155.0,57.0,105.0,-1056.0,-110.0
