,0,1,2,3,4,5,6,7,8
0,8.0,-235.0,-153.0,-70.0,35.0,-2.0,-40.0,-892.0,-445.0
1,9.0,-236.0,-156.0,-72.0,33.0,-3.0,-42.0,-884.0,-444.0
2,9.0,-237.0,-154.0,-75.0,31.0,-4.0,-44.0,-891.0,-448.0
3,4.0,-236.0,-153.0,-73.0,29.0,-6.0,-43.0,-896.0,-452.0
4,6.0,-238.0,-154.0,-70.0,27.0,-6.0,-45.0,-904.0,-448.0
5,9.0,-236.0,-154.0,-65.0,24.0,-7.0,-43.0,-899.0,-453.0
6,6.0,-240.0,-153.0,-59.0,23.0,-8.0,-47.0,-898.0,-454.0
7,10.0,-235.0,-154.0,-53.0,22.0,-8.0,-42.0,-898.0,-459.0
8,6.0,-238.0,-157.0,-48.0,22.0,-9.0,-45.0,-898.0,-459.0
9,9.0,-235.0,-154.0,-42.0,24.0,-7.0,-45.0,-889.0,-458.0
10,8.0,-235.0,-156.0,-37.0,25.0,-8.0,-44.0,-890.0,-455.0
11,7.0,-232.0,-156.0,-32.0,26.0,-8.0,-47.0,-886.0,-452.0
12,6.0,-230.0,-152.0,-31.0,24.0,-5.0,-40.0,-885.0,-455.0
13,7.0,-231.0,-154.0,-29.0,22.0,-7.0,-45.0,-877.0,-454.0
14,5.0,-230.0,-156.0,-26.0,19.0,-9.0,-54.0,-871.0,-453.0
15,7.0,-231.0,-158.0,-22.0,18.0,-10.0,-46.0,-870.0,-459.0
16,5.0,-227.0,-156.0,-19.0,19.0,-10.0,-53.0,-867.0,-457.0
17,8.0,-228.0,-154.0,-17.0,21.0,-8.0,-49.0,-864.0,-461.0
18,6.0,-225.0,-153.0,-23.0,22.0,-6.0,-52.0,-855.0,-455.0
19,9.0,-226.0,-158.0,-31.0,23.0,-7.0,-47.0,-864.0,-457.0
20,7.0,-224.0,-149.0,-42.0,21.0,-7.0,-50.0,-854.0,-453.0
21,5.0,-227.0,-154.0,-51.0,21.0,-6.0,-48.0,-862.0,-452.0
22,8.0,-227.0,-154.0,-60.0,23.0,-6.0,-44.0,-863.0,-450.0
23,7.0,-231.0,-158.0,-67.0,20.0,-7.0,-50.0,-870.0,-448.0
24,6.0,-231.0,-152.0,-71.0,19.0,-6.0,-44.0,-872.0,-448.0
25,7.0,-231.0,-150.0,-74.0,19.0,-7.0,-46.0,-868.0,-451.0
26,9.0,-232.0,-154.0,-73.0,19.0,-7.0,-44.0,-875.0,-447.0
27,7.0,-231.0,-152.0,-72.0,19.0,-8.0,-44.0,-867.0,-452.0
28,5.0,-228.0,-155.0,-68.0,18.0,-7.0,-46.0,-870.0,-449.0
29,6.0,-230.0,-156.0,-65.0,16.0,-6.0,-47.0,-870.0,-450.0
30,7.0,-231.0,-155.0,-67.0,15.0,-6.0,-47.0,-871.0,-459.0
31,8.0,-231.0,-157.0,-67.0,13.0,-6.0,-46.0,-868.0,-455.0
32,8.0,-232.0,-156.0,-67.0,12.0,-6.0,-49.0,-873.0,-456.0
33,9.0,-233.0,-153.0,-66.0,12.0,-4.0,-46.0,-874.0,-456.0
34,6.0,-232.0,-157.0,-65.0,12.0,-4.0,-49.0,-876.0,-458.0
35,8.0,-232.0,-154.0,-63.0,12.0,-4.0,-48.0,-879.0,-460.0
36,6.0,-235.0,-158.0,-62.0,13.0,-3.0,-46.0,-877.0,-456.0
37,6.0,-232.0,-157.0,-63.0,14.0,-2.0,-49.0,-882.0,-458.0
38,8.0,-232.0,-155.0,-64.0,14.0,-1.0,-51.0,-874.0,-457.0
39,6.0,-233.0,-155.0,-67.0,14.0,0.0,-49.0,-881.0,-463.0
40,7.0,-235.0,-157.0,-71.0,14.0,0.0,-42.0,-883.0,-458.0
41,7.0,-234.0,-153.0,-74.0,13.0,-1.0,-48.0,-885.0,-465.0
42,12.0,-232.0,-154.0,-76.0,14.0,-1.0,-48.0,-885.0,-464.0
43,8.0,-235.0,-156.0,-75.0,11.0,0.0,-50.0,-887.0,-459.0
44,7.0,-235.0,-155.0,-75.0,11.0,0.0,-48.0,-891.0,-462.0
45,9.0,-237.0,-155.0,-74.0,11.0,0.0,-45.0,-892.0,-465.0
46,9.0,-237.0,-162.0,-74.0,11.0,0.0,-50.0,-894.0,-463.0
47,8.0,-235.0,-154.0,-73.0,11.0,-1.0,-45.0,-893.0,-459.0
48,6.0,-236.0,-156.0,-74.0,11.0,-1.0,-46.0,-900.0,-454.0
49,8.0,-236.0,-153.0,-74.0,12.0,-1.0,-45.0,-891.0,-451.0
50,8.0,-233.0,-156.0,-73.0,13.0,-1.0,-49.0,-895.0,-453.0
51,7.0,-236.0,-153.0,-71.0,13.0,0.0,-50.0,-899.0,-450.0
52,8.0,-238.0,-154.0,-71.0,14.0,-1.0,-50.0,-894.0,-453.0
53,7.0,-238.0,-153.0,-69.0,13.0,-1.0,-42.0,-900.0,-452.0
54,7.0,-237.0,-150.0,-70.0,14.0,1.0,-46.0,-899.0,-447.0
55,6.0,-237.0,-151.0,-69.0,12.0,1.0,-46.0,-894.0,-451.0
56,8.0,-237.0,-152.0,-67.0,12.0,2.0,-47.0,-891.0,-452.0
57,8.0,-238.0,-155.0,-67.0,12.0,3.0,-49.0,-896.0,-456.0
58,9.0,-240.0,-155.0,-64.0,12.0,2.0,-45.0,-886.0,-454.0
59,8.0,-238.0,-157.0,-65.0,12.0,4.0,-49.0,-900.0,-458.0
60,8.0,-234.0,-157.0,-63.0,13.0,5.0,-46.0,-889.0,-457.0
61,8.0,-236.0,-156.0,-60.0,13.0,5.0,-51.0,-886.0,-456.0
62,9.0,-232.0,-154.0,-58.0,14.0,6.0,-51.0,-886.0,-463.0
63,5.0,-231.0,-155.0,-57.0,14.0,4.0,-53.0,-878.0,-464.0
64,6.0,-231.0,-158.0,-58.0,15.0,6.0,-54.0,-878.0,-461.0
65,6.0,-232.0,-157.0,-60.0,16.0,6.0,-50.0,-880.0,-465.0
66,4.0,-232.0,-156.0,-61.0,16.0,8.0,-50.0,-879.0,-458.0
67,8.0,-233.0,-158.0,-65.0,17.0,10.0,-49.0,-883.0,-466.0
68,6.0,-234.0,-157.0,-65.0,20.0,11.0,-50.0,-880.0,-464.0
69,5.0,-232.0,-154.0,-69.0,18.0,10.0,-55.0,-878.0,-461.0
70,6.0,-231.0,-156.0,-73.0,20.0,12.0,-53.0,-879.0,-461.0
71,7.0,-236.0,-159.0,-74.0,20.0,11.0,-49.0,-880.0,-461.0
72,8.0,-235.0,-156.0,-75.0,21.0,10.0,-52.0,-884.0,-461.0
73,3.0,-232.0,-154.0,-76.0,21.0,10.0,-53.0,-886.0,-456.0
74,5.0,-233.0,-159.0,-78.0,19.0,10.0,-56.0,-883.0,-457.0
75,4.0,-234.0,-154.0,-81.0,18.0,9.0,-54.0,-883.0,-452.0
76,5.0,-236.0,-157.0,-82.0,15.0,8.0,-54.0,-882.0,-456.0
77,2.0,-233.0,-157.0,-82.0,14.0,6.0,-56.0,-886.0,-460.0
78,4.0,-235.0,-157.0,-81.0,12.0,5.0,-57.0,-893.0,-457.0
79,4.0,-234.0,-157.0,-80.0,10.0,6.0,-52.0,-894.0,-460.0
80,7.0,-236.0,-153.0,-80.0,10.0,5.0,-56.0,-892.0,-461.0
81,4.0,-237.0,-154.0,-78.0,10.0,4.0,-53.0,-892.0,-462.0
82,7.0,-240.0,-160.0,-77.0,8.0,4.0,-53.0,-890.0,-460.0
83,5.0,-236.0,-155.0,-76.0,9.0,3.0,-54.0,-901.0,-459.0
84,6.0,-242.0,-155.0,-74.0,11.0,4.0,-54.0,-899.0,-468.0
85,4.0,-237.0,-161.0,-73.0,15.0,4.0,-51.0,-909.0,-461.0
86,6.0,-239.0,-155.0,-71.0,19.0,6.0,-51.0,-905.0,-463.0
87,7.0,-238.0,-157.0,-69.0,22.0,7.0,-52.0,-912.0,-461.0
88,6.0,-238.0,-155.0,-67.0,25.0,8.0,-54.0,-906.0,-462.0
89,6.0,-239.0,-154.0,-66.0,26.0,9.0,-52.0,-911.0,-464.0
90,8.0,-240.0,-156.0,-62.0,28.0,9.0,-54.0,-910.0,-456.0
91,4.0,-239.0,-154.0,-61.0,29.0,9.0,-48.0,-905.0,-457.0
92,5.0,-240.0,-154.0,-58.0,29.0,10.0,-54.0,-908.0,-458.0
93,8.0,-239.0,-155.0,-55.0,30.0,10.0,-49.0,-907.0,-456.0
94,10.0,-239.0,-157.0,-54.0,28.0,10.0,-49.0,-895.0,-452.0
95,5.0,-236.0,-155.0,-54.0,27.0,10.0,-53.0,-893.0,-452.0
96,5.0,-237.0,-154.0,-53.0,25.0,8.0,-50.0,-895.0,-449.0
97,5.0,-236.0,-157.0,-56.0,22.0,8.0,-55.0,-895.0,-450.0
98,7.0,-236.0,-158.0,-56.0,21.0,7.0,-48.0,-896.0,-452.0
99,8.0,-235.0,-153.0,-54.0,17.0,6.0,-53.0,-888.0,-461.0
100,6.0,-234.0,-157.0,-53.0,17.0,5.0,-52.0,-889.0,-458.0
101,3.0,-234.0,-157.0,-51.0,17.0,4.0,-58.0,-885.0,-458.0
102,1.0,-230.0,-155.0,-52.0,17.0,3.0,-61.0,-886.0,-457.0
103,5.0,-235.0,-158.0,-52.0,16.0,1.0,-58.0,-883.0,-463.0
104,3.0,-232.0,-155.0,-52.0,15.0,2.0,-57.0,-885.0,-461.0
105,3.0,-233.0,-159.0,-54.0,14.0,2.0,-52.0,-884.0,-460.0
106,5.0,-235.0,-158.0,-55.0,13.0,1.0,-57.0,-885.0,-461.0
107,4.0,-231.0,-151.0,-56.0,13.0,1.0,-57.0,-882.0,-463.0
108,4.0,-234.0,-159.0,-57.0,14.0,0.0,-54.0,-885.0,-464.0
109,9.0,-235.0,-157.0,-59.0,15.0,0.0,-59.0,-886.0,-465.0
110,5.0,-236.0,-154.0,-59.0,16.0,1.0,-54.0,-887.0,-466.0
111,6.0,-235.0,-157.0,-59.0,17.0,3.0,-52.0,-888.0,-468.0
112,5.0,-233.0,-156.0,-62.0,19.0,2.0,-53.0,-887.0,-466.0
113,6.0,-237.0,-157.0,-62.0,21.0,1.0,-55.0,-891.0,-459.0
