,0,1,2,3,4,5,6,7,8
0,18.0,-237.0,-70.0,78.0,-5.0,-22.0,47.0,-983.0,-266.0
1,15.0,-237.0,-69.0,76.0,-5.0,-21.0,47.0,-982.0,-258.0
2,20.0,-241.0,-65.0,75.0,-3.0,-22.0,50.0,-979.0,-261.0
3,15.0,-235.0,-65.0,73.0,-2.0,-21.0,55.0,-986.0,-249.0
4,25.0,-239.0,-67.0,71.0,-1.0,-21.0,44.0,-984.0,-248.0
5,18.0,-238.0,-56.0,71.0,0.0,-20.0,55.0,-986.0,-249.0
6,15.0,-240.0,-65.0,72.0,0.0,-20.0,52.0,-986.0,-243.0
7,18.0,-243.0,-65.0,75.0,1.0,-20.0,55.0,-985.0,-247.0
8,19.0,-240.0,-64.0,76.0,2.0,-19.0,47.0,-982.0,-246.0
9,16.0,-237.0,-63.0,78.0,2.0,-17.0,53.0,-978.0,-247.0
10,14.0,-238.0,-66.0,79.0,2.0,-16.0,53.0,-984.0,-246.0
11,15.0,-236.0,-65.0,79.0,3.0,-15.0,52.0,-981.0,-250.0
12,16.0,-239.0,-68.0,79.0,5.0,-17.0,42.0,-982.0,-247.0
13,16.0,-242.0,-64.0,79.0,6.0,-18.0,42.0,-976.0,-248.0
14,13.0,-237.0,-69.0,76.0,7.0,-17.0,49.0,-978.0,-251.0
15,15.0,-240.0,-65.0,75.0,7.0,-18.0,48.0,-977.0,-246.0
16,17.0,-243.0,-65.0,72.0,7.0,-17.0,42.0,-978.0,-247.0
17,14.0,-237.0,-67.0,72.0,7.0,-17.0,47.0,-977.0,-251.0
18,15.0,-241.0,-67.0,69.0,7.0,-17.0,45.0,-978.0,-252.0
19,17.0,-238.0,-66.0,68.0,5.0,-18.0,44.0,-980.0,-252.0
20,16.0,-238.0,-70.0,65.0,5.0,-17.0,48.0,-984.0,-256.0
21,14.0,-236.0,-67.0,65.0,5.0,-18.0,48.0,-985.0,-248.0
22,13.0,-239.0,-66.0,62.0,5.0,-16.0,47.0,-981.0,-248.0
23,13.0,-232.0,-68.0,61.0,5.0,-17.0,50.0,-979.0,-247.0
24,14.0,-236.0,-72.0,59.0,6.0,-17.0,49.0,-981.0,-247.0
25,17.0,-242.0,-72.0,58.0,6.0,-16.0,43.0,-979.0,-250.0
26,13.0,-240.0,-71.0,58.0,7.0,-15.0,52.0,-980.0,-251.0
27,16.0,-241.0,-67.0,58.0,7.0,-15.0,47.0,-980.0,-254.0
28,13.0,-237.0,-66.0,59.0,7.0,-13.0,48.0,-985.0,-257.0
29,15.0,-240.0,-64.0,60.0,7.0,-12.0,53.0,-979.0,-250.0
30,15.0,-238.0,-65.0,61.0,8.0,-12.0,49.0,-988.0,-252.0
31,16.0,-243.0,-66.0,64.0,8.0,-12.0,46.0,-983.0,-251.0
32,16.0,-245.0,-65.0,65.0,9.0,-14.0,44.0,-984.0,-246.0
33,13.0,-240.0,-67.0,66.0,9.0,-12.0,44.0,-985.0,-246.0
34,14.0,-238.0,-66.0,69.0,10.0,-12.0,47.0,-987.0,-251.0
35,16.0,-237.0,-68.0,70.0,11.0,-12.0,45.0,-984.0,-248.0
36,15.0,-239.0,-65.0,72.0,11.0,-14.0,47.0,-983.0,-249.0
37,15.0,-238.0,-64.0,72.0,11.0,-15.0,41.0,-983.0,-255.0
38,15.0,-236.0,-67.0,72.0,12.0,-14.0,50.0,-979.0,-247.0
39,13.0,-238.0,-66.0,73.0,13.0,-14.0,43.0,-985.0,-251.0
40,17.0,-239.0,-66.0,71.0,13.0,-16.0,47.0,-980.0,-246.0
41,15.0,-235.0,-65.0,68.0,11.0,-15.0,45.0,-978.0,-248.0
42,15.0,-241.0,-66.0,67.0,11.0,-14.0,47.0,-979.0,-247.0
43,17.0,-237.0,-65.0,65.0,11.0,-14.0,43.0,-984.0,-244.0
44,18.0,-242.0,-65.0,62.0,11.0,-16.0,43.0,-979.0,-253.0
45,19.0,-240.0,-64.0,62.0,12.0,-14.0,49.0,-981.0,-244.0
46,18.0,-238.0,-64.0,62.0,10.0,-14.0,43.0,-978.0,-247.0
47,15.0,-237.0,-69.0,61.0,10.0,-15.0,41.0,-978.0,-250.0
48,11.0,-237.0,-70.0,63.0,9.0,-14.0,52.0,-979.0,-253.0
49,18.0,-238.0,-69.0,62.0,7.0,-14.0,43.0,-978.0,-251.0
50,15.0,-236.0,-68.0,62.0,8.0,-14.0,39.0,-974.0,-251.0
51,14.0,-238.0,-66.0,62.0,6.0,-13.0,44.0,-976.0,-253.0
52,14.0,-238.0,-65.0,62.0,6.0,-14.0,51.0,-979.0,-250.0
53,16.0,-238.0,-66.0,61.0,6.0,-13.0,52.0,-974.0,-245.0
54,16.0,-239.0,-65.0,60.0,6.0,-14.0,49.0,-977.0,-254.0
55,18.0,-236.0,-64.0,59.0,5.0,-13.0,44.0,-973.0,-256.0
56,17.0,-238.0,-67.0,55.0,5.0,-14.0,48.0,-975.0,-249.0
57,19.0,-240.0,-64.0,52.0,5.0,-14.0,52.0,-982.0,-253.0
58,16.0,-240.0,-65.0,50.0,4.0,-15.0,47.0,-977.0,-252.0
59,20.0,-241.0,-64.0,48.0,4.0,-15.0,50.0,-980.0,-245.0
60,18.0,-242.0,-66.0,46.0,6.0,-14.0,49.0,-982.0,-251.0
61,15.0,-238.0,-64.0,46.0,5.0,-14.0,50.0,-983.0,-248.0
62,17.0,-241.0,-65.0,48.0,4.0,-15.0,47.0,-983.0,-249.0
63,14.0,-240.0,-64.0,48.0,5.0,-14.0,48.0,-982.0,-257.0
64,16.0,-239.0,-65.0,49.0,6.0,-13.0,50.0,-993.0,-256.0
