,0,1,2,3,4,5,6,7,8
0,-18.0,-247.0,-77.0,0.0,70.0,-5.0,-46.0,-958.0,-361.0
1,-19.0,-247.0,-76.0,-2.0,73.0,-4.0,-45.0,-961.0,-359.0
2,-14.0,-247.0,-78.0,-2.0,72.0,-3.0,-40.0,-959.0,-360.0
3,-16.0,-246.0,-76.0,-4.0,74.0,-2.0,-45.0,-961.0,-361.0
4,-18.0,-248.0,-76.0,-4.0,75.0,-1.0,-41.0,-963.0,-363.0
5,-17.0,-247.0,-78.0,-4.0,76.0,-2.0,-44.0,-964.0,-357.0
6,-15.0,-248.0,-77.0,-2.0,76.0,0.0,-49.0,-964.0,-359.0
7,-15.0,-251.0,-77.0,0.0,74.0,2.0,-42.0,-965.0,-360.0
8,-18.0,-247.0,-78.0,3.0,74.0,1.0,-44.0,-965.0,-359.0
9,-16.0,-245.0,-75.0,4.0,73.0,2.0,-43.0,-962.0,-358.0
10,-16.0,-246.0,-76.0,5.0,72.0,2.0,-45.0,-963.0,-365.0
11,-16.0,-246.0,-79.0,7.0,71.0,2.0,-42.0,-964.0,-358.0
12,-17.0,-248.0,-80.0,8.0,70.0,5.0,-46.0,-961.0,-359.0
13,-18.0,-244.0,-80.0,10.0,70.0,4.0,-47.0,-962.0,-362.0
14,-21.0,-245.0,-79.0,10.0,70.0,3.0,-52.0,-965.0,-368.0
15,-15.0,-248.0,-80.0,10.0,67.0,3.0,-47.0,-963.0,-362.0
16,-17.0,-247.0,-80.0,9.0,69.0,4.0,-48.0,-962.0,-360.0
17,-17.0,-248.0,-78.0,6.0,68.0,2.0,-49.0,-961.0,-360.0
18,-17.0,-247.0,-78.0,4.0,71.0,2.0,-47.0,-960.0,-358.0
19,-18.0,-247.0,-76.0,5.0,72.0,3.0,-47.0,-955.0,-360.0
20,-18.0,-246.0,-78.0,4.0,73.0,1.0,-46.0,-958.0,-356.0
21,-16.0,-246.0,-76.0,2.0,75.0,-1.0,-50.0,-964.0,-358.0
22,-19.0,-246.0,-77.0,1.0,77.0,-2.0,-46.0,-961.0,-357.0
23,-17.0,-248.0,-78.0,1.0,76.0,-2.0,-44.0,-960.0,-359.0
24,-19.0,-244.0,-78.0,0.0,75.0,-2.0,-45.0,-959.0,-359.0
25,-17.0,-247.0,-78.0,1.0,73.0,-1.0,-49.0,-963.0,-357.0
26,-16.0,-247.0,-82.0,2.0,73.0,-2.0,-50.0,-961.0,-360.0
27,-18.0,-248.0,-78.0,3.0,73.0,-2.0,-48.0,-969.0,-359.0
28,-16.0,-247.0,-78.0,3.0,71.0,0.0,-44.0,-961.0,-360.0
29,-15.0,-249.0,-78.0,5.0,69.0,3.0,-40.0,-966.0,-360.0
30,-15.0,-248.0,-76.0,6.0,69.0,2.0,-47.0,-960.0,-358.0
31,-17.0,-247.0,-79.0,6.0,68.0,3.0,-44.0,-960.0,-357.0
32,-14.0,-248.0,-77.0,6.0,66.0,3.0,-45.0,-960.0,-361.0
33,-18.0,-247.0,-79.0,5.0,66.0,3.0,-48.0,-964.0,-357.0
34,-15.0,-247.0,-82.0,7.0,67.0,3.0,-45.0,-959.0,-358.0
35,-16.0,-245.0,-76.0,5.0,67.0,3.0,-43.0,-961.0,-357.0
36,-18.0,-245.0,-75.0,5.0,68.0,3.0,-42.0,-961.0,-357.0
37,-10.0,-242.0,-88.0,3.0,69.0,3.0,-45.0,-957.0,-357.0
38,-17.0,-245.0,-75.0,2.0,69.0,2.0,-44.0,-958.0,-358.0
39,-17.0,-246.0,-78.0,1.0,71.0,1.0,-47.0,-957.0,-358.0
40,-18.0,-244.0,-80.0,0.0,72.0,0.0,-45.0,-958.0,-362.0
41,-19.0,-247.0,-75.0,-2.0,72.0,-1.0,-49.0,-960.0,-357.0
42,-21.0,-248.0,-77.0,-3.0,75.0,-1.0,-45.0,-959.0,-358.0
43,-19.0,-247.0,-79.0,-5.0,75.0,0.0,-44.0,-956.0,-355.0
44,-17.0,-245.0,-80.0,-5.0,74.0,-2.0,-41.0,-962.0,-357.0
45,-18.0,-247.0,-74.0,-5.0,74.0,-2.0,-47.0,-952.0,-358.0
46,-18.0,-245.0,-80.0,-7.0,74.0,-2.0,-45.0,-963.0,-359.0
47,-18.0,-249.0,-81.0,-8.0,75.0,-3.0,-46.0,-963.0,-357.0
48,-19.0,-248.0,-74.0,-7.0,75.0,-1.0,-51.0,-965.0,-359.0
49,-16.0,-246.0,-77.0,-6.0,72.0,-1.0,-50.0,-963.0,-354.0
50,-16.0,-248.0,-77.0,-8.0,71.0,-2.0,-50.0,-967.0,-354.0
51,-20.0,-250.0,-78.0,-8.0,70.0,-1.0,-45.0,-968.0,-358.0
52,-18.0,-244.0,-77.0,-6.0,70.0,-2.0,-47.0,-961.0,-361.0
53,-18.0,-245.0,-80.0,-5.0,69.0,-2.0,-46.0,-960.0,-359.0
54,-19.0,-244.0,-78.0,-6.0,69.0,-1.0,-48.0,-965.0,-359.0
55,-15.0,-246.0,-79.0,-6.0,68.0,-1.0,-48.0,-963.0,-356.0
56,-16.0,-247.0,-78.0,-7.0,69.0,-2.0,-46.0,-967.0,-359.0
57,-18.0,-247.0,-76.0,-8.0,68.0,-1.0,-46.0,-960.0,-357.0
58,-22.0,-242.0,-79.0,-7.0,68.0,-3.0,-47.0,-964.0,-360.0
59,-21.0,-247.0,-79.0,-6.0,69.0,-4.0,-42.0,-964.0,-359.0
60,-18.0,-248.0,-76.0,-7.0,70.0,-3.0,-46.0,-962.0,-357.0
61,-18.0,-249.0,-78.0,-7.0,70.0,-2.0,-48.0,-961.0,-358.0
62,-17.0,-246.0,-79.0,-8.0,70.0,-1.0,-49.0,-965.0,-354.0
63,-19.0,-248.0,-80.0,-7.0,71.0,-3.0,-48.0,-957.0,-356.0
64,-17.0,-247.0,-77.0,-8.0,73.0,-2.0,-47.0,-961.0,-362.0
65,-17.0,-246.0,-79.0,-8.0,73.0,-2.0,-47.0,-958.0,-357.0
66,-15.0,-246.0,-77.0,-9.0,71.0,-1.0,-44.0,-964.0,-355.0
67,-18.0,-248.0,-78.0,-9.0,73.0,-2.0,-49.0,-962.0,-358.0
68,-20.0,-247.0,-81.0,-10.0,73.0,-3.0,-45.0,-958.0,-358.0
69,-16.0,-245.0,-75.0,-10.0,73.0,-5.0,-51.0,-966.0,-360.0
70,-20.0,-246.0,-78.0,-11.0,73.0,-4.0,-45.0,-962.0,-358.0
71,-18.0,-246.0,-81.0,-12.0,73.0,-3.0,-51.0,-965.0,-355.0
72,-19.0,-245.0,-74.0,-12.0,71.0,-2.0,-49.0,-960.0,-355.0
73,-17.0,-247.0,-79.0,-12.0,72.0,-2.0,-49.0,-965.0,-352.0
74,-20.0,-246.0,-76.0,-12.0,72.0,-1.0,-44.0,-966.0,-357.0
75,-20.0,-245.0,-77.0,-11.0,70.0,-2.0,-47.0,-961.0,-359.0
76,-20.0,-247.0,-74.0,-12.0,71.0,-2.0,-49.0,-960.0,-357.0
77,-15.0,-247.0,-79.0,-10.0,71.0,-1.0,-44.0,-961.0,-357.0
78,-17.0,-248.0,-77.0,-10.0,70.0,-1.0,-49.0,-962.0,-356.0
79,-18.0,-246.0,-76.0,-9.0,71.0,0.0,-48.0,-967.0,-351.0
80,-17.0,-244.0,-74.0,-8.0,70.0,0.0,-45.0,-966.0,-356.0
81,-21.0,-245.0,-73.0,-8.0,71.0,-1.0,-46.0,-968.0,-361.0
82,-16.0,-244.0,-76.0,-9.0,70.0,-1.0,-44.0,-962.0,-357.0
83,-15.0,-247.0,-79.0,-10.0,70.0,-1.0,-45.0,-967.0,-355.0
84,-18.0,-246.0,-76.0,-11.0,69.0,-2.0,-49.0,-962.0,-355.0
85,-18.0,-245.0,-77.0,-10.0,69.0,-2.0,-48.0,-963.0,-359.0
86,-14.0,-247.0,-78.0,-11.0,68.0,-1.0,-48.0,-961.0,-357.0
87,-16.0,-247.0,-77.0,-10.0,69.0,-3.0,-49.0,-964.0,-352.0
88,-19.0,-246.0,-80.0,-11.0,69.0,-3.0,-52.0,-959.0,-351.0
89,-19.0,-247.0,-77.0,-10.0,67.0,-2.0,-44.0,-960.0,-352.0
90,-21.0,-249.0,-81.0,-9.0,68.0,-3.0,-49.0,-962.0,-355.0
