,0,1,2,3,4,5,6,7,8
0,7.0,-241.0,-65.0,56.0,10.0,-13.0,20.0,-985.0,-232.0
1,10.0,-243.0,-61.0,56.0,11.0,-11.0,18.0,-988.0,-239.0
2,9.0,-242.0,-65.0,55.0,12.0,-13.0,19.0,-982.0,-240.0
3,9.0,-239.0,-66.0,53.0,13.0,-13.0,18.0,-985.0,-237.0
4,11.0,-243.0,-60.0,51.0,12.0,-13.0,22.0,-981.0,-236.0
5,10.0,-238.0,-62.0,47.0,13.0,-12.0,21.0,-990.0,-235.0
6,9.0,-242.0,-62.0,44.0,13.0,-14.0,18.0,-984.0,-232.0
7,6.0,-240.0,-65.0,43.0,13.0,-13.0,15.0,-990.0,-226.0
8,8.0,-239.0,-60.0,42.0,11.0,-13.0,20.0,-990.0,-229.0
9,6.0,-241.0,-63.0,43.0,11.0,-15.0,17.0,-991.0,-229.0
10,6.0,-240.0,-59.0,45.0,9.0,-16.0,19.0,-994.0,-235.0
11,9.0,-240.0,-64.0,50.0,8.0,-14.0,18.0,-987.0,-244.0
12,4.0,-240.0,-63.0,56.0,8.0,-13.0,16.0,-989.0,-246.0
13,10.0,-243.0,-68.0,59.0,5.0,-13.0,16.0,-990.0,-244.0
14,7.0,-237.0,-65.0,62.0,4.0,-14.0,22.0,-982.0,-245.0
15,11.0,-240.0,-63.0,61.0,4.0,-13.0,19.0,-980.0,-242.0
16,6.0,-239.0,-64.0,59.0,4.0,-12.0,22.0,-979.0,-242.0
17,10.0,-239.0,-65.0,57.0,5.0,-13.0,23.0,-985.0,-238.0
18,8.0,-239.0,-60.0,54.0,5.0,-13.0,25.0,-989.0,-240.0
19,11.0,-239.0,-62.0,52.0,7.0,-12.0,24.0,-984.0,-239.0
20,11.0,-239.0,-62.0,49.0,7.0,-11.0,24.0,-989.0,-232.0
21,11.0,-240.0,-61.0,49.0,7.0,-12.0,23.0,-990.0,-234.0
22,12.0,-244.0,-64.0,49.0,8.0,-11.0,22.0,-990.0,-237.0
23,7.0,-241.0,-63.0,51.0,10.0,-10.0,24.0,-990.0,-232.0
24,12.0,-240.0,-63.0,53.0,10.0,-10.0,17.0,-991.0,-237.0
25,11.0,-241.0,-64.0,57.0,12.0,-10.0,19.0,-991.0,-234.0
26,9.0,-242.0,-70.0,61.0,13.0,-12.0,24.0,-984.0,-233.0
27,10.0,-242.0,-64.0,64.0,15.0,-11.0,17.0,-987.0,-234.0
28,7.0,-241.0,-62.0,65.0,15.0,-11.0,17.0,-988.0,-229.0
29,8.0,-241.0,-61.0,66.0,15.0,-12.0,19.0,-984.0,-230.0
30,9.0,-242.0,-61.0,67.0,16.0,-11.0,12.0,-986.0,-236.0
31,7.0,-242.0,-64.0,66.0,17.0,-11.0,19.0,-987.0,-235.0
32,7.0,-239.0,-64.0,65.0,17.0,-10.0,18.0,-990.0,-237.0
33,8.0,-242.0,-63.0,64.0,19.0,-11.0,21.0,-992.0,-235.0
34,12.0,-241.0,-62.0,60.0,19.0,-11.0,19.0,-988.0,-234.0
35,10.0,-241.0,-62.0,58.0,18.0,-12.0,18.0,-985.0,-241.0
36,8.0,-239.0,-62.0,55.0,18.0,-10.0,24.0,-988.0,-235.0
37,9.0,-243.0,-61.0,55.0,18.0,-10.0,23.0,-989.0,-233.0
38,8.0,-245.0,-63.0,52.0,17.0,-10.0,19.0,-986.0,-244.0
39,7.0,-241.0,-63.0,50.0,17.0,-10.0,21.0,-985.0,-242.0
40,9.0,-241.0,-64.0,51.0,16.0,-10.0,22.0,-982.0,-238.0
41,9.0,-244.0,-63.0,51.0,14.0,-10.0,20.0,-986.0,-236.0
42,9.0,-240.0,-62.0,51.0,14.0,-10.0,21.0,-991.0,-236.0
43,8.0,-241.0,-64.0,53.0,13.0,-10.0,20.0,-986.0,-238.0
44,10.0,-242.0,-63.0,55.0,13.0,-8.0,16.0,-987.0,-237.0
45,10.0,-242.0,-64.0,55.0,15.0,-9.0,19.0,-983.0,-239.0
46,9.0,-239.0,-64.0,58.0,13.0,-10.0,21.0,-986.0,-239.0
47,8.0,-242.0,-62.0,59.0,13.0,-10.0,15.0,-983.0,-240.0
48,6.0,-240.0,-64.0,59.0,14.0,-10.0,17.0,-991.0,-237.0
49,9.0,-243.0,-65.0,61.0,14.0,-10.0,22.0,-982.0,-239.0
50,7.0,-239.0,-62.0,63.0,16.0,-8.0,16.0,-989.0,-236.0
51,7.0,-240.0,-61.0,62.0,17.0,-9.0,16.0,-986.0,-239.0
52,8.0,-236.0,-63.0,61.0,17.0,-10.0,19.0,-986.0,-235.0
53,7.0,-236.0,-64.0,61.0,16.0,-9.0,17.0,-985.0,-236.0
54,10.0,-239.0,-63.0,61.0,17.0,-12.0,18.0,-986.0,-240.0
55,10.0,-240.0,-64.0,60.0,16.0,-12.0,23.0,-985.0,-237.0
56,8.0,-241.0,-64.0,60.0,14.0,-14.0,13.0,-980.0,-240.0
57,7.0,-242.0,-61.0,59.0,12.0,-12.0,17.0,-981.0,-242.0
58,7.0,-239.0,-63.0,59.0,11.0,-12.0,16.0,-979.0,-242.0
59,9.0,-244.0,-61.0,58.0,10.0,-13.0,17.0,-980.0,-239.0
60,9.0,-241.0,-64.0,57.0,10.0,-12.0,19.0,-980.0,-244.0
61,4.0,-238.0,-66.0,59.0,9.0,-13.0,18.0,-987.0,-239.0
62,7.0,-240.0,-58.0,58.0,10.0,-11.0,18.0,-984.0,-240.0
63,11.0,-242.0,-61.0,56.0,10.0,-12.0,21.0,-987.0,-236.0
64,7.0,-238.0,-65.0,55.0,8.0,-10.0,19.0,-984.0,-237.0
65,9.0,-238.0,-62.0,53.0,8.0,-12.0,19.0,-988.0,-243.0
66,8.0,-242.0,-64.0,51.0,8.0,-10.0,19.0,-989.0,-236.0
67,7.0,-240.0,-66.0,49.0,6.0,-12.0,20.0,-984.0,-234.0
68,9.0,-240.0,-58.0,49.0,6.0,-11.0,20.0,-991.0,-244.0
69,14.0,-245.0,-64.0,48.0,6.0,-10.0,20.0,-993.0,-242.0
70,5.0,-246.0,-67.0,50.0,6.0,-12.0,18.0,-991.0,-231.0
71,10.0,-243.0,-63.0,53.0,6.0,-12.0,13.0,-987.0,-236.0
72,6.0,-241.0,-63.0,55.0,8.0,-11.0,29.0,-994.0,-232.0
73,8.0,-242.0,-64.0,57.0,8.0,-11.0,16.0,-989.0,-239.0
74,10.0,-240.0,-62.0,58.0,9.0,-10.0,18.0,-987.0,-235.0
75,8.0,-240.0,-63.0,60.0,9.0,-11.0,19.0,-991.0,-235.0
76,9.0,-240.0,-62.0,61.0,9.0,-10.0,16.0,-990.0,-240.0
77,7.0,-238.0,-61.0,63.0,10.0,-10.0,19.0,-985.0,-238.0
78,9.0,-238.0,-63.0,65.0,10.0,-11.0,20.0,-988.0,-241.0
79,8.0,-240.0,-63.0,64.0,10.0,-11.0,20.0,-987.0,-237.0
80,7.0,-238.0,-62.0,64.0,11.0,-11.0,17.0,-985.0,-233.0
81,12.0,-236.0,-65.0,62.0,11.0,-12.0,19.0,-979.0,-232.0
82,8.0,-239.0,-64.0,62.0,12.0,-11.0,17.0,-986.0,-238.0
83,10.0,-240.0,-65.0,61.0,12.0,-12.0,22.0,-985.0,-238.0
84,9.0,-241.0,-63.0,60.0,11.0,-11.0,24.0,-981.0,-230.0
85,7.0,-239.0,-60.0,60.0,11.0,-11.0,19.0,-985.0,-231.0
86,11.0,-241.0,-62.0,58.0,12.0,-11.0,20.0,-984.0,-236.0
87,9.0,-239.0,-64.0,57.0,11.0,-12.0,16.0,-987.0,-237.0
88,8.0,-243.0,-60.0,57.0,10.0,-11.0,18.0,-980.0,-235.0
89,10.0,-240.0,-64.0,54.0,10.0,-10.0,19.0,-988.0,-233.0
90,9.0,-238.0,-61.0,54.0,11.0,-10.0,19.0,-991.0,-234.0
91,10.0,-242.0,-56.0,53.0,10.0,-10.0,19.0,-996.0,-230.0
92,17.0,-242.0,-62.0,55.0,11.0,-10.0,20.0,-990.0,-230.0
93,9.0,-239.0,-62.0,56.0,11.0,-10.0,22.0,-990.0,-240.0
94,9.0,-240.0,-63.0,58.0,11.0,-10.0,19.0,-992.0,-229.0
95,9.0,-241.0,-62.0,61.0,12.0,-9.0,19.0,-982.0,-238.0
96,6.0,-239.0,-66.0,62.0,14.0,-10.0,17.0,-989.0,-236.0
97,12.0,-240.0,-63.0,64.0,13.0,-12.0,17.0,-987.0,-244.0
98,9.0,-240.0,-61.0,64.0,12.0,-12.0,19.0,-980.0,-234.0
99,8.0,-240.0,-62.0,64.0,11.0,-11.0,19.0,-984.0,-234.0
100,6.0,-238.0,-62.0,62.0,10.0,-12.0,18.0,-987.0,-239.0
101,7.0,-240.0,-62.0,62.0,9.0,-11.0,18.0,-990.0,-236.0
102,9.0,-243.0,-62.0,61.0,9.0,-10.0,14.0,-983.0,-236.0
103,11.0,-243.0,-63.0,61.0,10.0,-11.0,8.0,-993.0,-234.0
104,4.0,-240.0,-66.0,60.0,10.0,-13.0,15.0,-985.0,-234.0
105,11.0,-242.0,-62.0,60.0,11.0,-14.0,18.0,-983.0,-236.0
106,7.0,-238.0,-62.0,60.0,10.0,-13.0,16.0,-986.0,-232.0
