,0,1,2,3,4,5,6,7,8
0,10.0,-256.0,-101.0,-67.0,46.0,-6.0,-32.0,-973.0,-240.0
1,11.0,-257.0,-102.0,-66.0,43.0,-7.0,-35.0,-978.0,-233.0
2,13.0,-255.0,-97.0,-64.0,39.0,-7.0,-36.0,-977.0,-236.0
3,9.0,-255.0,-101.0,-64.0,37.0,-9.0,-40.0,-975.0,-236.0
4,10.0,-257.0,-99.0,-63.0,36.0,-10.0,-38.0,-974.0,-237.0
5,9.0,-255.0,-101.0,-60.0,33.0,-9.0,-40.0,-974.0,-240.0
6,12.0,-255.0,-101.0,-57.0,32.0,-9.0,-35.0,-978.0,-233.0
7,14.0,-256.0,-98.0,-54.0,31.0,-9.0,-33.0,-970.0,-233.0
8,13.0,-256.0,-96.0,-52.0,29.0,-10.0,-38.0,-970.0,-232.0
9,13.0,-255.0,-103.0,-48.0,28.0,-9.0,-34.0,-968.0,-235.0
10,12.0,-254.0,-100.0,-46.0,27.0,-10.0,-36.0,-967.0,-236.0
11,13.0,-255.0,-100.0,-44.0,25.0,-10.0,-37.0,-968.0,-237.0
12,13.0,-255.0,-101.0,-44.0,26.0,-12.0,-34.0,-971.0,-239.0
13,12.0,-257.0,-102.0,-41.0,29.0,-14.0,-35.0,-972.0,-240.0
14,12.0,-256.0,-101.0,-42.0,27.0,-13.0,-34.0,-973.0,-244.0
15,11.0,-253.0,-102.0,-44.0,27.0,-13.0,-36.0,-977.0,-241.0
16,10.0,-255.0,-96.0,-45.0,25.0,-12.0,-38.0,-970.0,-239.0
17,12.0,-256.0,-98.0,-45.0,24.0,-12.0,-32.0,-969.0,-239.0
18,13.0,-256.0,-99.0,-44.0,24.0,-11.0,-32.0,-968.0,-237.0
19,12.0,-257.0,-100.0,-44.0,23.0,-9.0,-34.0,-972.0,-235.0
20,13.0,-255.0,-102.0,-42.0,20.0,-9.0,-36.0,-971.0,-233.0
21,13.0,-255.0,-100.0,-40.0,20.0,-8.0,-34.0,-964.0,-237.0
22,14.0,-256.0,-102.0,-39.0,18.0,-8.0,-35.0,-968.0,-236.0
23,14.0,-255.0,-102.0,-36.0,17.0,-8.0,-36.0,-969.0,-238.0
24,9.0,-255.0,-103.0,-37.0,16.0,-9.0,-30.0,-967.0,-241.0
25,12.0,-254.0,-98.0,-37.0,16.0,-9.0,-34.0,-967.0,-239.0
26,13.0,-255.0,-102.0,-39.0,17.0,-11.0,-31.0,-965.0,-237.0
27,12.0,-256.0,-101.0,-43.0,20.0,-10.0,-35.0,-969.0,-239.0
28,11.0,-252.0,-102.0,-48.0,20.0,-10.0,-38.0,-968.0,-238.0
29,12.0,-256.0,-101.0,-52.0,22.0,-12.0,-34.0,-970.0,-235.0
30,13.0,-250.0,-100.0,-58.0,23.0,-10.0,-33.0,-969.0,-236.0
31,14.0,-255.0,-100.0,-61.0,26.0,-11.0,-36.0,-971.0,-236.0
32,13.0,-257.0,-96.0,-63.0,29.0,-11.0,-36.0,-977.0,-233.0
33,15.0,-258.0,-98.0,-62.0,30.0,-12.0,-36.0,-969.0,-237.0
34,13.0,-257.0,-99.0,-56.0,34.0,-12.0,-36.0,-972.0,-240.0
35,14.0,-256.0,-99.0,-51.0,38.0,-12.0,-33.0,-975.0,-245.0
36,16.0,-258.0,-99.0,-46.0,42.0,-10.0,-33.0,-971.0,-244.0
37,13.0,-255.0,-99.0,-43.0,40.0,-11.0,-31.0,-967.0,-242.0
38,14.0,-257.0,-100.0,-40.0,38.0,-10.0,-31.0,-970.0,-245.0
39,12.0,-254.0,-103.0,-39.0,31.0,-8.0,-31.0,-968.0,-246.0
40,13.0,-257.0,-101.0,-37.0,24.0,-8.0,-35.0,-970.0,-242.0
41,12.0,-256.0,-102.0,-36.0,20.0,-6.0,-32.0,-966.0,-243.0
42,14.0,-255.0,-103.0,-33.0,17.0,-6.0,-32.0,-969.0,-245.0
