,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,38.0,-275.0,-50.0,-12.0,-310.0,119.0,120.0,-1078.0,-114.0,2
1,40.0,-273.0,-46.0,-35.0,-319.0,115.0,122.0,-1065.0,-118.0,2
2,39.0,-271.0,-52.0,-57.0,-331.0,103.0,129.0,-1061.0,-124.0,2
3,42.0,-273.0,-50.0,-75.0,-342.0,93.0,128.0,-1065.0,-128.0,2
4,41.0,-273.0,-54.0,-94.0,-347.0,77.0,128.0,-1067.0,-136.0,2
5,44.0,-262.0,-68.0,-108.0,-349.0,68.0,127.0,-1070.0,-143.0,2
6,41.0,-273.0,-56.0,-122.0,-348.0,49.0,125.0,-1062.0,-149.0,2
7,38.0,-271.0,-58.0,-135.0,-344.0,36.0,124.0,-1077.0,-159.0,2
8,37.0,-275.0,-58.0,-144.0,-340.0,15.0,115.0,-1077.0,-152.0,2
9,40.0,-276.0,-53.0,-142.0,-334.0,4.0,119.0,-1068.0,-130.0,2
10,41.0,-275.0,-51.0,-124.0,-328.0,-7.0,125.0,-1074.0,-126.0,2
11,45.0,-278.0,-54.0,-96.0,-314.0,-13.0,134.0,-1090.0,-126.0,2
12,49.0,-284.0,-56.0,-69.0,-294.0,-21.0,136.0,-1098.0,-127.0,2
13,46.0,-287.0,-55.0,-33.0,-269.0,-20.0,143.0,-1098.0,-140.0,2
14,52.0,-287.0,-60.0,9.0,-239.0,-20.0,147.0,-1108.0,-162.0,2
15,50.0,-282.0,-63.0,54.0,-207.0,-17.0,161.0,-1105.0,-174.0,2
16,54.0,-283.0,-69.0,92.0,-179.0,-11.0,172.0,-1103.0,-206.0,2
17,55.0,-285.0,-74.0,128.0,-142.0,-6.0,188.0,-1111.0,-232.0,2
18,61.0,-286.0,-80.0,155.0,-111.0,-8.0,211.0,-1121.0,-254.0,2
19,64.0,-286.0,-82.0,164.0,-83.0,-16.0,211.0,-1124.0,-260.0,2
20,66.0,-287.0,-75.0,151.0,-57.0,-30.0,223.0,-1130.0,-254.0,2
21,65.0,-291.0,-78.0,128.0,-31.0,-48.0,217.0,-1135.0,-230.0,2
22,59.0,-288.0,-71.0,104.0,-6.0,-67.0,203.0,-1136.0,-200.0,2
23,56.0,-285.0,-62.0,83.0,21.0,-79.0,194.0,-1126.0,-175.0,2
24,52.0,-283.0,-55.0,74.0,46.0,-89.0,173.0,-1105.0,-150.0,2
25,47.0,-278.0,-52.0,83.0,64.0,-88.0,137.0,-1086.0,-139.0,2
26,42.0,-271.0,-57.0,104.0,74.0,-81.0,128.0,-1059.0,-144.0,2
27,36.0,-263.0,-56.0,128.0,75.0,-63.0,104.0,-1027.0,-157.0,2
28,31.0,-250.0,-63.0,154.0,63.0,-45.0,103.0,-969.0,-183.0,2
29,29.0,-229.0,-66.0,172.0,58.0,-47.0,96.0,-904.0,-194.0,2
