,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
126,32.0,-236.0,-8.0,259.0,-80.0,-219.0,123.0,-966.0,-26.0,5
127,34.0,-235.0,-8.0,244.0,-84.0,-215.0,114.0,-961.0,-27.0,5
128,29.0,-232.0,-8.0,227.0,-87.0,-209.0,112.0,-960.0,-36.0,5
129,29.0,-235.0,-12.0,208.0,-90.0,-205.0,114.0,-965.0,-37.0,5
130,33.0,-233.0,-14.0,185.0,-91.0,-201.0,120.0,-964.0,-44.0,5
131,33.0,-235.0,-16.0,162.0,-93.0,-195.0,119.0,-960.0,-54.0,5
132,36.0,-233.0,-17.0,137.0,-94.0,-192.0,138.0,-954.0,-58.0,5
133,39.0,-230.0,-13.0,116.0,-92.0,-187.0,148.0,-956.0,-60.0,5
134,39.0,-232.0,-22.0,96.0,-89.0,-182.0,158.0,-961.0,-61.0,5
135,45.0,-235.0,-19.0,78.0,-85.0,-173.0,165.0,-956.0,-59.0,5
136,47.0,-232.0,-16.0,64.0,-80.0,-163.0,172.0,-956.0,-66.0,5
137,50.0,-235.0,-17.0,53.0,-72.0,-155.0,183.0,-952.0,-61.0,5
138,55.0,-235.0,-15.0,50.0,-60.0,-146.0,187.0,-953.0,-65.0,5
139,52.0,-233.0,-17.0,51.0,-44.0,-138.0,185.0,-950.0,-62.0,5
140,51.0,-233.0,-15.0,53.0,-30.0,-131.0,193.0,-954.0,-65.0,5
141,51.0,-236.0,-20.0,47.0,-21.0,-122.0,198.0,-950.0,-68.0,5
142,54.0,-234.0,-23.0,40.0,-11.0,-116.0,195.0,-951.0,-74.0,5
143,53.0,-236.0,-21.0,26.0,-4.0,-108.0,201.0,-961.0,-71.0,5
144,53.0,-233.0,-23.0,8.0,3.0,-101.0,211.0,-968.0,-68.0,5
145,60.0,-241.0,-22.0,-13.0,11.0,-95.0,211.0,-976.0,-66.0,5
146,58.0,-238.0,-15.0,-31.0,18.0,-91.0,217.0,-984.0,-61.0,5
147,57.0,-242.0,-17.0,-43.0,24.0,-87.0,210.0,-986.0,-56.0,5
148,55.0,-247.0,-12.0,-48.0,26.0,-86.0,206.0,-994.0,-53.0,5
149,49.0,-245.0,-11.0,-47.0,26.0,-81.0,190.0,-998.0,-40.0,5
150,47.0,-243.0,-10.0,-44.0,22.0,-76.0,180.0,-996.0,-39.0,5
151,46.0,-242.0,-16.0,-36.0,17.0,-72.0,168.0,-994.0,-36.0,5
152,44.0,-240.0,-11.0,-23.0,15.0,-70.0,169.0,-983.0,-25.0,5
153,47.0,-236.0,-9.0,-7.0,20.0,-67.0,157.0,-970.0,-26.0,5
154,44.0,-236.0,-8.0,8.0,28.0,-66.0,157.0,-958.0,-23.0,5
155,46.0,-229.0,-9.0,18.0,35.0,-66.0,157.0,-948.0,-26.0,5
156,42.0,-231.0,-11.0,21.0,36.0,-68.0,153.0,-951.0,-26.0,5
157,40.0,-230.0,-7.0,18.0,33.0,-68.0,153.0,-947.0,-27.0,5
158,39.0,-230.0,-10.0,7.0,24.0,-70.0,148.0,-944.0,-34.0,5
159,38.0,-232.0,-11.0,-11.0,9.0,-70.0,146.0,-941.0,-42.0,5
160,40.0,-232.0,-16.0,-31.0,-3.0,-63.0,143.0,-942.0,-50.0,5
161,35.0,-230.0,-16.0,-51.0,-17.0,-57.0,139.0,-951.0,-58.0,5
162,38.0,-231.0,-18.0,-71.0,-30.0,-50.0,140.0,-960.0,-63.0,5
163,33.0,-235.0,-24.0,-93.0,-48.0,-43.0,133.0,-967.0,-77.0,5
164,30.0,-239.0,-27.0,-116.0,-69.0,-37.0,125.0,-966.0,-79.0,5
165,32.0,-239.0,-18.0,-136.0,-93.0,-30.0,122.0,-974.0,-75.0,5
166,30.0,-242.0,-23.0,-154.0,-111.0,-27.0,120.0,-979.0,-69.0,5
167,33.0,-241.0,-19.0,-163.0,-118.0,-27.0,123.0,-982.0,-71.0,5
168,31.0,-240.0,-20.0,-169.0,-118.0,-26.0,123.0,-992.0,-65.0,5
169,36.0,-246.0,-14.0,-175.0,-115.0,-25.0,133.0,-1000.0,-57.0,5
170,37.0,-248.0,-15.0,-179.0,-114.0,-27.0,136.0,-1002.0,-57.0,5
171,39.0,-247.0,-15.0,-183.0,-114.0,-30.0,144.0,-1007.0,-51.0,5
172,40.0,-249.0,-12.0,-185.0,-121.0,-34.0,150.0,-1004.0,-51.0,5
173,44.0,-250.0,-13.0,-186.0,-129.0,-35.0,156.0,-1005.0,-54.0,5
174,42.0,-245.0,-17.0,-191.0,-142.0,-35.0,160.0,-1005.0,-61.0,5
175,44.0,-245.0,-17.0,-199.0,-154.0,-35.0,166.0,-1005.0,-65.0,5
176,48.0,-244.0,-25.0,-208.0,-162.0,-35.0,169.0,-992.0,-74.0,5
177,44.0,-247.0,-23.0,-214.0,-167.0,-36.0,182.0,-988.0,-73.0,5
178,52.0,-240.0,-20.0,-214.0,-167.0,-35.0,187.0,-982.0,-72.0,5
179,50.0,-241.0,-18.0,-211.0,-165.0,-33.0,190.0,-978.0,-83.0,5
180,50.0,-237.0,-23.0,-207.0,-165.0,-30.0,188.0,-979.0,-89.0,5
181,51.0,-237.0,-27.0,-203.0,-164.0,-29.0,191.0,-972.0,-97.0,5
182,49.0,-239.0,-30.0,-204.0,-162.0,-26.0,184.0,-970.0,-98.0,5
183,48.0,-239.0,-28.0,-207.0,-162.0,-19.0,177.0,-974.0,-96.0,5
184,46.0,-244.0,-30.0,-212.0,-165.0,-8.0,169.0,-983.0,-106.0,5
185,47.0,-243.0,-30.0,-222.0,-172.0,9.0,163.0,-995.0,-102.0,5
186,42.0,-244.0,-33.0,-235.0,-183.0,29.0,167.0,-1008.0,-110.0,5
187,44.0,-253.0,-31.0,-244.0,-193.0,44.0,169.0,-1026.0,-110.0,5
188,53.0,-256.0,-22.0,-249.0,-201.0,55.0,172.0,-1052.0,-116.0,5
189,47.0,-258.0,-34.0,-252.0,-205.0,60.0,181.0,-1064.0,-132.0,5
190,49.0,-262.0,-36.0,-255.0,-211.0,59.0,191.0,-1080.0,-131.0,5
191,47.0,-264.0,-34.0,-260.0,-222.0,48.0,190.0,-1094.0,-132.0,5
192,51.0,-270.0,-28.0,-268.0,-233.0,32.0,188.0,-1103.0,-115.0,5
193,49.0,-274.0,-27.0,-271.0,-247.0,9.0,186.0,-1123.0,-99.0,5
194,49.0,-276.0,-18.0,-265.0,-260.0,-17.0,179.0,-1125.0,-69.0,5
195,45.0,-280.0,-15.0,-247.0,-269.0,-41.0,165.0,-1138.0,-63.0,5
196,37.0,-277.0,-13.0,-223.0,-275.0,-63.0,150.0,-1137.0,-44.0,5
197,42.0,-282.0,-15.0,-194.0,-280.0,-83.0,133.0,-1138.0,-47.0,5
198,35.0,-279.0,-19.0,-171.0,-286.0,-96.0,118.0,-1132.0,-67.0,5
199,30.0,-274.0,-24.0,-157.0,-294.0,-108.0,120.0,-1126.0,-77.0,5
200,29.0,-271.0,-26.0,-156.0,-304.0,-118.0,114.0,-1120.0,-92.0,5
201,30.0,-272.0,-30.0,-162.0,-316.0,-124.0,121.0,-1113.0,-113.0,5
202,36.0,-273.0,-32.0,-176.0,-331.0,-131.0,128.0,-1116.0,-116.0,5
203,38.0,-269.0,-31.0,-190.0,-342.0,-134.0,148.0,-1107.0,-114.0,5
204,45.0,-270.0,-30.0,-204.0,-349.0,-132.0,165.0,-1112.0,-116.0,5
205,49.0,-272.0,-32.0,-213.0,-352.0,-129.0,176.0,-1122.0,-105.0,5
206,56.0,-278.0,-29.0,-215.0,-349.0,-125.0,210.0,-1130.0,-108.0,5
207,59.0,-281.0,-37.0,-213.0,-343.0,-125.0,230.0,-1148.0,-114.0,5
208,66.0,-287.0,-38.0,-204.0,-330.0,-128.0,265.0,-1163.0,-117.0,5
209,75.0,-298.0,-35.0,-194.0,-314.0,-132.0,291.0,-1185.0,-134.0,5
210,88.0,-300.0,-36.0,-182.0,-286.0,-142.0,336.0,-1212.0,-137.0,5
211,97.0,-306.0,-40.0,-174.0,-249.0,-159.0,376.0,-1257.0,-150.0,5
212,103.0,-313.0,-43.0,-171.0,-206.0,-178.0,395.0,-1281.0,-156.0,5
213,107.0,-320.0,-50.0,-176.0,-159.0,-199.0,419.0,-1308.0,-172.0,5
214,113.0,-327.0,-46.0,-186.0,-115.0,-222.0,429.0,-1328.0,-177.0,5
215,108.0,-329.0,-49.0,-197.0,-73.0,-243.0,424.0,-1346.0,-180.0,5
