,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,-92.0,-281.0,-36.0,89.0,804.0,266.0,-329.0,-1102.0,-179.0,2
1,-84.0,-292.0,-35.0,91.0,749.0,270.0,-325.0,-1131.0,-190.0,2
2,-74.0,-296.0,-40.0,86.0,731.0,275.0,-269.0,-1146.0,-196.0,2
3,-59.0,-300.0,-31.0,79.0,763.0,271.0,-209.0,-1162.0,-182.0,2
4,-44.0,-305.0,-29.0,81.0,833.0,255.0,-153.0,-1174.0,-155.0,2
5,-33.0,-307.0,-22.0,81.0,912.0,232.0,-107.0,-1181.0,-126.0,2
6,-26.0,-306.0,-13.0,68.0,967.0,210.0,-81.0,-1198.0,-94.0,2
7,-22.0,-310.0,-11.0,50.0,986.0,190.0,-49.0,-1204.0,-68.0,2
8,-16.0,-314.0,-1.0,19.0,983.0,173.0,-29.0,-1221.0,-47.0,2
9,-8.0,-319.0,0.0,-13.0,974.0,161.0,-8.0,-1241.0,-28.0,2
10,-5.0,-327.0,5.0,-40.0,964.0,149.0,19.0,-1270.0,-16.0,2
11,-1.0,-332.0,7.0,-51.0,962.0,140.0,21.0,-1285.0,-2.0,2
12,-10.0,-337.0,14.0,-42.0,962.0,129.0,6.0,-1309.0,10.0,2
13,-18.0,-340.0,10.0,-13.0,959.0,119.0,-31.0,-1328.0,4.0,2
14,-27.0,-339.0,6.0,23.0,940.0,110.0,-63.0,-1317.0,-21.0,2
15,-38.0,-337.0,-11.0,52.0,913.0,113.0,-97.0,-1310.0,-54.0,2
16,-38.0,-340.0,-16.0,59.0,885.0,103.0,-108.0,-1325.0,-90.0,2
17,-41.0,-340.0,-21.0,57.0,861.0,108.0,-117.0,-1335.0,-118.0,2
18,-46.0,-342.0,-25.0,58.0,848.0,113.0,-138.0,-1335.0,-139.0,2
19,-50.0,-342.0,-30.0,72.0,838.0,124.0,-152.0,-1339.0,-163.0,2
20,-55.0,-344.0,-40.0,89.0,822.0,140.0,-163.0,-1339.0,-203.0,2
21,-61.0,-343.0,-44.0,97.0,799.0,168.0,-183.0,-1342.0,-231.0,2
22,-64.0,-345.0,-51.0,106.0,767.0,200.0,-207.0,-1343.0,-249.0,2
