,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
155,-34.0,-242.0,-36.0,-232.0,207.0,379.0,-130.0,-971.0,-124.0,5
156,-35.0,-239.0,-34.0,-250.0,193.0,370.0,-134.0,-980.0,-124.0,5
157,-35.0,-243.0,-33.0,-262.0,184.0,355.0,-143.0,-991.0,-119.0,5
158,-34.0,-241.0,-30.0,-268.0,173.0,342.0,-139.0,-987.0,-112.0,5
159,-38.0,-240.0,-28.0,-261.0,160.0,328.0,-138.0,-985.0,-118.0,5
160,-37.0,-242.0,-29.0,-246.0,149.0,309.0,-152.0,-980.0,-113.0,5
161,-37.0,-239.0,-31.0,-224.0,142.0,290.0,-148.0,-968.0,-107.0,5
162,-37.0,-230.0,-31.0,-205.0,137.0,269.0,-149.0,-947.0,-110.0,5
163,-43.0,-224.0,-29.0,-186.0,131.0,252.0,-152.0,-934.0,-111.0,5
164,-38.0,-221.0,-26.0,-173.0,124.0,236.0,-160.0,-917.0,-112.0,5
165,-44.0,-220.0,-27.0,-161.0,112.0,223.0,-168.0,-903.0,-116.0,5
166,-52.0,-215.0,-25.0,-155.0,94.0,216.0,-166.0,-894.0,-119.0,5
167,-40.0,-215.0,-33.0,-153.0,68.0,209.0,-168.0,-883.0,-129.0,5
168,-43.0,-211.0,-32.0,-158.0,44.0,202.0,-160.0,-871.0,-127.0,5
169,-43.0,-214.0,-33.0,-165.0,19.0,199.0,-162.0,-869.0,-141.0,5
170,-44.0,-211.0,-35.0,-175.0,-3.0,196.0,-165.0,-866.0,-137.0,5
171,-41.0,-215.0,-40.0,-184.0,-24.0,195.0,-159.0,-879.0,-141.0,5
172,-42.0,-217.0,-38.0,-196.0,-44.0,190.0,-158.0,-894.0,-155.0,5
173,-38.0,-218.0,-43.0,-212.0,-61.0,183.0,-149.0,-897.0,-152.0,5
174,-41.0,-223.0,-43.0,-231.0,-76.0,176.0,-150.0,-911.0,-158.0,5
175,-43.0,-223.0,-43.0,-248.0,-91.0,172.0,-160.0,-922.0,-159.0,5
176,-43.0,-228.0,-42.0,-266.0,-103.0,169.0,-164.0,-935.0,-152.0,5
177,-44.0,-232.0,-38.0,-278.0,-116.0,161.0,-172.0,-950.0,-153.0,5
178,-44.0,-236.0,-43.0,-291.0,-130.0,154.0,-176.0,-965.0,-156.0,5
179,-44.0,-244.0,-43.0,-303.0,-147.0,145.0,-176.0,-975.0,-160.0,5
180,-47.0,-242.0,-46.0,-313.0,-161.0,134.0,-177.0,-988.0,-170.0,5
181,-48.0,-245.0,-44.0,-319.0,-175.0,119.0,-178.0,-998.0,-169.0,5
182,-48.0,-250.0,-46.0,-324.0,-187.0,106.0,-188.0,-1010.0,-177.0,5
183,-45.0,-250.0,-49.0,-323.0,-199.0,94.0,-182.0,-1016.0,-184.0,5
184,-51.0,-251.0,-53.0,-319.0,-212.0,80.0,-192.0,-1020.0,-186.0,5
185,-47.0,-252.0,-52.0,-311.0,-223.0,66.0,-184.0,-1015.0,-193.0,5
186,-52.0,-253.0,-56.0,-305.0,-234.0,53.0,-177.0,-1025.0,-192.0,5
