,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
2512,26.0,-255.0,-90.0,312.0,459.0,-14.0,113.0,-1057.0,-341.0,6
2513,17.0,-253.0,-87.0,304.0,418.0,8.0,74.0,-1024.0,-331.0,6
2514,5.0,-244.0,-85.0,299.0,364.0,29.0,35.0,-1007.0,-337.0,6
2515,1.0,-239.0,-85.0,291.0,308.0,48.0,11.0,-980.0,-344.0,6
2516,-2.0,-229.0,-91.0,280.0,260.0,63.0,-6.0,-948.0,-329.0,6
2517,3.0,-219.0,-84.0,268.0,220.0,73.0,-11.0,-927.0,-341.0,6
2518,-4.0,-218.0,-83.0,252.0,191.0,71.0,-16.0,-907.0,-335.0,6
2519,-4.0,-217.0,-87.0,230.0,165.0,61.0,-26.0,-874.0,-332.0,6
2520,-11.0,-209.0,-80.0,202.0,140.0,44.0,-37.0,-861.0,-322.0,6
2521,-15.0,-207.0,-77.0,168.0,112.0,20.0,-48.0,-861.0,-311.0,6
2522,-14.0,-211.0,-74.0,128.0,86.0,-4.0,-52.0,-870.0,-287.0,6
2523,-14.0,-214.0,-70.0,91.0,61.0,-27.0,-54.0,-895.0,-269.0,6
2524,-13.0,-228.0,-63.0,56.0,43.0,-46.0,-57.0,-920.0,-245.0,6
2525,-10.0,-231.0,-59.0,30.0,37.0,-62.0,-48.0,-955.0,-224.0,6
2526,-7.0,-244.0,-56.0,15.0,43.0,-74.0,-31.0,-990.0,-200.0,6
2527,-4.0,-255.0,-49.0,18.0,63.0,-76.0,-5.0,-1033.0,-198.0,6
2528,8.0,-264.0,-53.0,40.0,94.0,-81.0,22.0,-1072.0,-184.0,6
2529,14.0,-274.0,-50.0,77.0,128.0,-81.0,48.0,-1113.0,-186.0,6
2530,20.0,-282.0,-46.0,130.0,161.0,-80.0,71.0,-1136.0,-179.0,6
2531,26.0,-287.0,-50.0,189.0,188.0,-75.0,91.0,-1156.0,-180.0,6
2532,30.0,-289.0,-50.0,252.0,206.0,-63.0,113.0,-1165.0,-182.0,6
