,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
331,30.0,-245.0,-4.0,49.0,0.0,-31.0,97.0,-1016.0,-5.0,5
332,30.0,-248.0,-6.0,68.0,-13.0,-38.0,91.0,-1011.0,-8.0,5
333,29.0,-244.0,-4.0,79.0,-21.0,-46.0,92.0,-1003.0,-10.0,5
334,36.0,-243.0,-6.0,82.0,-21.0,-59.0,105.0,-1004.0,-9.0,5
335,37.0,-243.0,-4.0,79.0,-14.0,-74.0,118.0,-1008.0,-8.0,5
336,44.0,-244.0,-3.0,73.0,-4.0,-89.0,139.0,-1010.0,-5.0,5
337,52.0,-250.0,-4.0,61.0,8.0,-105.0,163.0,-1015.0,0.0,5
338,52.0,-249.0,0.0,44.0,20.0,-121.0,180.0,-1018.0,-4.0,5
339,59.0,-246.0,-2.0,27.0,35.0,-130.0,194.0,-1017.0,-7.0,5
340,60.0,-246.0,-5.0,13.0,51.0,-138.0,216.0,-1017.0,-4.0,5
341,64.0,-248.0,-1.0,5.0,67.0,-141.0,222.0,-1009.0,0.0,5
342,65.0,-247.0,1.0,5.0,78.0,-141.0,227.0,-1009.0,15.0,5
343,63.0,-242.0,-2.0,12.0,82.0,-135.0,221.0,-1005.0,15.0,5
344,63.0,-243.0,1.0,22.0,79.0,-127.0,219.0,-997.0,17.0,5
345,66.0,-240.0,0.0,34.0,70.0,-118.0,219.0,-988.0,17.0,5
346,63.0,-230.0,0.0,42.0,56.0,-108.0,214.0,-970.0,15.0,5
347,63.0,-230.0,3.0,40.0,41.0,-99.0,208.0,-958.0,8.0,5
348,61.0,-228.0,-2.0,26.0,23.0,-85.0,206.0,-948.0,2.0,5
349,59.0,-228.0,-4.0,1.0,6.0,-74.0,203.0,-944.0,-1.0,5
350,56.0,-227.0,-7.0,-33.0,-11.0,-65.0,188.0,-949.0,-9.0,5
351,57.0,-234.0,-5.0,-70.0,-21.0,-59.0,182.0,-957.0,-13.0,5
352,53.0,-234.0,-9.0,-109.0,-26.0,-55.0,167.0,-962.0,-19.0,5
353,50.0,-236.0,-10.0,-143.0,-25.0,-53.0,167.0,-982.0,-25.0,5
354,46.0,-241.0,-7.0,-170.0,-20.0,-49.0,159.0,-993.0,-27.0,5
355,46.0,-246.0,-11.0,-190.0,-17.0,-44.0,162.0,-1021.0,-27.0,5
356,46.0,-251.0,-9.0,-201.0,-15.0,-42.0,162.0,-1035.0,-26.0,5
357,51.0,-255.0,-12.0,-206.0,-14.0,-41.0,163.0,-1057.0,-40.0,5
358,50.0,-256.0,-11.0,-207.0,-15.0,-37.0,168.0,-1064.0,-30.0,5
359,52.0,-261.0,-5.0,-205.0,-20.0,-34.0,172.0,-1071.0,-38.0,5
360,56.0,-267.0,-2.0,-201.0,-21.0,-31.0,181.0,-1074.0,-31.0,5
361,55.0,-261.0,-10.0,-194.0,-22.0,-28.0,185.0,-1076.0,-30.0,5
362,59.0,-262.0,-10.0,-181.0,-23.0,-22.0,195.0,-1078.0,-21.0,5
363,59.0,-259.0,-6.0,-167.0,-26.0,-19.0,190.0,-1074.0,-23.0,5
364,62.0,-261.0,-8.0,-152.0,-32.0,-12.0,198.0,-1082.0,-23.0,5
365,59.0,-263.0,-10.0,-148.0,-43.0,-7.0,199.0,-1080.0,-23.0,5
366,56.0,-262.0,-12.0,-151.0,-54.0,3.0,187.0,-1077.0,-25.0,5
367,58.0,-261.0,-12.0,-158.0,-61.0,13.0,182.0,-1079.0,-32.0,5
368,52.0,-261.0,-13.0,-173.0,-66.0,24.0,180.0,-1075.0,-39.0,5
369,51.0,-258.0,-13.0,-190.0,-69.0,35.0,168.0,-1066.0,-42.0,5
370,44.0,-256.0,-25.0,-205.0,-69.0,43.0,161.0,-1061.0,-45.0,5
371,47.0,-256.0,-20.0,-218.0,-68.0,51.0,148.0,-1056.0,-52.0,5
372,43.0,-254.0,-20.0,-230.0,-70.0,63.0,141.0,-1050.0,-66.0,5
373,46.0,-253.0,-18.0,-240.0,-71.0,73.0,142.0,-1050.0,-64.0,5
374,43.0,-251.0,-19.0,-248.0,-74.0,80.0,143.0,-1033.0,-57.0,5
375,43.0,-253.0,-21.0,-253.0,-78.0,87.0,139.0,-1038.0,-61.0,5
376,43.0,-255.0,-17.0,-259.0,-85.0,93.0,139.0,-1056.0,-53.0,5
377,43.0,-256.0,-15.0,-268.0,-96.0,99.0,137.0,-1080.0,-51.0,5
378,38.0,-264.0,-16.0,-283.0,-110.0,107.0,132.0,-1090.0,-38.0,5
379,47.0,-269.0,-12.0,-307.0,-127.0,109.0,136.0,-1102.0,-28.0,5
380,38.0,-270.0,-10.0,-322.0,-140.0,103.0,120.0,-1120.0,-32.0,5
381,37.0,-275.0,-3.0,-339.0,-143.0,100.0,131.0,-1134.0,-21.0,5
382,41.0,-276.0,-5.0,-351.0,-141.0,91.0,124.0,-1140.0,-14.0,5
383,41.0,-275.0,-7.0,-351.0,-134.0,83.0,127.0,-1140.0,-22.0,5
384,37.0,-275.0,-10.0,-346.0,-124.0,74.0,118.0,-1140.0,-21.0,5
385,39.0,-276.0,-8.0,-339.0,-118.0,66.0,121.0,-1132.0,-29.0,5
386,36.0,-271.0,-15.0,-326.0,-108.0,63.0,113.0,-1116.0,-35.0,5
387,39.0,-268.0,-20.0,-311.0,-97.0,67.0,120.0,-1104.0,-54.0,5
388,38.0,-261.0,-21.0,-296.0,-85.0,72.0,114.0,-1083.0,-63.0,5
389,42.0,-260.0,-25.0,-286.0,-77.0,79.0,138.0,-1079.0,-75.0,5
390,45.0,-259.0,-24.0,-272.0,-78.0,83.0,142.0,-1070.0,-85.0,5
391,50.0,-269.0,-27.0,-266.0,-86.0,97.0,143.0,-1075.0,-95.0,5
