,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
219,-18.0,-260.0,14.0,-16.0,376.0,-172.0,-69.0,-1010.0,184.0,5
220,-18.0,-254.0,15.0,-78.0,352.0,-155.0,-58.0,-1011.0,181.0,5
221,-14.0,-257.0,14.0,-143.0,331.0,-147.0,-48.0,-1014.0,173.0,5
222,-2.0,-257.0,13.0,-205.0,318.0,-146.0,-18.0,-1029.0,162.0,5
223,2.0,-261.0,9.0,-263.0,314.0,-158.0,9.0,-1022.0,160.0,5
224,11.0,-258.0,14.0,-307.0,318.0,-175.0,27.0,-1013.0,166.0,5
225,12.0,-259.0,11.0,-331.0,328.0,-194.0,44.0,-1007.0,164.0,5
226,14.0,-253.0,7.0,-335.0,343.0,-209.0,58.0,-993.0,160.0,5
227,18.0,-248.0,10.0,-323.0,362.0,-221.0,66.0,-974.0,167.0,5
228,19.0,-248.0,12.0,-304.0,383.0,-233.0,71.0,-961.0,167.0,5
229,17.0,-246.0,12.0,-288.0,393.0,-245.0,73.0,-946.0,175.0,5
230,20.0,-239.0,14.0,-278.0,390.0,-252.0,75.0,-932.0,175.0,5
231,20.0,-233.0,13.0,-279.0,378.0,-256.0,77.0,-920.0,176.0,5
232,18.0,-236.0,12.0,-286.0,364.0,-254.0,73.0,-914.0,173.0,5
233,21.0,-234.0,18.0,-300.0,346.0,-251.0,75.0,-912.0,175.0,5
234,14.0,-232.0,12.0,-318.0,325.0,-243.0,61.0,-909.0,172.0,5
235,14.0,-231.0,9.0,-334.0,304.0,-232.0,59.0,-914.0,167.0,5
236,15.0,-234.0,12.0,-350.0,281.0,-220.0,57.0,-914.0,164.0,5
237,11.0,-234.0,14.0,-362.0,263.0,-210.0,48.0,-917.0,169.0,5
238,12.0,-238.0,8.0,-371.0,241.0,-201.0,39.0,-929.0,166.0,5
239,5.0,-239.0,11.0,-377.0,219.0,-193.0,29.0,-925.0,171.0,5
240,6.0,-237.0,15.0,-378.0,195.0,-188.0,18.0,-934.0,171.0,5
241,-2.0,-241.0,12.0,-382.0,170.0,-186.0,-2.0,-942.0,174.0,5
242,-1.0,-242.0,12.0,-388.0,142.0,-182.0,0.0,-951.0,176.0,5
243,0.0,-246.0,11.0,-392.0,118.0,-179.0,-6.0,-965.0,168.0,5
244,1.0,-248.0,11.0,-393.0,97.0,-180.0,-9.0,-977.0,162.0,5
245,-5.0,-248.0,12.0,-394.0,79.0,-182.0,-4.0,-977.0,156.0,5
246,-3.0,-252.0,7.0,-390.0,64.0,-185.0,-3.0,-980.0,161.0,5
247,3.0,-256.0,4.0,-378.0,49.0,-186.0,9.0,-995.0,152.0,5
248,5.0,-255.0,9.0,-367.0,33.0,-186.0,11.0,-984.0,151.0,5
249,6.0,-255.0,4.0,-354.0,16.0,-187.0,20.0,-993.0,141.0,5
250,8.0,-256.0,-3.0,-336.0,2.0,-185.0,33.0,-994.0,123.0,5
251,10.0,-253.0,-4.0,-311.0,-10.0,-184.0,43.0,-994.0,109.0,5
252,15.0,-254.0,-7.0,-282.0,-17.0,-184.0,50.0,-984.0,99.0,5
253,14.0,-252.0,-2.0,-261.0,-23.0,-181.0,50.0,-980.0,96.0,5
254,12.0,-247.0,-7.0,-242.0,-29.0,-181.0,53.0,-973.0,86.0,5
255,14.0,-245.0,-10.0,-231.0,-35.0,-182.0,50.0,-960.0,85.0,5
256,12.0,-245.0,-11.0,-222.0,-44.0,-181.0,48.0,-968.0,92.0,5
257,11.0,-244.0,-7.0,-220.0,-56.0,-179.0,42.0,-955.0,91.0,5
258,10.0,-244.0,-7.0,-226.0,-69.0,-175.0,35.0,-953.0,94.0,5
259,13.0,-246.0,-8.0,-237.0,-83.0,-169.0,49.0,-946.0,102.0,5
260,11.0,-241.0,-1.0,-246.0,-98.0,-162.0,43.0,-934.0,112.0,5
261,15.0,-240.0,1.0,-248.0,-114.0,-153.0,49.0,-930.0,124.0,5
262,18.0,-240.0,-3.0,-249.0,-130.0,-140.0,53.0,-925.0,121.0,5
263,17.0,-238.0,-3.0,-253.0,-147.0,-128.0,56.0,-920.0,127.0,5
264,15.0,-239.0,-6.0,-259.0,-164.0,-119.0,59.0,-922.0,121.0,5
265,15.0,-238.0,1.0,-267.0,-180.0,-110.0,60.0,-924.0,128.0,5
266,14.0,-235.0,1.0,-277.0,-199.0,-103.0,61.0,-924.0,132.0,5
267,15.0,-237.0,3.0,-286.0,-216.0,-101.0,63.0,-926.0,133.0,5
268,18.0,-239.0,2.0,-295.0,-233.0,-100.0,69.0,-928.0,134.0,5
269,19.0,-239.0,2.0,-301.0,-249.0,-100.0,67.0,-932.0,138.0,5
270,24.0,-241.0,-4.0,-305.0,-262.0,-102.0,80.0,-933.0,128.0,5
271,24.0,-244.0,1.0,-304.0,-270.0,-104.0,90.0,-944.0,124.0,5
272,27.0,-242.0,-2.0,-303.0,-272.0,-109.0,95.0,-951.0,125.0,5
273,29.0,-245.0,-3.0,-302.0,-270.0,-114.0,97.0,-959.0,123.0,5
274,29.0,-246.0,3.0,-296.0,-266.0,-118.0,102.0,-959.0,122.0,5
275,28.0,-247.0,-2.0,-287.0,-259.0,-120.0,98.0,-957.0,123.0,5
276,35.0,-248.0,-1.0,-275.0,-254.0,-120.0,103.0,-955.0,122.0,5
277,32.0,-249.0,0.0,-261.0,-249.0,-120.0,111.0,-949.0,121.0,5
278,29.0,-241.0,-2.0,-245.0,-245.0,-120.0,116.0,-942.0,122.0,5
279,33.0,-241.0,-3.0,-229.0,-241.0,-118.0,125.0,-934.0,112.0,5
280,32.0,-240.0,-2.0,-219.0,-235.0,-115.0,126.0,-928.0,110.0,5
281,34.0,-238.0,-10.0,-211.0,-230.0,-111.0,128.0,-923.0,103.0,5
282,35.0,-234.0,-7.0,-209.0,-227.0,-109.0,128.0,-914.0,104.0,5
283,36.0,-228.0,-9.0,-212.0,-225.0,-104.0,126.0,-909.0,94.0,5
284,34.0,-233.0,-7.0,-223.0,-222.0,-99.0,129.0,-908.0,89.0,5
285,34.0,-233.0,-10.0,-236.0,-222.0,-93.0,130.0,-911.0,92.0,5
286,36.0,-232.0,-5.0,-253.0,-221.0,-86.0,132.0,-908.0,92.0,5
287,35.0,-228.0,-4.0,-267.0,-220.0,-78.0,133.0,-912.0,95.0,5
288,37.0,-233.0,-7.0,-277.0,-217.0,-70.0,140.0,-915.0,96.0,5
289,40.0,-234.0,-6.0,-283.0,-211.0,-63.0,146.0,-924.0,93.0,5
290,42.0,-241.0,-6.0,-283.0,-203.0,-58.0,154.0,-925.0,93.0,5
291,44.0,-242.0,-8.0,-280.0,-193.0,-53.0,158.0,-929.0,91.0,5
292,44.0,-244.0,-9.0,-272.0,-186.0,-51.0,165.0,-936.0,93.0,5
293,43.0,-243.0,-10.0,-260.0,-182.0,-47.0,166.0,-940.0,93.0,5
294,44.0,-243.0,-9.0,-248.0,-182.0,-46.0,163.0,-950.0,93.0,5
295,42.0,-245.0,-8.0,-239.0,-183.0,-45.0,159.0,-947.0,99.0,5
296,42.0,-244.0,-5.0,-233.0,-187.0,-44.0,159.0,-952.0,100.0,5
297,38.0,-245.0,-5.0,-232.0,-198.0,-42.0,152.0,-949.0,109.0,5
298,40.0,-243.0,1.0,-232.0,-207.0,-37.0,151.0,-953.0,108.0,5
299,43.0,-247.0,-4.0,-236.0,-214.0,-32.0,153.0,-956.0,108.0,5
300,39.0,-242.0,-3.0,-239.0,-219.0,-26.0,148.0,-955.0,105.0,5
301,43.0,-246.0,-2.0,-241.0,-219.0,-18.0,152.0,-955.0,109.0,5
302,43.0,-244.0,-4.0,-240.0,-218.0,-8.0,149.0,-952.0,107.0,5
303,42.0,-244.0,-6.0,-240.0,-214.0,4.0,157.0,-948.0,111.0,5
304,43.0,-243.0,-4.0,-241.0,-212.0,13.0,160.0,-956.0,109.0,5
305,45.0,-246.0,-5.0,-245.0,-210.0,26.0,167.0,-957.0,109.0,5
306,47.0,-248.0,2.0,-251.0,-208.0,38.0,173.0,-953.0,117.0,5
307,46.0,-248.0,-4.0,-262.0,-206.0,46.0,177.0,-962.0,125.0,5
308,45.0,-249.0,0.0,-271.0,-205.0,55.0,181.0,-976.0,127.0,5
309,50.0,-252.0,-1.0,-281.0,-201.0,59.0,187.0,-978.0,135.0,5
310,49.0,-255.0,8.0,-288.0,-197.0,67.0,189.0,-982.0,138.0,5
311,51.0,-254.0,1.0,-294.0,-194.0,72.0,196.0,-991.0,139.0,5
312,51.0,-256.0,5.0,-301.0,-192.0,75.0,195.0,-993.0,137.0,5
313,48.0,-257.0,4.0,-307.0,-191.0,79.0,183.0,-994.0,133.0,5
314,48.0,-253.0,-1.0,-319.0,-189.0,81.0,179.0,-995.0,129.0,5
315,47.0,-253.0,-3.0,-330.0,-187.0,85.0,176.0,-999.0,118.0,5
316,45.0,-253.0,-9.0,-346.0,-185.0,89.0,172.0,-997.0,104.0,5
317,45.0,-258.0,-10.0,-365.0,-177.0,92.0,171.0,-1000.0,88.0,5
318,44.0,-260.0,-19.0,-389.0,-170.0,94.0,165.0,-1013.0,63.0,5
319,45.0,-265.0,-20.0,-415.0,-163.0,96.0,163.0,-1032.0,54.0,5
320,41.0,-265.0,-27.0,-444.0,-157.0,97.0,168.0,-1048.0,46.0,5
321,43.0,-272.0,-22.0,-469.0,-155.0,97.0,172.0,-1060.0,46.0,5
322,45.0,-280.0,-23.0,-487.0,-156.0,95.0,172.0,-1087.0,51.0,5
323,46.0,-285.0,-18.0,-496.0,-161.0,92.0,162.0,-1106.0,60.0,5
324,42.0,-294.0,-12.0,-492.0,-170.0,89.0,155.0,-1140.0,75.0,5
325,38.0,-302.0,-11.0,-475.0,-182.0,83.0,141.0,-1156.0,87.0,5
