,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
2729,43.0,-243.0,-16.0,67.0,197.0,133.0,143.0,-925.0,35.0,6
2730,41.0,-240.0,-10.0,81.0,240.0,134.0,131.0,-915.0,52.0,6
2731,38.0,-241.0,-9.0,100.0,274.0,142.0,130.0,-911.0,67.0,6
2732,38.0,-243.0,-4.0,125.0,306.0,152.0,129.0,-910.0,78.0,6
2733,29.0,-245.0,-4.0,162.0,342.0,163.0,107.0,-913.0,87.0,6
2734,23.0,-242.0,1.0,191.0,361.0,175.0,87.0,-919.0,102.0,6
2735,20.0,-243.0,0.0,216.0,361.0,186.0,68.0,-928.0,99.0,6
2736,22.0,-255.0,-1.0,218.0,338.0,189.0,79.0,-975.0,91.0,6
2737,10.0,-260.0,-7.0,196.0,316.0,178.0,84.0,-1010.0,75.0,6
2738,26.0,-270.0,-14.0,163.0,322.0,154.0,96.0,-1048.0,43.0,6
2739,28.0,-278.0,-24.0,130.0,352.0,124.0,88.0,-1068.0,16.0,6
2740,22.0,-277.0,-28.0,103.0,386.0,89.0,70.0,-1079.0,-12.0,6
2741,14.0,-280.0,-32.0,88.0,403.0,61.0,41.0,-1074.0,-19.0,6
2742,1.0,-278.0,-28.0,97.0,388.0,36.0,-4.0,-1063.0,-5.0,6
2743,-11.0,-272.0,-26.0,150.0,338.0,29.0,-52.0,-1043.0,8.0,6
2744,-29.0,-267.0,-24.0,226.0,277.0,36.0,-113.0,-1012.0,15.0,6
2745,-47.0,-257.0,-22.0,310.0,206.0,58.0,-175.0,-987.0,20.0,6
2746,-63.0,-253.0,-27.0,387.0,128.0,83.0,-241.0,-952.0,22.0,6
2747,-74.0,-243.0,-27.0,440.0,43.0,110.0,-286.0,-929.0,8.0,6
2748,-72.0,-254.0,-16.0,462.0,-39.0,130.0,-319.0,-914.0,-11.0,6
2749,-82.0,-239.0,-37.0,446.0,-107.0,147.0,-344.0,-915.0,-43.0,6
2750,-86.0,-240.0,-51.0,393.0,-154.0,152.0,-348.0,-933.0,-79.0,6
2751,-80.0,-243.0,-54.0,308.0,-176.0,149.0,-343.0,-940.0,-107.0,6
2752,-77.0,-246.0,-61.0,212.0,-174.0,123.0,-323.0,-947.0,-141.0,6
2753,-67.0,-250.0,-65.0,106.0,-144.0,90.0,-288.0,-955.0,-145.0,6
2754,-60.0,-252.0,-63.0,38.0,-106.0,52.0,-256.0,-972.0,-143.0,6
2755,-47.0,-255.0,-59.0,-1.0,-60.0,22.0,-225.0,-977.0,-134.0,6
2756,-44.0,-255.0,-60.0,-1.0,-11.0,0.0,-199.0,-981.0,-118.0,6
2757,-37.0,-256.0,-59.0,21.0,39.0,-16.0,-181.0,-980.0,-118.0,6
2758,-32.0,-255.0,-61.0,52.0,86.0,-28.0,-153.0,-963.0,-115.0,6
2759,-23.0,-266.0,-56.0,79.0,133.0,-39.0,-127.0,-976.0,-128.0,6
2760,-16.0,-253.0,-61.0,92.0,184.0,-53.0,-106.0,-977.0,-137.0,6
2761,-11.0,-255.0,-67.0,86.0,243.0,-61.0,-83.0,-987.0,-159.0,6
2762,-11.0,-255.0,-67.0,61.0,306.0,-77.0,-67.0,-991.0,-168.0,6
2763,-11.0,-263.0,-68.0,12.0,378.0,-87.0,-66.0,-1017.0,-168.0,6
2764,-15.0,-270.0,-67.0,-36.0,434.0,-93.0,-78.0,-1038.0,-166.0,6
2765,-18.0,-277.0,-63.0,-83.0,482.0,-92.0,-100.0,-1081.0,-142.0,6
2766,-30.0,-287.0,-56.0,-113.0,519.0,-87.0,-138.0,-1105.0,-129.0,6
2767,-37.0,-299.0,-55.0,-126.0,548.0,-70.0,-175.0,-1139.0,-117.0,6
