,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
3084,29.0,-247.0,-56.0,-58.0,-60.0,177.0,73.0,-966.0,-150.0,6
3085,27.0,-252.0,-55.0,-56.0,-54.0,173.0,81.0,-972.0,-145.0,6
3086,27.0,-250.0,-52.0,-55.0,-45.0,164.0,78.0,-970.0,-137.0,6
3087,26.0,-252.0,-51.0,-53.0,-36.0,158.0,67.0,-968.0,-119.0,6
3088,25.0,-249.0,-49.0,-44.0,-36.0,153.0,75.0,-964.0,-116.0,6
3089,27.0,-247.0,-46.0,-33.0,-38.0,156.0,71.0,-948.0,-114.0,6
3090,29.0,-245.0,-51.0,-17.0,-37.0,157.0,76.0,-943.0,-116.0,6
3091,27.0,-244.0,-45.0,-7.0,-28.0,163.0,76.0,-933.0,-111.0,6
3092,24.0,-240.0,-47.0,-1.0,-8.0,163.0,64.0,-922.0,-107.0,6
3093,25.0,-233.0,-44.0,0.0,7.0,167.0,61.0,-914.0,-98.0,6
3094,28.0,-233.0,-48.0,2.0,20.0,169.0,74.0,-903.0,-115.0,6
3095,29.0,-227.0,-49.0,-4.0,33.0,173.0,84.0,-894.0,-127.0,6
3096,29.0,-222.0,-52.0,-12.0,52.0,173.0,82.0,-876.0,-140.0,6
3097,31.0,-221.0,-53.0,-19.0,67.0,179.0,90.0,-867.0,-146.0,6
3098,34.0,-225.0,-50.0,-19.0,85.0,180.0,91.0,-867.0,-146.0,6
3099,33.0,-228.0,-52.0,-10.0,102.0,185.0,106.0,-877.0,-143.0,6
3100,41.0,-229.0,-57.0,4.0,122.0,188.0,119.0,-892.0,-154.0,6
3101,40.0,-233.0,-61.0,13.0,143.0,187.0,124.0,-905.0,-170.0,6
3102,40.0,-238.0,-60.0,13.0,160.0,177.0,125.0,-909.0,-173.0,6
3103,32.0,-239.0,-58.0,8.0,163.0,161.0,114.0,-928.0,-167.0,6
3104,30.0,-247.0,-57.0,-2.0,147.0,140.0,94.0,-957.0,-170.0,6
3105,27.0,-258.0,-62.0,-11.0,124.0,121.0,74.0,-1001.0,-170.0,6
3106,21.0,-264.0,-69.0,-16.0,101.0,97.0,53.0,-1032.0,-200.0,6
3107,11.0,-273.0,-76.0,-21.0,89.0,75.0,18.0,-1070.0,-237.0,6
3108,9.0,-285.0,-91.0,-28.0,85.0,52.0,0.0,-1103.0,-275.0,6
3109,4.0,-292.0,-99.0,-30.0,87.0,38.0,-17.0,-1136.0,-304.0,6
3110,-2.0,-304.0,-103.0,-11.0,104.0,30.0,-34.0,-1169.0,-348.0,6
3111,-7.0,-314.0,-113.0,30.0,129.0,21.0,-55.0,-1203.0,-383.0,6
3112,-10.0,-317.0,-124.0,76.0,150.0,5.0,-70.0,-1233.0,-420.0,6
3113,-14.0,-319.0,-132.0,115.0,163.0,-11.0,-107.0,-1246.0,-474.0,6
3114,-21.0,-324.0,-146.0,140.0,172.0,-25.0,-129.0,-1254.0,-529.0,6
3115,-31.0,-324.0,-160.0,154.0,183.0,-32.0,-156.0,-1258.0,-573.0,6
3116,-35.0,-320.0,-169.0,160.0,196.0,-35.0,-180.0,-1247.0,-607.0,6
3117,-41.0,-318.0,-175.0,165.0,217.0,-34.0,-202.0,-1233.0,-629.0,6
3118,-46.0,-319.0,-172.0,168.0,244.0,-34.0,-220.0,-1229.0,-622.0,6
3119,-52.0,-315.0,-164.0,179.0,274.0,-29.0,-248.0,-1215.0,-598.0,6
3120,-64.0,-313.0,-156.0,195.0,302.0,-21.0,-281.0,-1206.0,-558.0,6
3121,-72.0,-310.0,-145.0,218.0,322.0,-10.0,-310.0,-1194.0,-527.0,6
3122,-77.0,-306.0,-143.0,245.0,327.0,3.0,-340.0,-1179.0,-501.0,6
3123,-87.0,-297.0,-137.0,268.0,317.0,13.0,-359.0,-1156.0,-491.0,6
3124,-88.0,-292.0,-140.0,283.0,292.0,21.0,-368.0,-1127.0,-494.0,6
3125,-88.0,-286.0,-138.0,289.0,255.0,31.0,-366.0,-1109.0,-500.0,6
3126,-80.0,-283.0,-138.0,287.0,222.0,44.0,-358.0,-1096.0,-495.0,6
3127,-77.0,-283.0,-131.0,282.0,199.0,56.0,-341.0,-1096.0,-461.0,6
3128,-74.0,-284.0,-125.0,290.0,187.0,62.0,-322.0,-1099.0,-431.0,6
3129,-75.0,-290.0,-117.0,311.0,178.0,64.0,-306.0,-1126.0,-405.0,6
3130,-74.0,-297.0,-114.0,338.0,183.0,63.0,-310.0,-1155.0,-387.0,6
3131,-67.0,-311.0,-113.0,364.0,189.0,50.0,-289.0,-1197.0,-391.0,6
3132,-67.0,-320.0,-117.0,363.0,180.0,18.0,-286.0,-1221.0,-404.0,6
3133,-68.0,-322.0,-124.0,336.0,146.0,-23.0,-287.0,-1252.0,-428.0,6
3134,-72.0,-327.0,-123.0,290.0,84.0,-58.0,-293.0,-1272.0,-436.0,6
3135,-68.0,-333.0,-121.0,246.0,27.0,-79.0,-297.0,-1294.0,-432.0,6
3136,-62.0,-339.0,-113.0,210.0,2.0,-77.0,-286.0,-1301.0,-400.0,6
3137,-53.0,-337.0,-109.0,169.0,19.0,-64.0,-255.0,-1303.0,-356.0,6
3138,-49.0,-332.0,-96.0,126.0,46.0,-45.0,-219.0,-1287.0,-302.0,6
3139,-39.0,-327.0,-82.0,91.0,56.0,-25.0,-192.0,-1263.0,-266.0,6
3140,-35.0,-319.0,-76.0,57.0,51.0,-1.0,-177.0,-1229.0,-236.0,6
3141,-28.0,-305.0,-67.0,44.0,52.0,25.0,-145.0,-1175.0,-211.0,6
3142,-17.0,-292.0,-67.0,40.0,64.0,55.0,-110.0,-1127.0,-210.0,6
3143,-12.0,-276.0,-73.0,37.0,85.0,87.0,-91.0,-1076.0,-218.0,6
3144,-12.0,-261.0,-73.0,27.0,108.0,115.0,-77.0,-1028.0,-232.0,6
3145,-9.0,-249.0,-82.0,4.0,129.0,140.0,-72.0,-973.0,-255.0,6
3146,-14.0,-236.0,-85.0,-28.0,145.0,161.0,-75.0,-924.0,-272.0,6
3147,-22.0,-228.0,-87.0,-61.0,156.0,180.0,-105.0,-892.0,-278.0,6
3148,-27.0,-222.0,-85.0,-93.0,154.0,199.0,-128.0,-858.0,-285.0,6
3149,-36.0,-210.0,-86.0,-126.0,134.0,210.0,-157.0,-832.0,-275.0,6
3150,-40.0,-206.0,-82.0,-152.0,105.0,221.0,-177.0,-810.0,-273.0,6
3151,-47.0,-202.0,-84.0,-171.0,68.0,223.0,-203.0,-794.0,-269.0,6
3152,-44.0,-206.0,-87.0,-191.0,43.0,223.0,-207.0,-798.0,-278.0,6
3153,-46.0,-204.0,-86.0,-211.0,29.0,220.0,-202.0,-806.0,-283.0,6
3154,-40.0,-212.0,-92.0,-235.0,26.0,211.0,-189.0,-828.0,-291.0,6
3155,-37.0,-216.0,-93.0,-273.0,31.0,197.0,-171.0,-846.0,-298.0,6
3156,-26.0,-223.0,-92.0,-314.0,44.0,187.0,-144.0,-866.0,-297.0,6
3157,-18.0,-230.0,-87.0,-347.0,73.0,179.0,-117.0,-889.0,-293.0,6
3158,-13.0,-235.0,-94.0,-363.0,114.0,174.0,-87.0,-908.0,-281.0,6
3159,-9.0,-239.0,-86.0,-364.0,158.0,168.0,-83.0,-914.0,-262.0,6
3160,-10.0,-241.0,-84.0,-360.0,196.0,169.0,-69.0,-927.0,-262.0,6
3161,-9.0,-240.0,-75.0,-361.0,225.0,168.0,-71.0,-923.0,-249.0,6
3162,-11.0,-238.0,-71.0,-358.0,243.0,175.0,-71.0,-925.0,-222.0,6
3163,-14.0,-235.0,-72.0,-350.0,253.0,177.0,-73.0,-917.0,-215.0,6
3164,-12.0,-234.0,-66.0,-330.0,257.0,180.0,-80.0,-894.0,-200.0,6
3165,-12.0,-231.0,-73.0,-309.0,258.0,178.0,-93.0,-897.0,-209.0,6
3166,-17.0,-227.0,-69.0,-302.0,254.0,185.0,-99.0,-886.0,-208.0,6
3167,-19.0,-228.0,-67.0,-297.0,254.0,185.0,-109.0,-878.0,-199.0,6
3168,-22.0,-226.0,-63.0,-287.0,252.0,186.0,-113.0,-878.0,-195.0,6
3169,-24.0,-228.0,-69.0,-266.0,246.0,173.0,-125.0,-867.0,-212.0,6
3170,-32.0,-225.0,-72.0,-255.0,231.0,168.0,-136.0,-868.0,-211.0,6
3171,-29.0,-223.0,-67.0,-235.0,221.0,154.0,-149.0,-869.0,-207.0,6
3172,-31.0,-224.0,-70.0,-215.0,213.0,142.0,-153.0,-873.0,-209.0,6
3173,-33.0,-224.0,-67.0,-201.0,204.0,121.0,-155.0,-867.0,-206.0,6
3174,-34.0,-226.0,-69.0,-191.0,201.0,104.0,-167.0,-876.0,-205.0,6
3175,-35.0,-227.0,-69.0,-178.0,203.0,85.0,-169.0,-879.0,-211.0,6
3176,-36.0,-229.0,-69.0,-170.0,206.0,75.0,-173.0,-892.0,-207.0,6
3177,-34.0,-233.0,-68.0,-166.0,209.0,62.0,-168.0,-900.0,-211.0,6
3178,-29.0,-231.0,-71.0,-164.0,212.0,53.0,-140.0,-900.0,-216.0,6
3179,-22.0,-236.0,-75.0,-167.0,218.0,43.0,-122.0,-906.0,-236.0,6
3180,-21.0,-232.0,-76.0,-171.0,229.0,38.0,-111.0,-903.0,-243.0,6
3181,-23.0,-230.0,-81.0,-173.0,242.0,24.0,-107.0,-896.0,-255.0,6
3182,-18.0,-229.0,-82.0,-177.0,245.0,17.0,-107.0,-888.0,-261.0,6
3183,-21.0,-226.0,-84.0,-185.0,243.0,3.0,-110.0,-879.0,-264.0,6
3184,-20.0,-224.0,-84.0,-191.0,235.0,-6.0,-111.0,-871.0,-262.0,6
3185,-25.0,-222.0,-81.0,-187.0,221.0,-23.0,-128.0,-860.0,-249.0,6
3186,-26.0,-221.0,-75.0,-171.0,208.0,-39.0,-131.0,-855.0,-237.0,6
3187,-28.0,-222.0,-70.0,-142.0,192.0,-55.0,-139.0,-858.0,-218.0,6
3188,-28.0,-225.0,-66.0,-114.0,186.0,-71.0,-137.0,-864.0,-208.0,6
3189,-28.0,-225.0,-62.0,-78.0,179.0,-91.0,-142.0,-873.0,-183.0,6
3190,-25.0,-231.0,-59.0,-43.0,175.0,-111.0,-133.0,-883.0,-164.0,6
3191,-23.0,-233.0,-52.0,-12.0,169.0,-135.0,-130.0,-894.0,-142.0,6
3192,-23.0,-237.0,-54.0,16.0,161.0,-150.0,-127.0,-908.0,-133.0,6
3193,-25.0,-235.0,-51.0,40.0,158.0,-165.0,-123.0,-916.0,-130.0,6
3194,-21.0,-243.0,-53.0,65.0,160.0,-175.0,-116.0,-924.0,-141.0,6
3195,-22.0,-241.0,-56.0,92.0,172.0,-191.0,-122.0,-931.0,-151.0,6
3196,-24.0,-244.0,-56.0,118.0,185.0,-206.0,-118.0,-946.0,-169.0,6
3197,-21.0,-247.0,-65.0,135.0,194.0,-226.0,-126.0,-953.0,-186.0,6
3198,-26.0,-245.0,-62.0,152.0,197.0,-240.0,-133.0,-951.0,-189.0,6
3199,-26.0,-247.0,-65.0,179.0,193.0,-251.0,-132.0,-940.0,-188.0,6
