,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,-109.0,-243.0,126.0,510.0,-616.0,566.0,-411.0,-964.0,593.0,2
1,-117.0,-245.0,96.0,202.0,-897.0,632.0,-436.0,-997.0,459.0,2
2,-124.0,-260.0,51.0,-176.0,-1138.0,692.0,-478.0,-1055.0,249.0,2
3,-122.0,-279.0,9.0,-616.0,-1339.0,752.0,-472.0,-1148.0,90.0,2
4,-104.0,-309.0,-43.0,-1082.0,-1492.0,784.0,-432.0,-1259.0,-86.0,2
5,-93.0,-347.0,-86.0,-1542.0,-1589.0,785.0,-398.0,-1400.0,-259.0,2
6,-88.0,-398.0,-130.0,-1968.0,-1619.0,757.0,-371.0,-1546.0,-419.0,2
7,-74.0,-441.0,-148.0,-2331.0,-1579.0,720.0,-349.0,-1699.0,-545.0,2
8,-73.0,-476.0,-178.0,-2629.0,-1454.0,691.0,-318.0,-1843.0,-645.0,2
9,-56.0,-506.0,-185.0,-2724.0,-1305.0,676.0,-294.0,-1951.0,-708.0,2
10,-48.0,-532.0,-202.0,-2669.0,-1135.0,661.0,-265.0,-2016.0,-735.0,2
11,-37.0,-546.0,-200.0,-2479.0,-956.0,657.0,-218.0,-2052.0,-732.0,2
12,-6.0,-546.0,-192.0,-2173.0,-777.0,650.0,-139.0,-2057.0,-716.0,2
13,14.0,-547.0,-184.0,-1785.0,-594.0,645.0,-45.0,-2040.0,-686.0,2
14,43.0,-525.0,-179.0,-1343.0,-402.0,624.0,68.0,-1991.0,-647.0,2
15,71.0,-508.0,-169.0,-881.0,-205.0,584.0,172.0,-1890.0,-588.0,2
16,88.0,-485.0,-154.0,-417.0,-18.0,506.0,291.0,-1790.0,-531.0,2
17,108.0,-453.0,-136.0,29.0,155.0,381.0,357.0,-1684.0,-457.0,2
18,120.0,-417.0,-116.0,514.0,319.0,258.0,412.0,-1565.0,-402.0,2
19,131.0,-383.0,-100.0,867.0,407.0,137.0,461.0,-1444.0,-330.0,2
20,135.0,-341.0,-83.0,1162.0,448.0,27.0,495.0,-1322.0,-272.0,2
21,141.0,-303.0,-70.0,1393.0,441.0,-55.0,520.0,-1180.0,-226.0,2
22,141.0,-263.0,-80.0,1553.0,397.0,-115.0,530.0,-1054.0,-187.0,2
23,143.0,-237.0,-59.0,1648.0,337.0,-137.0,525.0,-926.0,-166.0,2
24,141.0,-207.0,-60.0,1676.0,276.0,-136.0,512.0,-825.0,-169.0,2
25,129.0,-179.0,-67.0,1640.0,237.0,-115.0,477.0,-733.0,-184.0,2
26,118.0,-161.0,-70.0,1541.0,230.0,-93.0,421.0,-667.0,-208.0,2
27,104.0,-148.0,-85.0,1380.0,268.0,-63.0,361.0,-625.0,-236.0,2
28,79.0,-134.0,-83.0,1117.0,365.0,-50.0,285.0,-580.0,-249.0,2
29,61.0,-133.0,-82.0,852.0,477.0,-44.0,198.0,-565.0,-252.0,2
30,46.0,-133.0,-78.0,559.0,607.0,-53.0,128.0,-567.0,-240.0,2
31,23.0,-134.0,-75.0,255.0,733.0,-71.0,54.0,-577.0,-221.0,2
32,3.0,-145.0,-70.0,-47.0,844.0,-102.0,-20.0,-617.0,-193.0,2
33,-14.0,-158.0,-59.0,-328.0,929.0,-136.0,-87.0,-661.0,-162.0,2
34,-32.0,-181.0,-51.0,-578.0,985.0,-174.0,-142.0,-710.0,-128.0,2
35,-45.0,-201.0,-37.0,-787.0,1006.0,-209.0,-197.0,-786.0,-86.0,2
