,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,0.0,-131.0,-69.0,-215.0,-106.0,237.0,-24.0,-524.0,-192.0,2
1,12.0,-132.0,-63.0,-349.0,-74.0,215.0,34.0,-539.0,-149.0,2
2,33.0,-141.0,-58.0,-447.0,-29.0,193.0,95.0,-562.0,-131.0,2
3,44.0,-150.0,-52.0,-500.0,34.0,181.0,141.0,-595.0,-109.0,2
4,52.0,-160.0,-49.0,-510.0,113.0,152.0,169.0,-631.0,-89.0,2
5,55.0,-171.0,-43.0,-478.0,213.0,121.0,183.0,-663.0,-87.0,2
6,55.0,-183.0,-43.0,-430.0,289.0,79.0,188.0,-703.0,-74.0,2
7,52.0,-193.0,-36.0,-368.0,348.0,36.0,190.0,-732.0,-59.0,2
8,52.0,-201.0,-29.0,-292.0,383.0,-15.0,194.0,-767.0,-28.0,2
9,52.0,-209.0,-19.0,-203.0,393.0,-63.0,191.0,-796.0,-1.0,2
10,52.0,-215.0,-16.0,-102.0,384.0,-113.0,193.0,-834.0,42.0,2
11,52.0,-220.0,-7.0,1.0,362.0,-160.0,184.0,-857.0,64.0,2
12,49.0,-227.0,-4.0,100.0,326.0,-215.0,180.0,-874.0,75.0,2
13,48.0,-232.0,-5.0,186.0,284.0,-271.0,166.0,-890.0,67.0,2
14,43.0,-234.0,-11.0,255.0,243.0,-334.0,143.0,-894.0,55.0,2
15,34.0,-233.0,-14.0,308.0,206.0,-396.0,115.0,-895.0,39.0,2
16,21.0,-227.0,-21.0,344.0,165.0,-468.0,78.0,-882.0,20.0,2
17,11.0,-224.0,-26.0,363.0,122.0,-530.0,48.0,-885.0,-14.0,2
18,-5.0,-222.0,-33.0,347.0,76.0,-594.0,-5.0,-880.0,-36.0,2
19,-15.0,-221.0,-38.0,303.0,21.0,-630.0,-82.0,-872.0,-61.0,2
20,-33.0,-223.0,-43.0,244.0,-16.0,-642.0,-138.0,-892.0,-73.0,2
21,-44.0,-232.0,-43.0,154.0,-45.0,-623.0,-189.0,-911.0,-90.0,2
22,-52.0,-243.0,-45.0,33.0,-68.0,-579.0,-214.0,-944.0,-101.0,2
23,-56.0,-248.0,-60.0,-97.0,-81.0,-529.0,-214.0,-977.0,-103.0,2
