,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
258,60.0,-255.0,-82.0,-388.0,-246.0,-7.0,157.0,-972.0,-183.0,5
259,62.0,-259.0,-83.0,-408.0,-250.0,-6.0,151.0,-995.0,-184.0,5
260,57.0,-264.0,-83.0,-420.0,-254.0,-8.0,141.0,-1012.0,-173.0,5
261,53.0,-269.0,-83.0,-423.0,-253.0,-11.0,125.0,-1030.0,-165.0,5
262,52.0,-277.0,-82.0,-411.0,-247.0,-18.0,102.0,-1056.0,-153.0,5
263,45.0,-282.0,-75.0,-386.0,-240.0,-27.0,86.0,-1067.0,-145.0,5
264,38.0,-283.0,-72.0,-352.0,-230.0,-38.0,71.0,-1071.0,-131.0,5
265,35.0,-284.0,-68.0,-305.0,-220.0,-56.0,53.0,-1073.0,-130.0,5
266,31.0,-283.0,-71.0,-258.0,-214.0,-72.0,27.0,-1071.0,-127.0,5
267,24.0,-281.0,-67.0,-212.0,-212.0,-88.0,11.0,-1066.0,-119.0,5
268,21.0,-279.0,-72.0,-169.0,-215.0,-101.0,2.0,-1060.0,-120.0,5
269,16.0,-273.0,-69.0,-135.0,-223.0,-109.0,-13.0,-1051.0,-119.0,5
270,17.0,-270.0,-70.0,-111.0,-237.0,-112.0,-19.0,-1027.0,-122.0,5
271,15.0,-263.0,-67.0,-95.0,-254.0,-112.0,-14.0,-1012.0,-124.0,5
272,18.0,-261.0,-70.0,-91.0,-273.0,-108.0,-15.0,-999.0,-129.0,5
273,20.0,-256.0,-72.0,-100.0,-291.0,-104.0,-2.0,-983.0,-131.0,5
274,22.0,-255.0,-74.0,-118.0,-312.0,-102.0,8.0,-971.0,-139.0,5
275,26.0,-254.0,-74.0,-147.0,-335.0,-97.0,22.0,-964.0,-147.0,5
276,30.0,-252.0,-73.0,-178.0,-357.0,-94.0,31.0,-959.0,-144.0,5
277,33.0,-250.0,-78.0,-214.0,-380.0,-89.0,53.0,-954.0,-151.0,5
278,38.0,-249.0,-77.0,-255.0,-398.0,-87.0,64.0,-958.0,-144.0,5
279,41.0,-255.0,-78.0,-297.0,-410.0,-84.0,69.0,-961.0,-150.0,5
280,42.0,-256.0,-82.0,-336.0,-417.0,-83.0,82.0,-975.0,-157.0,5
281,46.0,-256.0,-79.0,-373.0,-414.0,-81.0,96.0,-986.0,-162.0,5
282,52.0,-263.0,-82.0,-398.0,-404.0,-81.0,117.0,-1006.0,-163.0,5
283,54.0,-271.0,-78.0,-425.0,-390.0,-81.0,133.0,-1032.0,-166.0,5
284,63.0,-276.0,-81.0,-447.0,-372.0,-84.0,153.0,-1050.0,-163.0,5
285,55.0,-296.0,-77.0,-460.0,-353.0,-90.0,156.0,-1080.0,-168.0,5
286,65.0,-292.0,-81.0,-467.0,-335.0,-100.0,169.0,-1105.0,-166.0,5
287,64.0,-293.0,-81.0,-465.0,-316.0,-114.0,176.0,-1127.0,-167.0,5
288,66.0,-305.0,-77.0,-462.0,-297.0,-129.0,175.0,-1160.0,-171.0,5
289,66.0,-310.0,-84.0,-461.0,-281.0,-150.0,172.0,-1175.0,-178.0,5
290,64.0,-317.0,-86.0,-457.0,-259.0,-168.0,173.0,-1196.0,-182.0,5
291,60.0,-320.0,-86.0,-452.0,-230.0,-189.0,145.0,-1217.0,-196.0,5
292,52.0,-323.0,-93.0,-458.0,-202.0,-211.0,128.0,-1240.0,-213.0,5
293,51.0,-327.0,-97.0,-465.0,-170.0,-227.0,107.0,-1252.0,-229.0,5
294,42.0,-329.0,-104.0,-475.0,-139.0,-241.0,85.0,-1278.0,-252.0,5
295,39.0,-335.0,-109.0,-493.0,-109.0,-251.0,64.0,-1286.0,-275.0,5
296,33.0,-337.0,-116.0,-516.0,-83.0,-262.0,43.0,-1290.0,-306.0,5
297,26.0,-337.0,-122.0,-540.0,-64.0,-270.0,22.0,-1299.0,-328.0,5
298,22.0,-338.0,-127.0,-561.0,-58.0,-275.0,9.0,-1301.0,-349.0,5
299,20.0,-339.0,-133.0,-583.0,-60.0,-278.0,3.0,-1300.0,-372.0,5
300,16.0,-337.0,-137.0,-594.0,-69.0,-279.0,-19.0,-1291.0,-389.0,5
301,12.0,-337.0,-141.0,-593.0,-82.0,-270.0,-33.0,-1286.0,-408.0,5
302,10.0,-332.0,-139.0,-585.0,-99.0,-252.0,-40.0,-1280.0,-416.0,5
303,6.0,-329.0,-141.0,-568.0,-121.0,-228.0,-46.0,-1268.0,-428.0,5
304,7.0,-326.0,-145.0,-545.0,-149.0,-202.0,-56.0,-1238.0,-436.0,5
305,8.0,-320.0,-144.0,-524.0,-175.0,-171.0,-51.0,-1222.0,-445.0,5
306,9.0,-318.0,-155.0,-505.0,-201.0,-140.0,-47.0,-1205.0,-448.0,5
307,9.0,-310.0,-149.0,-493.0,-225.0,-109.0,-34.0,-1181.0,-452.0,5
