,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
2709,-24.0,-267.0,-58.0,115.0,265.0,251.0,-98.0,-1089.0,-224.0,6
2710,-27.0,-258.0,-65.0,98.0,237.0,270.0,-111.0,-1067.0,-226.0,6
2711,-31.0,-256.0,-62.0,82.0,214.0,285.0,-119.0,-1048.0,-220.0,6
2712,-30.0,-253.0,-58.0,72.0,194.0,302.0,-115.0,-1021.0,-223.0,6
2713,-26.0,-245.0,-57.0,64.0,172.0,316.0,-109.0,-995.0,-213.0,6
2714,-25.0,-238.0,-53.0,61.0,148.0,330.0,-96.0,-975.0,-209.0,6
2715,-23.0,-231.0,-52.0,62.0,117.0,339.0,-87.0,-951.0,-189.0,6
2716,-20.0,-230.0,-46.0,63.0,80.0,346.0,-69.0,-944.0,-178.0,6
2717,-17.0,-226.0,-47.0,65.0,41.0,350.0,-59.0,-937.0,-168.0,6
2718,-10.0,-229.0,-44.0,67.0,2.0,350.0,-45.0,-926.0,-164.0,6
2719,-5.0,-225.0,-44.0,71.0,-34.0,346.0,-29.0,-921.0,-158.0,6
2720,-2.0,-223.0,-46.0,74.0,-64.0,338.0,-13.0,-916.0,-161.0,6
2721,-1.0,-220.0,-48.0,74.0,-89.0,322.0,3.0,-914.0,-180.0,6
2722,3.0,-217.0,-50.0,69.0,-105.0,307.0,13.0,-901.0,-187.0,6
2723,5.0,-220.0,-52.0,64.0,-120.0,291.0,21.0,-895.0,-197.0,6
2724,6.0,-214.0,-55.0,54.0,-129.0,277.0,25.0,-881.0,-203.0,6
2725,6.0,-214.0,-56.0,46.0,-136.0,265.0,27.0,-869.0,-203.0,6
2726,4.0,-210.0,-58.0,42.0,-138.0,258.0,24.0,-863.0,-205.0,6
2727,4.0,-208.0,-56.0,36.0,-142.0,250.0,21.0,-861.0,-205.0,6
2728,3.0,-205.0,-55.0,28.0,-142.0,245.0,21.0,-851.0,-199.0,6
2729,5.0,-206.0,-52.0,17.0,-137.0,244.0,21.0,-851.0,-192.0,6
2730,8.0,-208.0,-47.0,5.0,-122.0,243.0,27.0,-854.0,-185.0,6
2731,9.0,-210.0,-52.0,-6.0,-98.0,242.0,37.0,-859.0,-183.0,6
2732,17.0,-213.0,-49.0,-14.0,-68.0,237.0,60.0,-875.0,-173.0,6
2733,19.0,-214.0,-50.0,-17.0,-38.0,226.0,74.0,-888.0,-161.0,6
2734,25.0,-219.0,-39.0,-20.0,-12.0,211.0,86.0,-905.0,-147.0,6
2735,23.0,-224.0,-34.0,-16.0,16.0,199.0,91.0,-910.0,-131.0,6
2736,27.0,-226.0,-30.0,6.0,42.0,185.0,100.0,-927.0,-116.0,6
2737,29.0,-227.0,-31.0,44.0,67.0,164.0,116.0,-929.0,-104.0,6
2738,33.0,-231.0,-29.0,95.0,89.0,134.0,124.0,-935.0,-96.0,6
2739,35.0,-231.0,-25.0,151.0,106.0,101.0,129.0,-937.0,-89.0,6
2740,32.0,-227.0,-28.0,206.0,113.0,66.0,132.0,-932.0,-93.0,6
2741,37.0,-229.0,-24.0,253.0,113.0,29.0,139.0,-925.0,-97.0,6
