,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,-1.0,-201.0,-145.0,-21.0,-35.0,-88.0,-15.0,-823.0,-578.0,3
1,0.0,-203.0,-145.0,-22.0,-35.0,-87.0,-14.0,-820.0,-588.0,3
2,0.0,-200.0,-145.0,-23.0,-34.0,-87.0,-13.0,-818.0,-585.0,3
3,-1.0,-201.0,-145.0,-23.0,-33.0,-90.0,-11.0,-825.0,-584.0,3
4,-2.0,-198.0,-145.0,-22.0,-31.0,-89.0,-10.0,-818.0,-589.0,3
5,0.0,-200.0,-146.0,-20.0,-28.0,-89.0,-10.0,-825.0,-593.0,3
6,0.0,-201.0,-147.0,-18.0,-25.0,-89.0,-16.0,-823.0,-591.0,3
7,-1.0,-202.0,-147.0,-18.0,-22.0,-88.0,-6.0,-824.0,-594.0,3
8,-1.0,-200.0,-148.0,-17.0,-19.0,-87.0,-10.0,-823.0,-596.0,3
9,0.0,-202.0,-150.0,-15.0,-14.0,-87.0,-7.0,-827.0,-591.0,3
10,-1.0,-203.0,-146.0,-14.0,-9.0,-85.0,-2.0,-832.0,-595.0,3
11,3.0,-206.0,-141.0,-14.0,-6.0,-83.0,-3.0,-826.0,-593.0,3
12,-1.0,-201.0,-141.0,-14.0,0.0,-79.0,-2.0,-828.0,-594.0,3
13,1.0,-202.0,-147.0,-12.0,5.0,-78.0,-7.0,-825.0,-589.0,3
14,0.0,-201.0,-146.0,-11.0,9.0,-76.0,-2.0,-824.0,-585.0,3
15,0.0,-202.0,-145.0,-10.0,14.0,-75.0,-3.0,-828.0,-587.0,3
16,1.0,-202.0,-145.0,-9.0,17.0,-74.0,-3.0,-824.0,-591.0,3
17,2.0,-203.0,-142.0,-5.0,19.0,-74.0,2.0,-829.0,-581.0,3
18,3.0,-199.0,-145.0,-1.0,19.0,-74.0,6.0,-818.0,-579.0,3
19,1.0,-198.0,-145.0,1.0,21.0,-73.0,-1.0,-817.0,-587.0,3
20,3.0,-198.0,-144.0,2.0,20.0,-75.0,4.0,-812.0,-581.0,3
21,1.0,-196.0,-145.0,4.0,18.0,-78.0,-3.0,-816.0,-583.0,3
22,3.0,-200.0,-146.0,7.0,14.0,-78.0,2.0,-811.0,-580.0,3
23,1.0,-196.0,-147.0,8.0,13.0,-79.0,-2.0,-810.0,-576.0,3
24,0.0,-197.0,-141.0,11.0,11.0,-80.0,1.0,-808.0,-574.0,3
25,0.0,-196.0,-145.0,12.0,8.0,-80.0,2.0,-801.0,-575.0,3
26,3.0,-199.0,-144.0,13.0,5.0,-82.0,1.0,-811.0,-578.0,3
27,2.0,-200.0,-143.0,15.0,3.0,-83.0,-2.0,-806.0,-583.0,3
28,2.0,-196.0,-144.0,15.0,0.0,-84.0,-2.0,-807.0,-582.0,3
29,-2.0,-196.0,-144.0,16.0,-2.0,-85.0,-9.0,-803.0,-584.0,3
30,1.0,-195.0,-142.0,13.0,-6.0,-83.0,-9.0,-809.0,-590.0,3
31,4.0,-194.0,-147.0,9.0,-8.0,-83.0,-6.0,-804.0,-584.0,3
32,-2.0,-200.0,-149.0,2.0,-10.0,-83.0,-13.0,-808.0,-588.0,3
33,0.0,-198.0,-145.0,-2.0,-12.0,-82.0,-12.0,-814.0,-584.0,3
34,0.0,-201.0,-146.0,-7.0,-11.0,-81.0,-13.0,-813.0,-584.0,3
35,-3.0,-199.0,-146.0,-9.0,-11.0,-82.0,-17.0,-813.0,-584.0,3
36,-1.0,-194.0,-153.0,-9.0,-9.0,-81.0,-17.0,-819.0,-584.0,3
37,-2.0,-200.0,-143.0,-11.0,-8.0,-82.0,-19.0,-823.0,-576.0,3
38,-1.0,-199.0,-144.0,-10.0,-7.0,-81.0,-21.0,-814.0,-585.0,3
39,0.0,-201.0,-145.0,-9.0,-6.0,-82.0,-19.0,-817.0,-584.0,3
40,-5.0,-198.0,-144.0,-8.0,-7.0,-83.0,-21.0,-813.0,-579.0,3
41,-4.0,-199.0,-138.0,-5.0,-8.0,-84.0,-24.0,-817.0,-579.0,3
42,-5.0,-201.0,-146.0,-2.0,-8.0,-86.0,-25.0,-817.0,-584.0,3
43,-7.0,-199.0,-140.0,3.0,-12.0,-85.0,-23.0,-819.0,-579.0,3
44,-6.0,-200.0,-138.0,9.0,-14.0,-87.0,-26.0,-815.0,-584.0,3
45,-6.0,-200.0,-144.0,12.0,-14.0,-89.0,-25.0,-819.0,-583.0,3
46,-9.0,-199.0,-144.0,18.0,-15.0,-89.0,-29.0,-819.0,-582.0,3
47,-5.0,-202.0,-148.0,21.0,-15.0,-91.0,-26.0,-821.0,-582.0,3
48,-6.0,-199.0,-146.0,23.0,-16.0,-92.0,-26.0,-826.0,-581.0,3
49,-5.0,-201.0,-144.0,24.0,-17.0,-94.0,-23.0,-824.0,-583.0,3
50,-3.0,-200.0,-140.0,21.0,-19.0,-96.0,-22.0,-825.0,-585.0,3
51,-6.0,-204.0,-145.0,21.0,-21.0,-98.0,-22.0,-826.0,-586.0,3
52,-1.0,-204.0,-143.0,21.0,-24.0,-102.0,-17.0,-829.0,-579.0,3
53,-1.0,-202.0,-143.0,21.0,-27.0,-104.0,-19.0,-821.0,-581.0,3
54,-3.0,-202.0,-143.0,24.0,-29.0,-107.0,-18.0,-827.0,-576.0,3
