,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,-54.0,-116.0,-123.0,126.0,-61.0,-372.0,-252.0,-453.0,-427.0,3
1,-53.0,-138.0,-135.0,107.0,54.0,-389.0,-260.0,-546.0,-467.0,3
2,-48.0,-162.0,-154.0,78.0,228.0,-384.0,-238.0,-652.0,-542.0,3
3,-38.0,-189.0,-166.0,23.0,452.0,-373.0,-211.0,-750.0,-582.0,3
4,-29.0,-218.0,-166.0,-54.0,695.0,-360.0,-178.0,-851.0,-588.0,3
5,-27.0,-232.0,-152.0,-126.0,922.0,-353.0,-158.0,-930.0,-544.0,3
6,-17.0,-265.0,-133.0,-174.0,1094.0,-347.0,-128.0,-1010.0,-486.0,3
7,-11.0,-276.0,-122.0,-196.0,1195.0,-351.0,-86.0,-1076.0,-416.0,3
8,-6.0,-292.0,-116.0,-203.0,1214.0,-348.0,-27.0,-1140.0,-392.0,3
9,7.0,-306.0,-115.0,-216.0,1148.0,-346.0,24.0,-1195.0,-408.0,3
10,21.0,-321.0,-127.0,-261.0,982.0,-333.0,73.0,-1260.0,-450.0,3
11,32.0,-341.0,-150.0,-352.0,805.0,-321.0,104.0,-1348.0,-524.0,3
12,36.0,-369.0,-167.0,-438.0,628.0,-286.0,128.0,-1445.0,-593.0,3
13,44.0,-400.0,-178.0,-491.0,474.0,-237.0,142.0,-1540.0,-648.0,3
14,44.0,-422.0,-187.0,-486.0,360.0,-169.0,137.0,-1626.0,-683.0,3
15,42.0,-440.0,-184.0,-426.0,289.0,-104.0,124.0,-1686.0,-680.0,3
16,39.0,-445.0,-178.0,-338.0,255.0,-43.0,97.0,-1715.0,-637.0,3
17,30.0,-445.0,-157.0,-246.0,240.0,7.0,63.0,-1710.0,-563.0,3
18,19.0,-440.0,-140.0,-156.0,224.0,50.0,35.0,-1685.0,-493.0,3
19,9.0,-426.0,-122.0,-64.0,192.0,84.0,2.0,-1643.0,-438.0,3
20,-1.0,-412.0,-117.0,35.0,150.0,114.0,-25.0,-1585.0,-399.0,3
21,-9.0,-394.0,-108.0,136.0,97.0,145.0,-59.0,-1521.0,-369.0,3
22,-12.0,-380.0,-105.0,230.0,37.0,189.0,-98.0,-1461.0,-349.0,3
23,-23.0,-365.0,-101.0,315.0,-35.0,219.0,-115.0,-1415.0,-344.0,3
24,-28.0,-352.0,-102.0,360.0,-89.0,249.0,-140.0,-1366.0,-344.0,3
25,-36.0,-340.0,-105.0,386.0,-135.0,274.0,-173.0,-1300.0,-347.0,3
26,-40.0,-324.0,-107.0,396.0,-173.0,306.0,-193.0,-1263.0,-357.0,3
27,-45.0,-314.0,-107.0,384.0,-203.0,339.0,-206.0,-1222.0,-349.0,3
28,-46.0,-307.0,-108.0,366.0,-228.0,373.0,-212.0,-1199.0,-363.0,3
29,-46.0,-307.0,-108.0,323.0,-245.0,403.0,-213.0,-1200.0,-366.0,3
30,-47.0,-310.0,-102.0,274.0,-250.0,427.0,-219.0,-1206.0,-348.0,3
31,-45.0,-314.0,-103.0,242.0,-247.0,445.0,-218.0,-1212.0,-337.0,3
32,-46.0,-313.0,-95.0,230.0,-238.0,450.0,-212.0,-1208.0,-313.0,3
33,-44.0,-309.0,-98.0,230.0,-226.0,446.0,-203.0,-1206.0,-316.0,3
34,-29.0,-310.0,-101.0,203.0,-204.0,425.0,-161.0,-1213.0,-329.0,3
35,-26.0,-308.0,-98.0,124.0,-181.0,393.0,-130.0,-1192.0,-300.0,3
