,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
96,28.0,-240.0,-18.0,234.0,-177.0,-237.0,110.0,-990.0,-47.0,5
97,32.0,-242.0,-16.0,235.0,-187.0,-237.0,113.0,-979.0,-41.0,5
98,33.0,-237.0,-10.0,228.0,-200.0,-236.0,119.0,-967.0,-36.0,5
99,35.0,-236.0,-14.0,219.0,-211.0,-233.0,130.0,-965.0,-39.0,5
100,39.0,-232.0,-17.0,213.0,-218.0,-233.0,131.0,-950.0,-37.0,5
101,40.0,-232.0,-11.0,208.0,-218.0,-229.0,143.0,-938.0,-50.0,5
102,34.0,-232.0,-23.0,197.0,-210.0,-224.0,149.0,-937.0,-56.0,5
103,41.0,-229.0,-18.0,184.0,-203.0,-212.0,151.0,-933.0,-60.0,5
104,41.0,-228.0,-9.0,162.0,-197.0,-203.0,154.0,-938.0,-60.0,5
105,44.0,-228.0,-11.0,138.0,-192.0,-192.0,161.0,-936.0,-40.0,5
106,49.0,-231.0,-7.0,116.0,-188.0,-179.0,173.0,-935.0,-26.0,5
107,51.0,-228.0,-7.0,106.0,-185.0,-166.0,180.0,-943.0,-10.0,5
108,46.0,-228.0,-1.0,102.0,-176.0,-153.0,186.0,-938.0,-11.0,5
109,55.0,-232.0,-7.0,104.0,-162.0,-143.0,193.0,-941.0,-12.0,5
110,58.0,-234.0,-8.0,107.0,-144.0,-133.0,201.0,-941.0,-27.0,5
111,53.0,-229.0,-8.0,102.0,-124.0,-127.0,207.0,-942.0,-36.0,5
112,60.0,-237.0,-10.0,85.0,-102.0,-121.0,206.0,-939.0,-41.0,5
113,58.0,-229.0,-13.0,63.0,-82.0,-117.0,212.0,-945.0,-50.0,5
114,57.0,-232.0,-11.0,39.0,-68.0,-112.0,213.0,-948.0,-39.0,5
115,59.0,-233.0,-12.0,16.0,-54.0,-109.0,212.0,-949.0,-36.0,5
116,55.0,-234.0,-8.0,3.0,-43.0,-100.0,214.0,-959.0,-27.0,5
117,59.0,-237.0,-8.0,-1.0,-35.0,-94.0,216.0,-960.0,-17.0,5
118,53.0,-236.0,-8.0,2.0,-30.0,-88.0,213.0,-968.0,-20.0,5
119,58.0,-240.0,-6.0,7.0,-26.0,-85.0,204.0,-973.0,-20.0,5
120,58.0,-239.0,-6.0,14.0,-21.0,-81.0,208.0,-973.0,-21.0,5
121,53.0,-237.0,-7.0,22.0,-12.0,-76.0,202.0,-979.0,-20.0,5
122,50.0,-238.0,-8.0,29.0,-2.0,-73.0,191.0,-977.0,-21.0,5
123,58.0,-242.0,-9.0,35.0,8.0,-71.0,184.0,-980.0,-29.0,5
124,46.0,-243.0,-7.0,42.0,13.0,-68.0,177.0,-983.0,-21.0,5
125,44.0,-242.0,-7.0,46.0,12.0,-68.0,166.0,-990.0,-21.0,5
126,44.0,-242.0,-10.0,48.0,3.0,-67.0,161.0,-997.0,-7.0,5
127,39.0,-243.0,-5.0,52.0,-10.0,-65.0,156.0,-995.0,-9.0,5
128,42.0,-240.0,-1.0,56.0,-27.0,-65.0,158.0,-989.0,1.0,5
129,42.0,-241.0,1.0,65.0,-43.0,-65.0,149.0,-988.0,-2.0,5
130,41.0,-241.0,-6.0,77.0,-51.0,-67.0,155.0,-975.0,-1.0,5
131,45.0,-234.0,-5.0,88.0,-55.0,-65.0,160.0,-965.0,-9.0,5
132,44.0,-233.0,-7.0,97.0,-58.0,-64.0,158.0,-956.0,-11.0,5
133,43.0,-227.0,-7.0,97.0,-63.0,-60.0,162.0,-945.0,-2.0,5
134,45.0,-227.0,-3.0,89.0,-67.0,-59.0,165.0,-929.0,-6.0,5
135,47.0,-224.0,-3.0,74.0,-72.0,-53.0,167.0,-922.0,-5.0,5
136,45.0,-221.0,-4.0,56.0,-73.0,-46.0,172.0,-915.0,-7.0,5
137,48.0,-223.0,-2.0,35.0,-79.0,-37.0,179.0,-920.0,-3.0,5
138,46.0,-225.0,-3.0,11.0,-96.0,-31.0,181.0,-925.0,-10.0,5
139,47.0,-225.0,-6.0,-19.0,-124.0,-25.0,180.0,-931.0,-11.0,5
140,52.0,-228.0,-5.0,-50.0,-156.0,-19.0,185.0,-938.0,-17.0,5
141,49.0,-231.0,-7.0,-81.0,-186.0,-13.0,185.0,-953.0,-18.0,5
142,47.0,-235.0,-8.0,-107.0,-211.0,-14.0,183.0,-968.0,-16.0,5
143,45.0,-242.0,-13.0,-128.0,-227.0,-16.0,181.0,-975.0,-29.0,5
144,48.0,-242.0,-13.0,-138.0,-240.0,-21.0,175.0,-992.0,-38.0,5
145,47.0,-249.0,-14.0,-142.0,-250.0,-28.0,177.0,-996.0,-43.0,5
146,50.0,-246.0,-16.0,-143.0,-255.0,-37.0,179.0,-1006.0,-58.0,5
147,47.0,-248.0,-20.0,-142.0,-259.0,-45.0,176.0,-1020.0,-76.0,5
148,49.0,-251.0,-22.0,-143.0,-260.0,-50.0,174.0,-1013.0,-86.0,5
149,53.0,-252.0,-24.0,-143.0,-262.0,-50.0,193.0,-1023.0,-96.0,5
150,58.0,-256.0,-29.0,-139.0,-262.0,-48.0,209.0,-1027.0,-108.0,5
151,59.0,-253.0,-27.0,-132.0,-269.0,-42.0,230.0,-1034.0,-102.0,5
152,60.0,-257.0,-26.0,-116.0,-279.0,-32.0,249.0,-1040.0,-108.0,5
153,70.0,-257.0,-28.0,-96.0,-288.0,-23.0,267.0,-1049.0,-100.0,5
154,75.0,-259.0,-29.0,-81.0,-293.0,-19.0,291.0,-1061.0,-97.0,5
155,82.0,-264.0,-26.0,-75.0,-292.0,-24.0,314.0,-1072.0,-98.0,5
156,87.0,-261.0,-34.0,-79.0,-293.0,-33.0,334.0,-1085.0,-95.0,5
157,84.0,-269.0,-27.0,-95.0,-306.0,-49.0,343.0,-1113.0,-108.0,5
158,88.0,-277.0,-28.0,-119.0,-324.0,-73.0,358.0,-1148.0,-98.0,5
159,88.0,-289.0,-29.0,-145.0,-339.0,-97.0,346.0,-1176.0,-95.0,5
160,86.0,-301.0,-21.0,-166.0,-339.0,-120.0,336.0,-1207.0,-82.0,5
161,82.0,-306.0,-19.0,-175.0,-324.0,-139.0,311.0,-1238.0,-72.0,5
162,75.0,-312.0,-18.0,-163.0,-302.0,-149.0,283.0,-1264.0,-67.0,5
163,67.0,-317.0,-18.0,-136.0,-289.0,-150.0,257.0,-1280.0,-67.0,5
164,57.0,-315.0,-23.0,-101.0,-291.0,-141.0,231.0,-1281.0,-80.0,5
165,58.0,-314.0,-28.0,-68.0,-305.0,-126.0,213.0,-1279.0,-90.0,5
166,56.0,-310.0,-33.0,-43.0,-325.0,-111.0,217.0,-1275.0,-122.0,5
167,56.0,-311.0,-35.0,-32.0,-337.0,-93.0,226.0,-1273.0,-124.0,5
168,63.0,-307.0,-39.0,-34.0,-338.0,-73.0,250.0,-1259.0,-135.0,5
169,75.0,-306.0,-40.0,-46.0,-329.0,-54.0,284.0,-1254.0,-142.0,5
170,86.0,-309.0,-42.0,-68.0,-317.0,-34.0,329.0,-1255.0,-151.0,5
171,98.0,-312.0,-46.0,-106.0,-299.0,-23.0,378.0,-1273.0,-158.0,5
172,113.0,-317.0,-48.0,-158.0,-282.0,-18.0,437.0,-1298.0,-163.0,5
173,124.0,-323.0,-48.0,-219.0,-263.0,-23.0,489.0,-1327.0,-168.0,5
174,134.0,-328.0,-47.0,-270.0,-234.0,-33.0,528.0,-1355.0,-157.0,5
175,143.0,-342.0,-43.0,-304.0,-190.0,-48.0,554.0,-1391.0,-163.0,5
176,140.0,-355.0,-51.0,-313.0,-133.0,-70.0,558.0,-1419.0,-176.0,5
177,138.0,-361.0,-60.0,-306.0,-75.0,-101.0,550.0,-1447.0,-190.0,5
178,126.0,-359.0,-57.0,-292.0,-27.0,-140.0,509.0,-1454.0,-202.0,5
179,112.0,-357.0,-61.0,-278.0,12.0,-178.0,450.0,-1446.0,-218.0,5
180,96.0,-354.0,-63.0,-257.0,46.0,-205.0,372.0,-1435.0,-224.0,5
181,82.0,-347.0,-62.0,-225.0,86.0,-222.0,328.0,-1413.0,-237.0,5
182,72.0,-343.0,-63.0,-184.0,128.0,-225.0,272.0,-1387.0,-257.0,5
183,61.0,-333.0,-73.0,-144.0,166.0,-219.0,229.0,-1355.0,-271.0,5
184,50.0,-321.0,-84.0,-119.0,186.0,-198.0,195.0,-1323.0,-301.0,5
185,40.0,-315.0,-88.0,-119.0,176.0,-164.0,168.0,-1283.0,-337.0,5
186,32.0,-304.0,-98.0,-142.0,137.0,-122.0,137.0,-1243.0,-371.0,5
187,25.0,-299.0,-96.0,-183.0,82.0,-71.0,107.0,-1201.0,-391.0,5
188,14.0,-285.0,-102.0,-232.0,22.0,-21.0,80.0,-1164.0,-403.0,5
189,13.0,-277.0,-105.0,-276.0,-39.0,37.0,65.0,-1128.0,-405.0,5
190,8.0,-269.0,-102.0,-314.0,-95.0,99.0,51.0,-1103.0,-408.0,5
191,9.0,-261.0,-102.0,-343.0,-148.0,151.0,51.0,-1083.0,-403.0,5
192,12.0,-259.0,-105.0,-370.0,-193.0,187.0,45.0,-1071.0,-405.0,5
193,10.0,-259.0,-102.0,-389.0,-225.0,207.0,46.0,-1059.0,-396.0,5
194,6.0,-258.0,-96.0,-405.0,-248.0,214.0,46.0,-1055.0,-390.0,5
195,9.0,-258.0,-99.0,-417.0,-267.0,213.0,44.0,-1060.0,-375.0,5
196,11.0,-262.0,-101.0,-425.0,-285.0,208.0,54.0,-1067.0,-384.0,5
197,9.0,-261.0,-93.0,-424.0,-310.0,198.0,60.0,-1074.0,-377.0,5
198,18.0,-266.0,-101.0,-413.0,-333.0,190.0,74.0,-1076.0,-380.0,5
199,25.0,-269.0,-87.0,-389.0,-350.0,183.0,88.0,-1074.0,-377.0,5
200,26.0,-263.0,-92.0,-348.0,-352.0,177.0,103.0,-1066.0,-372.0,5
201,31.0,-258.0,-97.0,-291.0,-334.0,165.0,118.0,-1053.0,-367.0,5
202,32.0,-256.0,-97.0,-220.0,-306.0,153.0,128.0,-1031.0,-365.0,5
203,31.0,-252.0,-90.0,-147.0,-276.0,140.0,120.0,-1007.0,-359.0,5
204,29.0,-242.0,-88.0,-78.0,-252.0,125.0,116.0,-982.0,-352.0,5
205,25.0,-238.0,-88.0,-15.0,-240.0,114.0,100.0,-956.0,-355.0,5
206,24.0,-229.0,-92.0,32.0,-239.0,111.0,88.0,-931.0,-349.0,5
207,21.0,-224.0,-86.0,62.0,-242.0,117.0,83.0,-902.0,-347.0,5
208,22.0,-215.0,-86.0,83.0,-245.0,133.0,76.0,-871.0,-337.0,5
209,16.0,-202.0,-90.0,93.0,-254.0,158.0,73.0,-850.0,-343.0,5
210,16.0,-204.0,-86.0,94.0,-271.0,189.0,69.0,-835.0,-342.0,5
211,15.0,-201.0,-84.0,88.0,-298.0,222.0,65.0,-823.0,-344.0,5
212,15.0,-196.0,-89.0,72.0,-328.0,261.0,64.0,-808.0,-326.0,5
213,15.0,-197.0,-82.0,50.0,-351.0,297.0,58.0,-806.0,-319.0,5
214,12.0,-198.0,-79.0,32.0,-364.0,333.0,65.0,-807.0,-317.0,5
215,13.0,-201.0,-82.0,24.0,-370.0,367.0,61.0,-813.0,-319.0,5
216,17.0,-207.0,-83.0,18.0,-372.0,397.0,67.0,-842.0,-313.0,5
217,17.0,-209.0,-79.0,13.0,-369.0,425.0,72.0,-855.0,-315.0,5
218,23.0,-214.0,-79.0,7.0,-359.0,443.0,88.0,-872.0,-310.0,5
219,27.0,-218.0,-74.0,2.0,-344.0,453.0,103.0,-889.0,-303.0,5
220,27.0,-220.0,-77.0,4.0,-321.0,458.0,107.0,-908.0,-292.0,5
221,27.0,-226.0,-74.0,15.0,-295.0,453.0,106.0,-915.0,-295.0,5
222,26.0,-222.0,-74.0,32.0,-269.0,442.0,107.0,-921.0,-285.0,5
223,29.0,-226.0,-72.0,52.0,-243.0,426.0,109.0,-922.0,-280.0,5
224,27.0,-226.0,-71.0,73.0,-220.0,409.0,106.0,-917.0,-278.0,5
225,28.0,-223.0,-68.0,93.0,-197.0,392.0,112.0,-906.0,-267.0,5
226,30.0,-218.0,-70.0,117.0,-173.0,373.0,110.0,-900.0,-263.0,5
227,27.0,-216.0,-68.0,145.0,-149.0,355.0,110.0,-873.0,-255.0,5
228,27.0,-212.0,-72.0,171.0,-130.0,338.0,105.0,-862.0,-251.0,5
