,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
2838,-23.0,-245.0,-9.0,-67.0,-35.0,106.0,-106.0,-962.0,86.0,6
2839,-24.0,-243.0,-9.0,-69.0,-27.0,95.0,-101.0,-964.0,86.0,6
2840,-22.0,-246.0,-12.0,-68.0,-18.0,84.0,-94.0,-961.0,85.0,6
2841,-22.0,-246.0,-9.0,-65.0,-8.0,76.0,-92.0,-962.0,83.0,6
2842,-20.0,-245.0,-12.0,-57.0,-1.0,70.0,-78.0,-965.0,90.0,6
2843,-18.0,-245.0,-9.0,-45.0,2.0,64.0,-76.0,-953.0,85.0,6
2844,-15.0,-245.0,-15.0,-37.0,11.0,57.0,-59.0,-960.0,82.0,6
2845,-10.0,-245.0,-10.0,-31.0,25.0,46.0,-58.0,-946.0,84.0,6
2846,-11.0,-241.0,-7.0,-31.0,44.0,39.0,-48.0,-940.0,90.0,6
2847,-6.0,-238.0,-12.0,-34.0,69.0,30.0,-34.0,-930.0,86.0,6
2848,-4.0,-237.0,-11.0,-41.0,101.0,22.0,-21.0,-916.0,86.0,6
2849,0.0,-231.0,-9.0,-49.0,139.0,15.0,-7.0,-908.0,87.0,6
2850,9.0,-230.0,-9.0,-60.0,182.0,7.0,17.0,-896.0,89.0,6
2851,11.0,-227.0,-11.0,-73.0,230.0,4.0,37.0,-884.0,90.0,6
2852,19.0,-222.0,-7.0,-78.0,283.0,3.0,66.0,-874.0,93.0,6
2853,27.0,-221.0,-7.0,-79.0,336.0,-1.0,83.0,-861.0,100.0,6
2854,33.0,-221.0,-4.0,-80.0,387.0,-7.0,108.0,-858.0,104.0,6
2855,38.0,-223.0,-3.0,-80.0,431.0,-14.0,125.0,-863.0,110.0,6
2856,37.0,-222.0,3.0,-80.0,470.0,-21.0,136.0,-864.0,124.0,6
2857,34.0,-229.0,4.0,-79.0,495.0,-26.0,134.0,-885.0,134.0,6
2858,35.0,-236.0,0.0,-76.0,507.0,-29.0,131.0,-901.0,137.0,6
2859,28.0,-236.0,6.0,-65.0,510.0,-29.0,116.0,-921.0,135.0,6
