,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
82,37.0,-246.0,-20.0,111.0,-30.0,-233.0,150.0,-1005.0,-46.0,5
83,41.0,-249.0,-9.0,115.0,-27.0,-231.0,155.0,-1002.0,-37.0,5
84,41.0,-248.0,-10.0,130.0,-16.0,-228.0,164.0,-1006.0,-23.0,5
85,40.0,-244.0,-8.0,156.0,-1.0,-228.0,161.0,-996.0,-18.0,5
86,42.0,-244.0,-6.0,188.0,11.0,-228.0,159.0,-987.0,-10.0,5
87,42.0,-240.0,-4.0,216.0,12.0,-228.0,157.0,-973.0,-19.0,5
88,43.0,-237.0,-8.0,234.0,6.0,-229.0,162.0,-968.0,-21.0,5
89,47.0,-236.0,-6.0,239.0,-4.0,-231.0,165.0,-952.0,-22.0,5
90,42.0,-226.0,-8.0,233.0,-12.0,-232.0,161.0,-938.0,-22.0,5
91,40.0,-228.0,-12.0,218.0,-14.0,-231.0,165.0,-929.0,-29.0,5
92,46.0,-224.0,-15.0,195.0,-17.0,-227.0,168.0,-925.0,-43.0,5
93,43.0,-225.0,-16.0,167.0,-19.0,-219.0,167.0,-927.0,-54.0,5
94,46.0,-226.0,-15.0,130.0,-21.0,-211.0,177.0,-920.0,-64.0,5
95,48.0,-224.0,-15.0,95.0,-27.0,-204.0,183.0,-927.0,-60.0,5
96,52.0,-227.0,-21.0,64.0,-32.0,-196.0,182.0,-930.0,-64.0,5
97,51.0,-232.0,-21.0,43.0,-39.0,-190.0,187.0,-935.0,-60.0,5
98,53.0,-233.0,-14.0,31.0,-49.0,-182.0,192.0,-947.0,-59.0,5
99,56.0,-231.0,-15.0,25.0,-56.0,-171.0,203.0,-953.0,-56.0,5
100,55.0,-235.0,-16.0,21.0,-59.0,-163.0,207.0,-961.0,-56.0,5
101,57.0,-236.0,-17.0,19.0,-57.0,-150.0,215.0,-970.0,-54.0,5
102,58.0,-236.0,-17.0,17.0,-52.0,-140.0,222.0,-973.0,-57.0,5
103,61.0,-239.0,-17.0,13.0,-48.0,-130.0,229.0,-973.0,-59.0,5
104,61.0,-237.0,-10.0,7.0,-39.0,-118.0,232.0,-966.0,-63.0,5
105,63.0,-237.0,-17.0,6.0,-26.0,-109.0,233.0,-956.0,-67.0,5
106,58.0,-231.0,-18.0,7.0,-12.0,-100.0,231.0,-948.0,-71.0,5
107,61.0,-232.0,-24.0,13.0,3.0,-91.0,227.0,-950.0,-78.0,5
108,60.0,-230.0,-22.0,20.0,16.0,-80.0,223.0,-948.0,-70.0,5
109,59.0,-232.0,-25.0,25.0,23.0,-70.0,211.0,-950.0,-68.0,5
110,53.0,-236.0,-24.0,24.0,25.0,-58.0,206.0,-953.0,-75.0,5
111,54.0,-232.0,-19.0,21.0,26.0,-45.0,193.0,-956.0,-75.0,5
112,50.0,-235.0,-18.0,20.0,26.0,-34.0,188.0,-965.0,-66.0,5
113,48.0,-238.0,-18.0,28.0,27.0,-21.0,177.0,-971.0,-51.0,5
114,45.0,-240.0,-15.0,46.0,23.0,-8.0,163.0,-979.0,-43.0,5
115,41.0,-242.0,-10.0,70.0,14.0,2.0,162.0,-988.0,-39.0,5
116,43.0,-245.0,-10.0,94.0,2.0,8.0,156.0,-989.0,-29.0,5
117,43.0,-245.0,-8.0,115.0,-12.0,12.0,157.0,-997.0,-21.0,5
118,41.0,-244.0,-4.0,128.0,-19.0,15.0,163.0,-997.0,-19.0,5
119,45.0,-242.0,-5.0,135.0,-25.0,16.0,161.0,-998.0,-19.0,5
120,44.0,-244.0,-9.0,133.0,-30.0,16.0,167.0,-994.0,-26.0,5
121,46.0,-240.0,-13.0,120.0,-37.0,14.0,176.0,-994.0,-28.0,5
122,50.0,-242.0,-14.0,101.0,-46.0,9.0,178.0,-991.0,-40.0,5
123,45.0,-240.0,-15.0,79.0,-54.0,9.0,184.0,-980.0,-44.0,5
124,52.0,-241.0,-12.0,61.0,-60.0,4.0,192.0,-981.0,-45.0,5
125,55.0,-240.0,-12.0,44.0,-64.0,4.0,202.0,-978.0,-48.0,5
126,57.0,-240.0,-11.0,30.0,-67.0,4.0,204.0,-981.0,-36.0,5
127,58.0,-243.0,-14.0,19.0,-71.0,1.0,212.0,-983.0,-28.0,5
128,55.0,-243.0,-9.0,8.0,-80.0,-1.0,209.0,-993.0,-31.0,5
129,52.0,-244.0,-8.0,-3.0,-93.0,-5.0,200.0,-999.0,-32.0,5
130,51.0,-248.0,-8.0,-13.0,-110.0,-6.0,193.0,-1010.0,-23.0,5
