,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,18.0,-203.0,-140.0,43.0,-1.0,-17.0,70.0,-838.0,-557.0,2
1,18.0,-206.0,-139.0,43.0,-3.0,-17.0,64.0,-840.0,-562.0,2
2,19.0,-203.0,-139.0,45.0,-5.0,-17.0,66.0,-839.0,-558.0,2
3,20.0,-204.0,-138.0,46.0,-3.0,-17.0,63.0,-834.0,-555.0,2
4,18.0,-199.0,-137.0,48.0,-5.0,-19.0,64.0,-838.0,-559.0,2
5,17.0,-204.0,-138.0,49.0,-6.0,-19.0,66.0,-839.0,-550.0,2
6,17.0,-204.0,-138.0,50.0,-7.0,-19.0,64.0,-831.0,-566.0,2
7,17.0,-205.0,-136.0,49.0,-7.0,-20.0,63.0,-834.0,-550.0,2
8,17.0,-205.0,-140.0,49.0,-8.0,-22.0,59.0,-833.0,-555.0,2
9,15.0,-205.0,-133.0,47.0,-9.0,-24.0,61.0,-836.0,-565.0,2
10,17.0,-202.0,-135.0,45.0,-9.0,-24.0,61.0,-833.0,-560.0,2
11,15.0,-201.0,-140.0,42.0,-10.0,-25.0,57.0,-833.0,-555.0,2
12,17.0,-204.0,-140.0,40.0,-11.0,-25.0,57.0,-836.0,-561.0,2
13,16.0,-200.0,-138.0,38.0,-13.0,-26.0,63.0,-834.0,-561.0,2
14,15.0,-204.0,-143.0,37.0,-13.0,-27.0,60.0,-836.0,-564.0,2
15,16.0,-204.0,-141.0,37.0,-12.0,-26.0,59.0,-831.0,-558.0,2
16,14.0,-202.0,-141.0,38.0,-11.0,-27.0,61.0,-834.0,-566.0,2
17,16.0,-205.0,-140.0,38.0,-10.0,-26.0,58.0,-835.0,-561.0,2
18,17.0,-204.0,-138.0,38.0,-9.0,-27.0,63.0,-840.0,-567.0,2
19,18.0,-206.0,-139.0,38.0,-8.0,-26.0,63.0,-836.0,-564.0,2
20,19.0,-208.0,-134.0,37.0,-7.0,-26.0,63.0,-844.0,-557.0,2
21,17.0,-203.0,-140.0,38.0,-6.0,-24.0,65.0,-845.0,-569.0,2
22,16.0,-207.0,-139.0,40.0,-3.0,-24.0,63.0,-841.0,-560.0,2
23,12.0,-204.0,-139.0,43.0,-1.0,-22.0,61.0,-843.0,-563.0,2
24,22.0,-206.0,-135.0,46.0,1.0,-23.0,62.0,-840.0,-559.0,2
25,21.0,-208.0,-135.0,49.0,2.0,-23.0,62.0,-842.0,-557.0,2
26,17.0,-208.0,-136.0,51.0,3.0,-23.0,61.0,-846.0,-563.0,2
27,17.0,-204.0,-141.0,53.0,4.0,-21.0,57.0,-835.0,-556.0,2
