,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
187,60.0,-206.0,-132.0,-120.0,-16.0,64.0,212.0,-798.0,-440.0,5
188,61.0,-210.0,-130.0,-100.0,-22.0,69.0,219.0,-807.0,-438.0,5
189,62.0,-207.0,-126.0,-90.0,-28.0,75.0,223.0,-802.0,-432.0,5
190,69.0,-212.0,-122.0,-84.0,-39.0,78.0,223.0,-805.0,-433.0,5
191,66.0,-207.0,-130.0,-83.0,-53.0,83.0,226.0,-808.0,-434.0,5
192,63.0,-207.0,-127.0,-85.0,-65.0,86.0,229.0,-804.0,-432.0,5
193,67.0,-207.0,-131.0,-89.0,-79.0,90.0,229.0,-816.0,-434.0,5
194,64.0,-208.0,-132.0,-91.0,-92.0,92.0,229.0,-810.0,-441.0,5
195,65.0,-209.0,-132.0,-95.0,-103.0,100.0,226.0,-809.0,-444.0,5
196,65.0,-209.0,-130.0,-94.0,-115.0,102.0,230.0,-812.0,-448.0,5
197,68.0,-210.0,-135.0,-91.0,-124.0,109.0,222.0,-811.0,-451.0,5
198,61.0,-211.0,-135.0,-80.0,-131.0,115.0,219.0,-804.0,-458.0,5
199,62.0,-207.0,-140.0,-65.0,-140.0,124.0,218.0,-790.0,-473.0,5
200,65.0,-199.0,-147.0,-52.0,-151.0,137.0,217.0,-783.0,-495.0,5
201,70.0,-195.0,-158.0,-48.0,-166.0,148.0,215.0,-766.0,-513.0,5
202,62.0,-192.0,-157.0,-63.0,-179.0,155.0,218.0,-755.0,-531.0,5
203,63.0,-190.0,-160.0,-94.0,-194.0,162.0,219.0,-753.0,-551.0,5
204,67.0,-191.0,-167.0,-139.0,-204.0,165.0,223.0,-751.0,-576.0,5
205,67.0,-192.0,-170.0,-190.0,-206.0,168.0,228.0,-757.0,-593.0,5
206,66.0,-195.0,-174.0,-243.0,-199.0,171.0,221.0,-763.0,-612.0,5
207,65.0,-199.0,-173.0,-295.0,-177.0,176.0,215.0,-788.0,-617.0,5
208,63.0,-215.0,-173.0,-346.0,-150.0,175.0,206.0,-820.0,-619.0,5
209,58.0,-224.0,-179.0,-393.0,-123.0,174.0,200.0,-868.0,-616.0,5
210,57.0,-239.0,-177.0,-429.0,-101.0,168.0,186.0,-904.0,-613.0,5
211,45.0,-237.0,-176.0,-450.0,-96.0,168.0,169.0,-934.0,-613.0,5
212,48.0,-247.0,-177.0,-451.0,-107.0,174.0,153.0,-951.0,-627.0,5
213,41.0,-248.0,-177.0,-447.0,-127.0,197.0,117.0,-943.0,-636.0,5
214,32.0,-242.0,-182.0,-440.0,-152.0,216.0,90.0,-934.0,-643.0,5
215,22.0,-239.0,-190.0,-434.0,-177.0,237.0,64.0,-921.0,-655.0,5
216,23.0,-234.0,-189.0,-431.0,-200.0,245.0,48.0,-898.0,-665.0,5
217,16.0,-228.0,-194.0,-433.0,-220.0,247.0,41.0,-883.0,-668.0,5
218,24.0,-224.0,-195.0,-442.0,-244.0,246.0,57.0,-864.0,-685.0,5
219,24.0,-225.0,-190.0,-454.0,-267.0,237.0,68.0,-860.0,-690.0,5
