,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,20.0,-257.0,-82.0,-19.0,12.0,-7.0,-6.0,-983.0,-185.0,3
1,21.0,-257.0,-85.0,-18.0,11.0,-8.0,-3.0,-984.0,-183.0,3
2,19.0,-257.0,-83.0,-18.0,11.0,-8.0,-6.0,-983.0,-184.0,3
3,19.0,-255.0,-86.0,-21.0,10.0,-8.0,-7.0,-978.0,-181.0,3
4,31.0,-259.0,-63.0,-25.0,10.0,-7.0,-9.0,-982.0,-178.0,3
5,18.0,-258.0,-85.0,-27.0,9.0,-6.0,-12.0,-982.0,-182.0,3
6,19.0,-257.0,-85.0,-28.0,9.0,-6.0,-6.0,-982.0,-181.0,3
7,22.0,-258.0,-90.0,-32.0,9.0,-5.0,-14.0,-985.0,-181.0,3
8,17.0,-258.0,-90.0,-30.0,10.0,-5.0,-10.0,-982.0,-179.0,3
9,21.0,-260.0,-85.0,-29.0,9.0,-5.0,-5.0,-985.0,-186.0,3
10,21.0,-259.0,-87.0,-27.0,9.0,-4.0,-5.0,-984.0,-179.0,3
11,20.0,-258.0,-87.0,-24.0,11.0,-5.0,-13.0,-988.0,-180.0,3
12,18.0,-257.0,-87.0,-22.0,12.0,-5.0,-7.0,-985.0,-188.0,3
13,17.0,-256.0,-85.0,-20.0,14.0,-6.0,-6.0,-988.0,-180.0,3
14,20.0,-260.0,-91.0,-19.0,15.0,-8.0,-4.0,-983.0,-184.0,3
15,18.0,-259.0,-86.0,-19.0,16.0,-7.0,-6.0,-978.0,-182.0,3
16,21.0,-258.0,-84.0,-20.0,16.0,-8.0,-6.0,-982.0,-185.0,3
17,20.0,-259.0,-85.0,-21.0,15.0,-7.0,-6.0,-985.0,-185.0,3
18,17.0,-254.0,-85.0,-22.0,13.0,-7.0,-12.0,-978.0,-185.0,3
19,19.0,-258.0,-83.0,-23.0,12.0,-7.0,-3.0,-979.0,-191.0,3
20,20.0,-258.0,-85.0,-24.0,11.0,-7.0,-7.0,-981.0,-184.0,3
21,18.0,-257.0,-86.0,-25.0,9.0,-5.0,-12.0,-983.0,-185.0,3
22,18.0,-259.0,-88.0,-25.0,8.0,-3.0,-2.0,-977.0,-187.0,3
23,18.0,-259.0,-86.0,-27.0,9.0,-3.0,-12.0,-983.0,-181.0,3
24,17.0,-256.0,-86.0,-27.0,9.0,-3.0,-4.0,-985.0,-180.0,3
25,19.0,-259.0,-88.0,-29.0,8.0,-3.0,-8.0,-985.0,-182.0,3
26,18.0,-258.0,-85.0,-28.0,9.0,-4.0,-2.0,-978.0,-181.0,3
27,19.0,-261.0,-86.0,-29.0,10.0,-4.0,-6.0,-981.0,-179.0,3
28,18.0,-260.0,-83.0,-28.0,13.0,-5.0,-5.0,-984.0,-180.0,3
29,21.0,-257.0,-87.0,-29.0,14.0,-4.0,-4.0,-984.0,-185.0,3
30,20.0,-257.0,-85.0,-29.0,17.0,-3.0,-5.0,-981.0,-180.0,3
31,18.0,-259.0,-89.0,-30.0,18.0,-5.0,-8.0,-985.0,-183.0,3
32,21.0,-259.0,-87.0,-30.0,18.0,-5.0,-6.0,-980.0,-181.0,3
33,17.0,-257.0,-87.0,-29.0,16.0,-4.0,-10.0,-983.0,-177.0,3
34,21.0,-257.0,-82.0,-29.0,17.0,-5.0,-2.0,-989.0,-180.0,3
35,20.0,-257.0,-87.0,-28.0,17.0,-5.0,-3.0,-980.0,-180.0,3
36,21.0,-258.0,-84.0,-26.0,17.0,-5.0,-5.0,-981.0,-176.0,3
37,17.0,-257.0,-84.0,-26.0,16.0,-5.0,-4.0,-981.0,-180.0,3
38,21.0,-259.0,-84.0,-27.0,16.0,-5.0,-8.0,-986.0,-181.0,3
39,20.0,-258.0,-86.0,-27.0,17.0,-5.0,-11.0,-985.0,-179.0,3
40,18.0,-258.0,-86.0,-25.0,16.0,-7.0,-7.0,-986.0,-180.0,3
