,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
1855,-2.0,-219.0,-108.0,9.0,1138.0,502.0,3.0,-853.0,-291.0,6
1856,-2.0,-224.0,-105.0,-2.0,1148.0,495.0,-13.0,-855.0,-292.0,6
1857,-9.0,-220.0,-110.0,-17.0,1152.0,480.0,-24.0,-852.0,-289.0,6
1858,-12.0,-219.0,-102.0,-36.0,1149.0,464.0,-40.0,-848.0,-276.0,6
1859,-16.0,-220.0,-100.0,-54.0,1139.0,445.0,-53.0,-846.0,-267.0,6
1860,-17.0,-222.0,-95.0,-66.0,1125.0,431.0,-75.0,-845.0,-248.0,6
1861,-27.0,-220.0,-96.0,-72.0,1104.0,415.0,-81.0,-852.0,-235.0,6
1862,-23.0,-223.0,-90.0,-68.0,1081.0,405.0,-88.0,-854.0,-231.0,6
1863,-30.0,-226.0,-90.0,-57.0,1054.0,392.0,-98.0,-860.0,-226.0,6
1864,-28.0,-221.0,-88.0,-41.0,1031.0,383.0,-105.0,-861.0,-228.0,6
1865,-28.0,-222.0,-91.0,-29.0,1009.0,372.0,-109.0,-857.0,-228.0,6
1866,-26.0,-224.0,-92.0,-21.0,990.0,362.0,-105.0,-855.0,-227.0,6
1867,-27.0,-219.0,-88.0,-18.0,975.0,350.0,-100.0,-844.0,-221.0,6
1868,-24.0,-217.0,-87.0,-17.0,961.0,339.0,-96.0,-840.0,-214.0,6
1869,-23.0,-215.0,-82.0,-15.0,948.0,329.0,-86.0,-832.0,-207.0,6
1870,-24.0,-216.0,-84.0,-12.0,942.0,319.0,-83.0,-836.0,-197.0,6
1871,-19.0,-218.0,-83.0,-2.0,938.0,306.0,-79.0,-841.0,-197.0,6
1872,-16.0,-220.0,-86.0,9.0,938.0,296.0,-70.0,-848.0,-199.0,6
1873,-13.0,-224.0,-83.0,18.0,940.0,282.0,-55.0,-854.0,-200.0,6
1874,-12.0,-224.0,-84.0,25.0,948.0,265.0,-39.0,-860.0,-195.0,6
1875,-6.0,-226.0,-84.0,32.0,959.0,249.0,-32.0,-868.0,-200.0,6
1876,-7.0,-226.0,-79.0,39.0,973.0,232.0,-18.0,-872.0,-200.0,6
1877,-4.0,-227.0,-83.0,43.0,988.0,217.0,-17.0,-872.0,-201.0,6
1878,-3.0,-225.0,-85.0,43.0,1002.0,202.0,-10.0,-863.0,-194.0,6
1879,-2.0,-226.0,-84.0,40.0,1016.0,190.0,-8.0,-861.0,-201.0,6
1880,-4.0,-220.0,-81.0,37.0,1028.0,177.0,-8.0,-853.0,-189.0,6
1881,-3.0,-219.0,-81.0,35.0,1039.0,167.0,-11.0,-837.0,-188.0,6
1882,-5.0,-212.0,-83.0,32.0,1047.0,159.0,-13.0,-826.0,-186.0,6
1883,-3.0,-210.0,-72.0,28.0,1051.0,149.0,-8.0,-814.0,-183.0,6
1884,-3.0,-208.0,-73.0,28.0,1050.0,138.0,-7.0,-798.0,-176.0,6
1885,-5.0,-203.0,-74.0,27.0,1044.0,124.0,-7.0,-788.0,-175.0,6
1886,-6.0,-196.0,-74.0,26.0,1031.0,106.0,-7.0,-774.0,-167.0,6
1887,-4.0,-196.0,-75.0,27.0,1009.0,90.0,-6.0,-766.0,-162.0,6
1888,-3.0,-193.0,-79.0,31.0,980.0,70.0,-10.0,-753.0,-158.0,6
1889,-9.0,-190.0,-71.0,41.0,952.0,57.0,-16.0,-745.0,-151.0,6
1890,-4.0,-194.0,-72.0,50.0,934.0,47.0,-13.0,-743.0,-155.0,6
1891,-3.0,-191.0,-74.0,60.0,929.0,39.0,-15.0,-739.0,-156.0,6
1892,-1.0,-190.0,-81.0,65.0,937.0,29.0,-7.0,-726.0,-166.0,6
1893,3.0,-184.0,-76.0,63.0,957.0,17.0,3.0,-718.0,-170.0,6
1894,10.0,-182.0,-81.0,56.0,988.0,-1.0,34.0,-704.0,-184.0,6
1895,18.0,-178.0,-83.0,44.0,1029.0,-23.0,54.0,-681.0,-190.0,6
1896,24.0,-171.0,-84.0,35.0,1082.0,-51.0,87.0,-653.0,-189.0,6
1897,33.0,-167.0,-80.0,33.0,1144.0,-84.0,110.0,-628.0,-187.0,6
1898,33.0,-153.0,-78.0,39.0,1208.0,-116.0,128.0,-598.0,-184.0,6
1899,39.0,-151.0,-74.0,56.0,1265.0,-146.0,141.0,-580.0,-177.0,6
1900,42.0,-148.0,-72.0,82.0,1313.0,-168.0,143.0,-555.0,-164.0,6
1901,39.0,-141.0,-75.0,104.0,1346.0,-185.0,152.0,-529.0,-153.0,6
1902,40.0,-136.0,-74.0,127.0,1368.0,-195.0,146.0,-519.0,-154.0,6
1903,39.0,-131.0,-76.0,138.0,1384.0,-197.0,149.0,-509.0,-162.0,6
1904,36.0,-131.0,-80.0,133.0,1399.0,-200.0,145.0,-505.0,-178.0,6
1905,39.0,-136.0,-77.0,111.0,1422.0,-201.0,139.0,-516.0,-175.0,6
1906,34.0,-138.0,-77.0,79.0,1449.0,-194.0,135.0,-531.0,-171.0,6
1907,35.0,-150.0,-75.0,39.0,1481.0,-181.0,130.0,-572.0,-159.0,6
1908,26.0,-161.0,-72.0,-5.0,1509.0,-165.0,113.0,-614.0,-150.0,6
1909,20.0,-177.0,-66.0,-44.0,1533.0,-145.0,90.0,-688.0,-136.0,6
1910,17.0,-193.0,-63.0,-75.0,1548.0,-126.0,55.0,-746.0,-120.0,6
1911,7.0,-206.0,-61.0,-85.0,1551.0,-111.0,34.0,-802.0,-105.0,6
1912,2.0,-221.0,-59.0,-77.0,1542.0,-103.0,11.0,-855.0,-100.0,6
1913,-2.0,-233.0,-59.0,-44.0,1514.0,-96.0,-7.0,-893.0,-97.0,6
1914,-9.0,-241.0,-57.0,5.0,1474.0,-94.0,-19.0,-919.0,-93.0,6
1915,-11.0,-243.0,-58.0,65.0,1420.0,-97.0,-37.0,-930.0,-99.0,6
1916,-16.0,-243.0,-64.0,125.0,1360.0,-101.0,-51.0,-930.0,-115.0,6
1917,-16.0,-236.0,-66.0,176.0,1297.0,-107.0,-67.0,-925.0,-137.0,6
1918,-18.0,-240.0,-72.0,215.0,1231.0,-110.0,-75.0,-919.0,-152.0,6
1919,-21.0,-239.0,-71.0,238.0,1165.0,-111.0,-80.0,-911.0,-160.0,6
1920,-23.0,-235.0,-75.0,255.0,1107.0,-109.0,-84.0,-912.0,-158.0,6
1921,-23.0,-238.0,-73.0,271.0,1060.0,-100.0,-78.0,-918.0,-165.0,6
1922,-27.0,-230.0,-80.0,283.0,1024.0,-88.0,-72.0,-931.0,-168.0,6
1923,-18.0,-245.0,-77.0,292.0,992.0,-76.0,-77.0,-949.0,-173.0,6
1924,-21.0,-249.0,-76.0,293.0,962.0,-66.0,-80.0,-963.0,-181.0,6
1925,-29.0,-252.0,-82.0,286.0,935.0,-54.0,-104.0,-980.0,-191.0,6
1926,-34.0,-255.0,-84.0,265.0,913.0,-39.0,-127.0,-990.0,-202.0,6
1927,-39.0,-256.0,-85.0,233.0,890.0,-23.0,-145.0,-996.0,-204.0,6
1928,-44.0,-257.0,-84.0,197.0,871.0,-14.0,-161.0,-999.0,-201.0,6
1929,-49.0,-256.0,-84.0,156.0,858.0,-10.0,-177.0,-992.0,-192.0,6
1930,-50.0,-256.0,-76.0,111.0,848.0,-8.0,-187.0,-991.0,-178.0,6
1931,-51.0,-255.0,-72.0,67.0,833.0,-4.0,-194.0,-992.0,-152.0,6
1932,-53.0,-258.0,-61.0,23.0,799.0,2.0,-191.0,-1002.0,-125.0,6
1933,-54.0,-258.0,-56.0,-14.0,748.0,12.0,-191.0,-998.0,-101.0,6
1934,-50.0,-262.0,-55.0,-37.0,684.0,20.0,-184.0,-1008.0,-80.0,6
1935,-50.0,-264.0,-49.0,-44.0,626.0,27.0,-180.0,-1017.0,-62.0,6
