,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,10.0,-251.0,-8.0,37.0,-27.0,-9.0,19.0,-1022.0,-7.0,3
1,5.0,-247.0,-4.0,42.0,-28.0,-8.0,20.0,-1022.0,-10.0,3
2,10.0,-248.0,-2.0,45.0,-30.0,-8.0,17.0,-1020.0,0.0,3
3,7.0,-246.0,-4.0,49.0,-32.0,-9.0,22.0,-1021.0,-3.0,3
4,11.0,-249.0,-1.0,53.0,-32.0,-9.0,17.0,-1020.0,-3.0,3
5,7.0,-237.0,-9.0,56.0,-35.0,-6.0,22.0,-1015.0,-7.0,3
6,11.0,-249.0,-7.0,60.0,-35.0,-7.0,20.0,-1014.0,0.0,3
7,10.0,-246.0,-4.0,64.0,-36.0,-8.0,24.0,-1013.0,-17.0,3
8,9.0,-247.0,-3.0,66.0,-37.0,-8.0,24.0,-1010.0,-8.0,3
9,14.0,-246.0,-4.0,68.0,-38.0,-8.0,26.0,-1016.0,-10.0,3
10,14.0,-248.0,-7.0,68.0,-39.0,-10.0,24.0,-1009.0,-16.0,3
11,13.0,-247.0,-4.0,66.0,-39.0,-11.0,19.0,-1009.0,-10.0,3
12,10.0,-245.0,-7.0,63.0,-41.0,-10.0,22.0,-1005.0,-16.0,3
13,11.0,-245.0,-5.0,62.0,-39.0,-10.0,24.0,-1010.0,-14.0,3
14,14.0,-247.0,0.0,64.0,-41.0,-10.0,25.0,-1005.0,-2.0,3
15,10.0,-245.0,-4.0,65.0,-43.0,-8.0,21.0,-1010.0,-1.0,3
16,12.0,-245.0,-5.0,67.0,-45.0,-8.0,19.0,-1013.0,0.0,3
17,7.0,-243.0,-1.0,71.0,-46.0,-7.0,23.0,-1007.0,-2.0,3
18,12.0,-242.0,-2.0,73.0,-45.0,-6.0,17.0,-1003.0,4.0,3
19,9.0,-240.0,-3.0,76.0,-43.0,-4.0,20.0,-998.0,0.0,3
20,13.0,-242.0,-1.0,73.0,-39.0,-3.0,28.0,-992.0,-4.0,3
21,9.0,-242.0,-4.0,70.0,-36.0,-2.0,23.0,-994.0,-5.0,3
22,11.0,-240.0,-8.0,66.0,-36.0,-1.0,18.0,-984.0,-13.0,3
23,7.0,-239.0,-10.0,64.0,-40.0,3.0,15.0,-982.0,-27.0,3
24,5.0,-236.0,-16.0,60.0,-45.0,9.0,5.0,-977.0,-45.0,3
25,1.0,-233.0,-12.0,59.0,-52.0,11.0,-6.0,-968.0,-47.0,3
26,-3.0,-231.0,-18.0,57.0,-61.0,13.0,-20.0,-959.0,-58.0,3
27,-5.0,-233.0,-18.0,55.0,-76.0,13.0,-37.0,-959.0,-62.0,3
28,-8.0,-229.0,-24.0,48.0,-96.0,14.0,-60.0,-953.0,-69.0,3
29,-16.0,-229.0,-20.0,41.0,-111.0,14.0,-75.0,-948.0,-79.0,3
30,-20.0,-227.0,-23.0,30.0,-121.0,16.0,-97.0,-938.0,-88.0,3
31,-25.0,-226.0,-25.0,20.0,-130.0,14.0,-121.0,-934.0,-92.0,3
32,-30.0,-224.0,-24.0,9.0,-147.0,10.0,-142.0,-925.0,-87.0,3
33,-35.0,-228.0,-22.0,-4.0,-168.0,5.0,-164.0,-926.0,-76.0,3
34,-43.0,-222.0,-17.0,-24.0,-198.0,-2.0,-183.0,-923.0,-62.0,3
35,-45.0,-223.0,-15.0,-48.0,-231.0,-13.0,-204.0,-926.0,-53.0,3
36,-49.0,-226.0,-13.0,-74.0,-265.0,-25.0,-210.0,-923.0,-42.0,3
