,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
3043,4.0,-236.0,22.0,220.0,-113.0,-12.0,12.0,-929.0,212.0,6
3044,0.0,-236.0,26.0,233.0,-121.0,-2.0,6.0,-925.0,220.0,6
3045,0.0,-239.0,27.0,244.0,-130.0,6.0,4.0,-923.0,228.0,6
3046,0.0,-236.0,26.0,249.0,-142.0,17.0,7.0,-915.0,242.0,6
3047,0.0,-231.0,32.0,253.0,-156.0,31.0,7.0,-917.0,250.0,6
3048,2.0,-237.0,32.0,254.0,-173.0,43.0,7.0,-920.0,255.0,6
3049,-6.0,-234.0,31.0,252.0,-188.0,51.0,-4.0,-920.0,264.0,6
3050,-7.0,-238.0,36.0,241.0,-206.0,55.0,-19.0,-925.0,274.0,6
3051,-7.0,-231.0,42.0,232.0,-223.0,60.0,-33.0,-929.0,283.0,6
3052,-10.0,-234.0,40.0,231.0,-243.0,66.0,-39.0,-919.0,295.0,6
3053,-11.0,-234.0,43.0,231.0,-261.0,77.0,-36.0,-916.0,292.0,6
3054,-7.0,-233.0,42.0,229.0,-274.0,89.0,-34.0,-911.0,288.0,6
3055,-8.0,-235.0,38.0,226.0,-283.0,98.0,-32.0,-919.0,289.0,6
3056,-7.0,-236.0,34.0,221.0,-287.0,104.0,-31.0,-916.0,279.0,6
3057,-4.0,-236.0,39.0,212.0,-291.0,106.0,-21.0,-921.0,277.0,6
3058,-4.0,-236.0,37.0,196.0,-293.0,106.0,-15.0,-922.0,270.0,6
3059,1.0,-239.0,37.0,182.0,-295.0,103.0,0.0,-933.0,266.0,6
3060,4.0,-242.0,32.0,167.0,-299.0,96.0,10.0,-944.0,263.0,6
3061,6.0,-244.0,29.0,154.0,-299.0,89.0,23.0,-954.0,255.0,6
3062,11.0,-241.0,41.0,149.0,-296.0,80.0,36.0,-961.0,255.0,6
3063,12.0,-248.0,30.0,151.0,-289.0,68.0,47.0,-966.0,256.0,6
3064,17.0,-249.0,29.0,164.0,-280.0,59.0,53.0,-973.0,250.0,6
3065,19.0,-250.0,32.0,182.0,-267.0,47.0,58.0,-968.0,250.0,6
3066,18.0,-250.0,29.0,207.0,-251.0,37.0,63.0,-968.0,247.0,6
3067,17.0,-247.0,30.0,233.0,-236.0,29.0,67.0,-964.0,251.0,6
3068,18.0,-245.0,31.0,264.0,-222.0,21.0,63.0,-958.0,246.0,6
3069,18.0,-243.0,35.0,297.0,-210.0,18.0,62.0,-948.0,254.0,6
3070,17.0,-240.0,33.0,327.0,-199.0,15.0,64.0,-933.0,263.0,6
3071,15.0,-236.0,36.0,353.0,-192.0,14.0,58.0,-921.0,267.0,6
3072,19.0,-234.0,37.0,368.0,-185.0,15.0,62.0,-907.0,270.0,6
3073,15.0,-233.0,38.0,378.0,-181.0,18.0,63.0,-898.0,282.0,6
3074,17.0,-225.0,39.0,377.0,-177.0,21.0,67.0,-885.0,285.0,6
3075,17.0,-221.0,42.0,368.0,-174.0,25.0,63.0,-876.0,294.0,6
3076,18.0,-218.0,44.0,351.0,-169.0,27.0,64.0,-861.0,298.0,6
3077,17.0,-216.0,42.0,326.0,-165.0,29.0,66.0,-854.0,305.0,6
3078,18.0,-216.0,47.0,296.0,-159.0,31.0,67.0,-851.0,303.0,6
3079,16.0,-214.0,44.0,261.0,-155.0,33.0,71.0,-848.0,303.0,6
3080,21.0,-218.0,38.0,225.0,-148.0,34.0,69.0,-853.0,302.0,6
3081,16.0,-220.0,44.0,192.0,-145.0,35.0,66.0,-846.0,308.0,6
3082,17.0,-221.0,42.0,155.0,-142.0,35.0,68.0,-855.0,306.0,6
3083,17.0,-217.0,47.0,125.0,-139.0,36.0,71.0,-854.0,310.0,6
3084,20.0,-213.0,46.0,98.0,-134.0,37.0,67.0,-862.0,305.0,6
3085,19.0,-222.0,45.0,76.0,-128.0,40.0,63.0,-880.0,310.0,6
3086,16.0,-225.0,50.0,58.0,-123.0,45.0,57.0,-887.0,309.0,6
3087,14.0,-228.0,44.0,45.0,-116.0,48.0,53.0,-892.0,310.0,6
3088,14.0,-229.0,47.0,32.0,-112.0,52.0,52.0,-895.0,316.0,6
3089,11.0,-230.0,44.0,23.0,-109.0,57.0,47.0,-902.0,317.0,6
3090,11.0,-228.0,46.0,15.0,-112.0,64.0,45.0,-896.0,314.0,6
3091,7.0,-229.0,40.0,9.0,-119.0,70.0,39.0,-905.0,299.0,6
3092,13.0,-229.0,42.0,0.0,-130.0,77.0,34.0,-897.0,303.0,6
3093,10.0,-231.0,43.0,-8.0,-142.0,84.0,45.0,-897.0,298.0,6
3094,12.0,-230.0,41.0,-19.0,-161.0,92.0,45.0,-895.0,302.0,6
3095,9.0,-225.0,41.0,-28.0,-184.0,101.0,49.0,-892.0,302.0,6
3096,10.0,-227.0,45.0,-36.0,-208.0,109.0,50.0,-887.0,295.0,6
3097,11.0,-226.0,40.0,-47.0,-230.0,117.0,41.0,-887.0,289.0,6
3098,9.0,-222.0,35.0,-56.0,-245.0,126.0,36.0,-884.0,272.0,6
3099,12.0,-226.0,35.0,-64.0,-254.0,134.0,34.0,-878.0,258.0,6
3100,3.0,-220.0,27.0,-71.0,-254.0,141.0,20.0,-861.0,247.0,6
3101,5.0,-217.0,28.0,-83.0,-249.0,152.0,13.0,-853.0,234.0,6
3102,5.0,-214.0,23.0,-97.0,-237.0,161.0,-3.0,-838.0,229.0,6
3103,-3.0,-207.0,27.0,-116.0,-226.0,174.0,-9.0,-825.0,223.0,6
3104,-5.0,-208.0,25.0,-134.0,-215.0,186.0,-19.0,-802.0,226.0,6
3105,-3.0,-202.0,25.0,-151.0,-207.0,202.0,-25.0,-797.0,222.0,6
3106,-3.0,-198.0,24.0,-164.0,-201.0,217.0,-23.0,-782.0,223.0,6
3107,-6.0,-200.0,24.0,-178.0,-199.0,234.0,-26.0,-774.0,225.0,6
3108,-4.0,-195.0,26.0,-186.0,-197.0,252.0,-27.0,-762.0,231.0,6
3109,0.0,-195.0,30.0,-190.0,-196.0,270.0,-21.0,-760.0,240.0,6
3110,0.0,-191.0,31.0,-190.0,-188.0,287.0,-9.0,-745.0,247.0,6
3111,2.0,-189.0,34.0,-192.0,-179.0,303.0,5.0,-742.0,257.0,6
3112,5.0,-188.0,37.0,-190.0,-170.0,320.0,12.0,-750.0,279.0,6
3113,8.0,-191.0,41.0,-190.0,-159.0,334.0,18.0,-755.0,290.0,6
3114,10.0,-196.0,42.0,-186.0,-150.0,349.0,34.0,-763.0,304.0,6
3115,11.0,-197.0,43.0,-181.0,-143.0,361.0,42.0,-772.0,312.0,6
3116,13.0,-204.0,46.0,-171.0,-135.0,373.0,51.0,-788.0,318.0,6
