,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,5.0,-245.0,-96.0,-11.0,67.0,-2.0,45.0,-918.0,-425.0,2
1,3.0,-240.0,-94.0,-8.0,66.0,-3.0,49.0,-912.0,-426.0,2
2,6.0,-241.0,-98.0,-8.0,64.0,-5.0,56.0,-915.0,-428.0,2
3,7.0,-241.0,-95.0,-9.0,62.0,-8.0,58.0,-914.0,-433.0,2
4,4.0,-239.0,-92.0,-10.0,63.0,-8.0,55.0,-916.0,-427.0,2
5,4.0,-237.0,-96.0,-9.0,64.0,-9.0,57.0,-917.0,-428.0,2
6,4.0,-237.0,-85.0,-8.0,64.0,-11.0,58.0,-919.0,-424.0,2
7,7.0,-257.0,-91.0,-6.0,66.0,-11.0,54.0,-920.0,-414.0,2
8,1.0,-242.0,-94.0,-4.0,69.0,-11.0,54.0,-922.0,-415.0,2
9,7.0,-241.0,-95.0,-6.0,70.0,-9.0,52.0,-926.0,-417.0,2
10,4.0,-240.0,-92.0,-7.0,69.0,-10.0,50.0,-923.0,-416.0,2
11,3.0,-244.0,-91.0,-7.0,69.0,-7.0,46.0,-926.0,-413.0,2
12,6.0,-244.0,-92.0,-7.0,69.0,-5.0,43.0,-927.0,-412.0,2
13,7.0,-241.0,-92.0,-6.0,69.0,-5.0,46.0,-928.0,-407.0,2
14,8.0,-240.0,-90.0,-5.0,68.0,-4.0,51.0,-929.0,-412.0,2
15,7.0,-241.0,-93.0,-1.0,67.0,-4.0,46.0,-932.0,-419.0,2
16,5.0,-239.0,-98.0,3.0,69.0,-5.0,51.0,-925.0,-415.0,2
17,6.0,-243.0,-93.0,5.0,68.0,-8.0,51.0,-930.0,-414.0,2
18,7.0,-244.0,-92.0,9.0,69.0,-12.0,54.0,-927.0,-413.0,2
19,2.0,-242.0,-91.0,12.0,71.0,-15.0,54.0,-931.0,-415.0,2
20,6.0,-240.0,-95.0,14.0,71.0,-15.0,52.0,-924.0,-411.0,2
21,4.0,-244.0,-90.0,15.0,72.0,-14.0,52.0,-920.0,-414.0,2
22,3.0,-244.0,-89.0,11.0,71.0,-15.0,50.0,-921.0,-414.0,2
23,5.0,-241.0,-95.0,10.0,70.0,-13.0,50.0,-918.0,-418.0,2
24,5.0,-241.0,-92.0,8.0,68.0,-10.0,42.0,-919.0,-417.0,2
25,5.0,-238.0,-92.0,8.0,67.0,-9.0,43.0,-917.0,-417.0,2
26,-4.0,-247.0,-90.0,6.0,64.0,-5.0,40.0,-922.0,-416.0,2
27,1.0,-239.0,-91.0,4.0,63.0,-3.0,37.0,-921.0,-407.0,2
28,3.0,-242.0,-88.0,3.0,61.0,1.0,38.0,-917.0,-414.0,2
29,3.0,-239.0,-91.0,-1.0,58.0,4.0,36.0,-919.0,-418.0,2
30,2.0,-245.0,-92.0,-4.0,57.0,5.0,36.0,-919.0,-416.0,2
31,4.0,-233.0,-86.0,-8.0,54.0,6.0,42.0,-917.0,-414.0,2
32,5.0,-236.0,-91.0,-11.0,54.0,7.0,39.0,-919.0,-417.0,2
33,-4.0,-240.0,-82.0,-11.0,52.0,8.0,40.0,-919.0,-416.0,2
34,3.0,-244.0,-97.0,-13.0,51.0,7.0,41.0,-919.0,-412.0,2
35,1.0,-238.0,-90.0,-13.0,49.0,6.0,50.0,-916.0,-417.0,2
36,5.0,-245.0,-91.0,-14.0,48.0,6.0,43.0,-915.0,-418.0,2
37,5.0,-240.0,-92.0,-16.0,48.0,4.0,54.0,-921.0,-419.0,2
