,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,-24.0,-236.0,-58.0,-97.0,76.0,150.0,-123.0,-917.0,-156.0,3
1,-19.0,-238.0,-55.0,-98.0,75.0,146.0,-108.0,-918.0,-155.0,3
2,-18.0,-236.0,-55.0,-101.0,75.0,137.0,-96.0,-920.0,-151.0,3
3,-17.0,-239.0,-55.0,-106.0,74.0,134.0,-101.0,-927.0,-156.0,3
4,-15.0,-242.0,-55.0,-113.0,73.0,131.0,-94.0,-934.0,-148.0,3
5,-10.0,-246.0,-57.0,-117.0,74.0,129.0,-67.0,-932.0,-151.0,3
6,-6.0,-241.0,-52.0,-117.0,85.0,119.0,-67.0,-948.0,-145.0,3
7,0.0,-252.0,-53.0,-114.0,98.0,118.0,-72.0,-947.0,-137.0,3
8,-5.0,-246.0,-39.0,-113.0,108.0,115.0,-73.0,-947.0,-134.0,3
9,-8.0,-246.0,-50.0,-104.0,111.0,117.0,-73.0,-951.0,-138.0,3
10,-7.0,-250.0,-50.0,-94.0,114.0,118.0,-66.0,-950.0,-142.0,3
11,-11.0,-253.0,-58.0,-90.0,119.0,126.0,-53.0,-950.0,-150.0,3
12,-1.0,-245.0,-55.0,-93.0,126.0,129.0,-48.0,-948.0,-157.0,3
13,-3.0,-251.0,-53.0,-102.0,136.0,134.0,-54.0,-947.0,-154.0,3
14,-9.0,-245.0,-74.0,-115.0,146.0,133.0,-60.0,-956.0,-155.0,3
15,-6.0,-247.0,-52.0,-124.0,154.0,139.0,-63.0,-957.0,-144.0,3
16,-5.0,-247.0,-36.0,-131.0,165.0,137.0,-69.0,-960.0,-136.0,3
17,-4.0,-251.0,-47.0,-129.0,172.0,139.0,-73.0,-963.0,-134.0,3
18,-2.0,-250.0,-49.0,-127.0,182.0,138.0,-74.0,-971.0,-131.0,3
19,-10.0,-245.0,-51.0,-122.0,190.0,136.0,-79.0,-965.0,-120.0,3
20,-20.0,-252.0,-56.0,-112.0,198.0,132.0,-81.0,-957.0,-123.0,3
21,-11.0,-244.0,-56.0,-101.0,209.0,130.0,-92.0,-952.0,-128.0,3
22,-24.0,-243.0,-56.0,-93.0,218.0,124.0,-96.0,-949.0,-132.0,3
23,-24.0,-249.0,-52.0,-89.0,225.0,122.0,-102.0,-946.0,-119.0,3
24,-28.0,-250.0,-48.0,-88.0,227.0,116.0,-104.0,-938.0,-117.0,3
25,-18.0,-245.0,-48.0,-92.0,228.0,112.0,-111.0,-942.0,-117.0,3
26,-23.0,-244.0,-51.0,-105.0,228.0,104.0,-117.0,-946.0,-125.0,3
27,-21.0,-247.0,-49.0,-117.0,229.0,101.0,-123.0,-947.0,-133.0,3
28,-21.0,-248.0,-51.0,-128.0,231.0,97.0,-127.0,-951.0,-137.0,3
29,-27.0,-254.0,-52.0,-133.0,234.0,95.0,-131.0,-955.0,-138.0,3
30,-26.0,-251.0,-53.0,-132.0,236.0,91.0,-136.0,-962.0,-135.0,3
31,-25.0,-250.0,-53.0,-127.0,234.0,87.0,-144.0,-966.0,-141.0,3
32,-28.0,-248.0,-53.0,-120.0,225.0,85.0,-142.0,-951.0,-139.0,3
33,-29.0,-245.0,-57.0,-105.0,218.0,85.0,-138.0,-945.0,-156.0,3
34,-25.0,-239.0,-55.0,-93.0,216.0,87.0,-132.0,-927.0,-159.0,3
35,-35.0,-234.0,-65.0,-85.0,221.0,91.0,-126.0,-921.0,-167.0,3
36,-23.0,-247.0,-61.0,-79.0,232.0,96.0,-120.0,-912.0,-172.0,3
37,-27.0,-242.0,-55.0,-81.0,245.0,102.0,-118.0,-910.0,-175.0,3
38,-18.0,-226.0,-56.0,-94.0,258.0,102.0,-121.0,-911.0,-185.0,3
39,-27.0,-242.0,-65.0,-109.0,267.0,103.0,-129.0,-914.0,-182.0,3
