,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
140,18.0,-240.0,21.0,-88.0,17.0,-473.0,71.0,-975.0,119.0,5
141,22.0,-239.0,24.0,-90.0,9.0,-456.0,69.0,-963.0,131.0,5
142,21.0,-241.0,25.0,-72.0,-2.0,-437.0,79.0,-968.0,137.0,5
143,26.0,-238.0,26.0,-53.0,-18.0,-414.0,83.0,-979.0,132.0,5
144,23.0,-238.0,27.0,-46.0,-35.0,-394.0,86.0,-979.0,131.0,5
145,29.0,-242.0,26.0,-50.0,-47.0,-376.0,95.0,-983.0,137.0,5
146,29.0,-245.0,31.0,-49.0,-53.0,-365.0,101.0,-998.0,145.0,5
147,28.0,-245.0,33.0,-47.0,-53.0,-356.0,105.0,-999.0,136.0,5
148,28.0,-246.0,29.0,-47.0,-51.0,-347.0,110.0,-1008.0,143.0,5
149,35.0,-252.0,29.0,-47.0,-48.0,-339.0,122.0,-1010.0,135.0,5
150,35.0,-247.0,28.0,-44.0,-45.0,-332.0,126.0,-1011.0,150.0,5
151,35.0,-251.0,30.0,-33.0,-44.0,-327.0,129.0,-1017.0,151.0,5
152,35.0,-248.0,27.0,-20.0,-46.0,-329.0,129.0,-1012.0,149.0,5
153,33.0,-247.0,30.0,-4.0,-46.0,-329.0,125.0,-1005.0,154.0,5
154,34.0,-249.0,27.0,7.0,-50.0,-325.0,121.0,-1010.0,141.0,5
155,30.0,-247.0,28.0,6.0,-60.0,-326.0,118.0,-1001.0,145.0,5
156,32.0,-245.0,28.0,10.0,-70.0,-331.0,118.0,-991.0,141.0,5
157,33.0,-239.0,23.0,20.0,-73.0,-333.0,124.0,-983.0,127.0,5
158,36.0,-240.0,23.0,26.0,-66.0,-331.0,127.0,-968.0,123.0,5
159,39.0,-238.0,21.0,26.0,-56.0,-325.0,128.0,-969.0,112.0,5
160,36.0,-240.0,19.0,22.0,-47.0,-318.0,134.0,-967.0,109.0,5
161,40.0,-234.0,16.0,14.0,-41.0,-316.0,141.0,-961.0,105.0,5
162,44.0,-237.0,21.0,6.0,-25.0,-305.0,148.0,-958.0,114.0,5
163,44.0,-240.0,26.0,1.0,-9.0,-296.0,162.0,-967.0,119.0,5
164,44.0,-239.0,24.0,-6.0,7.0,-288.0,162.0,-974.0,121.0,5
165,45.0,-235.0,24.0,-8.0,20.0,-274.0,161.0,-972.0,123.0,5
166,53.0,-242.0,25.0,-9.0,28.0,-264.0,172.0,-975.0,117.0,5
167,47.0,-241.0,23.0,-6.0,29.0,-253.0,179.0,-979.0,118.0,5
168,48.0,-241.0,20.0,-6.0,27.0,-243.0,184.0,-980.0,111.0,5
169,51.0,-238.0,21.0,0.0,26.0,-239.0,190.0,-977.0,114.0,5
170,49.0,-236.0,18.0,5.0,26.0,-230.0,176.0,-970.0,111.0,5
171,47.0,-237.0,22.0,9.0,25.0,-219.0,171.0,-975.0,104.0,5
172,46.0,-241.0,22.0,10.0,14.0,-212.0,172.0,-971.0,103.0,5
173,46.0,-241.0,19.0,13.0,5.0,-207.0,166.0,-966.0,108.0,5
174,47.0,-236.0,14.0,16.0,-3.0,-202.0,172.0,-967.0,105.0,5
175,45.0,-237.0,20.0,7.0,-13.0,-197.0,172.0,-969.0,103.0,5
176,48.0,-239.0,18.0,-5.0,-20.0,-197.0,172.0,-967.0,105.0,5
