,acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label
0,-9.0,-246.0,19.0,99.0,-121.0,0.0,-28.0,-1008.0,104.0,3
1,-5.0,-250.0,19.0,96.0,-122.0,5.0,-33.0,-1015.0,98.0,3
2,-4.0,-250.0,18.0,95.0,-121.0,9.0,-26.0,-1021.0,94.0,3
3,-3.0,-251.0,17.0,94.0,-121.0,11.0,-18.0,-1023.0,97.0,3
4,-2.0,-253.0,19.0,93.0,-120.0,10.0,-10.0,-1019.0,101.0,3
5,1.0,-251.0,22.0,92.0,-120.0,11.0,2.0,-1023.0,106.0,3
6,3.0,-253.0,21.0,89.0,-121.0,6.0,4.0,-1025.0,110.0,3
7,3.0,-253.0,15.0,83.0,-127.0,0.0,4.0,-1022.0,111.0,3
8,3.0,-249.0,26.0,74.0,-136.0,-2.0,9.0,-1024.0,120.0,3
9,5.0,-252.0,26.0,66.0,-142.0,-5.0,19.0,-1030.0,129.0,3
10,6.0,-249.0,25.0,61.0,-146.0,-9.0,24.0,-1025.0,131.0,3
11,10.0,-253.0,25.0,56.0,-152.0,-16.0,29.0,-1016.0,130.0,3
12,8.0,-248.0,23.0,45.0,-159.0,-20.0,33.0,-1013.0,125.0,3
13,7.0,-246.0,19.0,30.0,-166.0,-24.0,30.0,-1007.0,122.0,3
14,9.0,-243.0,21.0,12.0,-173.0,-31.0,30.0,-1001.0,119.0,3
15,7.0,-244.0,16.0,-15.0,-180.0,-39.0,29.0,-995.0,109.0,3
16,3.0,-244.0,23.0,-46.0,-192.0,-44.0,24.0,-996.0,107.0,3
17,8.0,-242.0,22.0,-81.0,-203.0,-50.0,27.0,-994.0,109.0,3
18,9.0,-243.0,18.0,-117.0,-214.0,-51.0,33.0,-987.0,120.0,3
19,14.0,-242.0,23.0,-150.0,-222.0,-51.0,40.0,-991.0,123.0,3
20,15.0,-242.0,18.0,-175.0,-228.0,-54.0,46.0,-998.0,118.0,3
21,14.0,-242.0,9.0,-185.0,-241.0,-53.0,53.0,-998.0,66.0,3
22,21.0,-244.0,8.0,-204.0,-267.0,-51.0,79.0,-989.0,52.0,3
23,29.0,-244.0,9.0,-224.0,-281.0,-53.0,110.0,-999.0,66.0,3
24,35.0,-247.0,10.0,-236.0,-277.0,-53.0,131.0,-999.0,71.0,3
25,34.0,-242.0,7.0,-240.0,-277.0,-50.0,137.0,-1001.0,69.0,3
26,37.0,-247.0,9.0,-239.0,-288.0,-47.0,127.0,-1004.0,70.0,3
27,37.0,-251.0,8.0,-241.0,-307.0,-40.0,124.0,-1014.0,62.0,3
28,28.0,-250.0,10.0,-244.0,-330.0,-31.0,121.0,-1024.0,52.0,3
29,30.0,-253.0,6.0,-242.0,-348.0,-23.0,101.0,-1025.0,46.0,3
30,24.0,-257.0,5.0,-240.0,-359.0,-13.0,87.0,-1034.0,46.0,3
31,21.0,-258.0,5.0,-234.0,-368.0,-1.0,72.0,-1042.0,53.0,3
32,17.0,-258.0,7.0,-224.0,-374.0,8.0,64.0,-1040.0,54.0,3
33,15.0,-254.0,9.0,-216.0,-382.0,15.0,57.0,-1035.0,63.0,3
34,15.0,-252.0,10.0,-213.0,-393.0,21.0,52.0,-1029.0,68.0,3
35,15.0,-250.0,14.0,-214.0,-407.0,27.0,56.0,-1015.0,76.0,3
36,18.0,-250.0,12.0,-221.0,-425.0,33.0,67.0,-1008.0,83.0,3
37,22.0,-246.0,13.0,-235.0,-447.0,36.0,80.0,-1000.0,82.0,3
38,27.0,-245.0,13.0,-258.0,-468.0,38.0,89.0,-998.0,76.0,3
39,35.0,-245.0,14.0,-286.0,-488.0,39.0,115.0,-996.0,86.0,3
40,38.0,-246.0,13.0,-315.0,-507.0,37.0,132.0,-999.0,71.0,3
41,41.0,-247.0,9.0,-343.0,-520.0,31.0,143.0,-999.0,69.0,3
42,43.0,-245.0,7.0,-371.0,-530.0,24.0,157.0,-1003.0,49.0,3
43,47.0,-248.0,2.0,-393.0,-530.0,14.0,170.0,-1003.0,47.0,3
44,48.0,-247.0,-1.0,-409.0,-529.0,5.0,176.0,-1011.0,25.0,3
45,50.0,-248.0,-2.0,-414.0,-519.0,-9.0,179.0,-1017.0,11.0,3
46,47.0,-251.0,-6.0,-409.0,-506.0,-21.0,170.0,-1018.0,-1.0,3
47,48.0,-254.0,-6.0,-398.0,-490.0,-32.0,171.0,-1026.0,-7.0,3
48,47.0,-252.0,-14.0,-381.0,-469.0,-47.0,168.0,-1024.0,-9.0,3
49,48.0,-252.0,-13.0,-360.0,-441.0,-61.0,170.0,-1018.0,-11.0,3
50,46.0,-252.0,-13.0,-335.0,-407.0,-73.0,166.0,-1020.0,-14.0,3
51,44.0,-248.0,-13.0,-313.0,-370.0,-83.0,163.0,-1016.0,-20.0,3
52,44.0,-249.0,-16.0,-297.0,-332.0,-90.0,158.0,-1001.0,-14.0,3
53,44.0,-245.0,-6.0,-288.0,-291.0,-96.0,155.0,-995.0,-8.0,3
54,43.0,-241.0,-10.0,-283.0,-250.0,-100.0,163.0,-985.0,-7.0,3
55,39.0,-238.0,-5.0,-283.0,-209.0,-105.0,150.0,-974.0,2.0,3
56,42.0,-236.0,-6.0,-287.0,-173.0,-105.0,148.0,-965.0,5.0,3
57,40.0,-239.0,-4.0,-294.0,-142.0,-101.0,145.0,-964.0,16.0,3
58,40.0,-239.0,-4.0,-303.0,-114.0,-93.0,140.0,-964.0,24.0,3
59,35.0,-240.0,5.0,-312.0,-90.0,-83.0,132.0,-972.0,46.0,3
60,37.0,-242.0,11.0,-322.0,-73.0,-72.0,135.0,-975.0,63.0,3
61,36.0,-238.0,8.0,-327.0,-60.0,-60.0,137.0,-990.0,69.0,3
62,36.0,-241.0,13.0,-330.0,-45.0,-53.0,126.0,-987.0,75.0,3
63,36.0,-247.0,13.0,-328.0,-26.0,-47.0,128.0,-1001.0,78.0,3
