   1,-251, -12, 161,  90, -14,   8,-1015, -42;
   1,-250, -17, 157,  85, -14,   7,-1015, -41;
   0,-249, -19, 154,  80, -14,   5,-1021, -43;
   3,-247, -13, 149,  77, -13,   5,-1019, -49;
   4,-250, -17, 143,  75, -15,   7,-1020, -47;
   0,-247, -17, 138,  72, -15,  12,-1017, -48;
   2,-247, -17, 131,  71, -15,   6,-1021, -42;
   3,-248, -15, 125,  72, -14,   5,-1022, -55;
   0,-249, -17, 121,  71, -16,   4,-1017, -48;
   3,-250, -19, 117,  69, -15,  11,-1025, -56;
   1,-250, -19, 113,  67, -14,   7,-1026, -46;
   5,-251, -20, 109,  65, -15,  12,-1023, -46;
   4,-250, -20, 104,  61, -15,   9,-1028, -49;
   3,-250, -19,  98,  58, -15,   8,-1027, -49;
   2,-247, -21,  93,  53, -14,   6,-1020, -42;
   4,-247, -16,  86,  49, -15,   6,-1021, -43;
   2,-232, -13,  81,  45, -16,   9,-1019, -39;
   2,-246, -16,  75,  43, -17,   9,-1016, -47;
  -2,-256, -20,  70,  39, -18,   3,-1020, -45;
   3,-249, -17,  66,  36, -18,   7,-1018, -37;
   3,-250, -15,  61,  32, -16,   2,-1016, -37;
   4,-251, -17,  55,  27, -17,   7,-1014, -41;
   3,-250, -17,  50,  25, -15,   4,-1022, -45;
   4,-250, -17,  44,  22, -15,  -3,-1019, -42;
   1,-248, -19,  40,  18, -16,   5,-1022, -41;
   1,-252, -19,  34,  16, -15,   9,-1020, -38;
   6,-247, -15,  32,  13, -17,  10,-1025, -43;
   3,-249, -18,  28,  11, -16,   5,-1021, -46;
   4,-248, -17,  24,   8, -17,  15,-1020, -41;
   3,-249, -18,  22,   7, -16,  11,-1017, -49;
   5,-248, -17,  19,   7, -17,  10,-1018, -41;
   7,-251, -16,  17,   8, -18,  16,-1025, -48;
   8,-250, -19,  14,   6, -17,  18,-1022, -48;
   5,-252, -17,  12,   6, -18,  12,-1027, -47;
   4,-249, -18,  11,   4, -16,  16,-1028, -44;
   3,-250, -21,   9,   5, -16,  17,-1032, -37;
   5,-253, -18,   7,   6, -16,  16,-1032, -43;
   4,-250, -23,   6,   8, -16,  18,-1034, -43;
   6,-252, -18,   7,   6, -16,  20,-1032, -39;
   6,-255, -17,   6,   6, -15,  16,-1032, -34;
   7,-253, -16,   8,   5, -15,  17,-1034, -43;
   5,-247, -19,   9,   6, -14,  14,-1032, -43;
   4,-253, -18,   9,   5, -13,  13,-1032, -42;
   5,-253, -16,  10,   6, -14,  13,-1033, -43;
   6,-250, -15,   9,   8, -12,  18,-1032, -40;
   3,-252, -17,  11,   8, -12,  16,-1034, -43;
   3,-250, -17,  14,   8, -10,  17,-1033, -40;
   6,-252, -20,  15,   9, -10,  18,-1035, -34;
   8,-253, -17,  17,   9,  -6,  15,-1035, -38;
   8,-255, -16,  19,  10,  -8,  18,-1033, -41;
   7,-252, -15,  21,  11,  -7,  22,-1033, -40;
   7,-252, -17,  22,  11,  -7,  20,-1034, -43;
   5,-254, -18,  24,  12,  -5,  21,-1033, -42;
   5,-251, -16,  27,  10,  -5,  19,-1029, -46;
   5,-248, -19,  27,   9,  -5,  18,-1032, -39;
   3,-250, -19,  28,   9,  -7,  17,-1031, -41;
   1,-250, -16,  28,  11,  -8,  15,-1020, -45;
   2,-249, -17,  29,   9,  -8,   6,-1028, -44;
   2,-250, -18,  31,   8, -10,   9,-1032, -43;
   1,-249, -17,  32,   8,  -9,  11,-1027, -44;
   3,-252, -17,  31,   7, -11,   8,-1030, -50;
   3,-254, -22,  30,   8, -13,   6,-1025, -53;
   4,-250, -16,  29,   9, -15,  10,-1028, -49;
   2,-251, -21,  29,  15, -16,  13,-1024, -41;
   7,-253, -20,  26,  17, -17,  13,-1026, -44;
   3,-253, -18,  23,  22, -20,  15,-1029, -48;
   5,-252, -18,  21,  29, -19,  22,-1022, -43;
   9,-252, -14,  16,  34, -22,  27,-1027, -43;
  10,-252, -15,  11,  41, -23,  30,-1028, -41;
  12,-256, -17,   6,  47, -23,  36,-1034, -49;
  18,-257, -23,   1,  51, -24,  39,-1034, -48;
  11,-253, -16,  -5,  57, -27,  38,-1037, -54;
  15,-254, -22, -13,  60, -28,  47,-1043, -50;
  13,-256, -18, -21,  61, -29,  43,-1033, -54;
  11,-252, -21, -29,  60, -30,  38,-1031, -64;
  14,-253, -21, -37,  59, -30,  39,-1032, -60;
  11,-246, -18, -46,  59, -29,  38,-1020, -64;
  11,-248, -21, -58,  59, -28,  36,-1010, -66;
   9,-248, -22, -72,  62, -27,  34,-1018, -68;
  13,-247, -27, -85,  65, -26,  36,-1011, -79;
  10,-247, -29, -97,  69, -26,  37,-1010, -79;
  10,-249, -29,-107,  70, -24,  41,-1014, -84;
  12,-250, -27,-118,  74, -20,  43,-1009, -84;
  13,-247, -29,-127,  79, -18,  47,-1011, -85;
  13,-250, -30,-136,  84, -15,  51,-1014, -92;
  14,-249, -30,-147,  88, -12,  54,-1017, -90;
  15,-249, -32,-157,  92, -10,  54,-1027, -90;
  14,-253, -25,-163,  98,  -8,  61,-1033, -75;
  16,-252, -24,-164, 104,  -7,  62,-1036, -61;
  13,-253, -16,-157, 108,  -7,  67,-1041, -47;
  22,-254, -16,-145, 109,  -3,  72,-1038, -32;
  22,-251,  -8,-128, 109,   2,  79,-1031, -16;
  23,-248,  -6,-108, 107,  11,  81,-1008,  -1;
  22,-241,  -2, -88, 100,  23,  85,-993,  18;
  23,-237,   4, -68,  89,  35,  88,-978,  39;
  25,-240,   7, -49,  71,  50,  81,-972,  63;
  18,-234,  14, -28,  47,  64,  74,-969,  77;
  18,-237,  18, -13,  18,  76,  58,-972, 100;
  12,-237,  25,  -5, -14,  84,  45,-978, 117;
  10,-240,  21,  -5, -50,  93,  36,-995, 107;
   4,-248,  24, -11, -87,  99,  21,-1011, 114;
   3,-247,  23, -20,-127, 105,   9,-1026, 114;
   2,-255,  22, -31,-166, 111,  11,-1036, 109;
   2,-258,  20, -38,-202, 114,   5,-1057,  96;
   2,-255,   7, -43,-233, 116,  17,-1073,  79;
   6,-262,   6, -49,-258, 117,  22,-1079,  54;
   7,-261,   4, -54,-275, 120,  32,-1091,  33;
  16,-264,  -2, -58,-286, 121,  48,-1096,   8;
  15,-263, -12, -61,-286, 121,  49,-1089, -17;
  17,-265, -21, -61,-278, 120,  65,-1096, -35;
  31,-264, -14, -58,-266, 123,  76,-1087, -43;
  24,-264, -18, -55,-250, 126,  91,-1087, -60;
  28,-260, -22, -54,-230, 128, 109,-1075, -64;
  36,-259, -24, -54,-209, 129, 117,-1067, -66;
  35,-256, -24, -54,-186, 131, 134,-1046, -71;
  38,-253, -25, -54,-163, 133, 139,-1032, -71;
  41,-252, -27, -54,-140, 135, 145,-1032, -74;
  40,-248, -25, -54,-115, 139, 151,-1023, -71;
  45,-250, -24, -55, -90, 143, 149,-1019, -77;
  42,-249, -24, -56, -67, 147, 153,-1014, -74;
  44,-248, -23, -60, -45, 153, 145,-1010, -73;
  40,-248, -28, -66, -26, 156, 140,-1008, -67;
  34,-246, -26, -73,  -9, 159, 131,-1014, -66;
  31,-248, -22, -78,   2, 165, 122,-1019, -58;
  30,-248, -20, -81,   7, 167, 113,-1018, -48;
  25,-248, -22, -78,   4, 169, 102,-1029, -41;
  22,-252, -14, -74,  -9, 171,  81,-1036, -39;
  13,-255, -17, -66, -27, 172,  56,-1056, -33;
  11,-262, -17, -57, -47, 168,  43,-1073, -36;
   3,-266, -16, -47, -68, 165,  21,-1094, -44;
  -2,-273, -23, -35, -86, 156,  -5,-1117, -57;
  -3,-272, -22, -26,-102, 147, -24,-1125, -60;
  -7,-275, -27, -19,-115, 138, -41,-1126, -64;
 -12,-267, -24,  -9,-124, 132, -47,-1123, -70;
 -14,-268, -22,   1,-132, 128, -52,-1115, -69;
 -15,-265, -22,  13,-137, 128, -64,-1096, -74;
 -13,-261, -24,  21,-144, 128, -71,-1083, -81;
 -14,-257, -27,  27,-149, 128, -72,-1063, -83;
 -15,-249, -27,  28,-152, 131, -66,-1032, -95;
  -9,-248, -31,  22,-155, 137, -53,-1019, -97;
  -8,-246, -36,  11,-151, 140, -44,-997,-105;
  -6,-242, -32,  -3,-145, 141, -30,-990,-104;
  -1,-243, -37, -20,-135, 144, -15,-994,-110;
   1,-240, -34, -39,-124, 141,  -3,-1000,-110;
   5,-246, -36, -57,-114, 137,  14,-1003,-109;
  10,-247, -32, -72,-102, 138,  27,-1010,-105;
  10,-249, -32, -83, -94, 134,  36,-1025,-106;
  11,-254, -30, -89, -91, 130,  40,-1028,-105;
  13,-254, -34, -89, -92, 129,  39,-1041,-106;
  12,-256, -32, -84, -98, 125,  39,-1055,-102;
   8,-258, -32, -76,-104, 125,  27,-1050,-104;
   7,-257, -34, -64,-111, 126,  26,-1050,-108;
   2,-257, -39, -52,-119, 123,  17,-1039,-114;
   1,-255, -39, -41,-131, 121,  -3,-1033,-115;
  -1,-252, -38, -31,-142, 123,  -9,-1024,-119;
  -6,-245, -40, -22,-152, 124, -27,-1013,-121;
  -5,-245, -42, -17,-165, 124, -35,-1009,-117;
 -10,-243, -39, -16,-175, 127, -45,-1008,-124;
 -15,-245, -36, -14,-183, 131, -57,-1002,-127;
 -16,-243, -39, -15,-189, 133, -66,-998,-129;
 -16,-240, -40, -16,-195, 135, -69,-992,-128;
 -17,-239, -38, -16,-199, 134, -74,-991,-133;
 -17,-241, -42, -19,-207, 137, -77,-991,-134;
 -17,-242, -41, -24,-212, 139, -72,-988,-135;
 -16,-231, -43, -29,-214, 139, -71,-990,-145;
 -16,-242, -41, -34,-215, 139, -68,-982,-142;
 -12,-242, -42, -38,-211, 139, -64,-987,-147;
  -9,-240, -45, -44,-209, 135, -55,-992,-148;
 -13,-241, -43, -48,-205, 132, -49,-996,-145;
 -12,-243, -45, -50,-202, 129, -55,-999,-142;
 -12,-244, -46, -50,-198, 126, -50,-1003,-143;
 -12,-244, -41, -47,-194, 125, -47,-1003,-143;
 -11,-244, -42, -45,-193, 123, -45,-1002,-141;
 -10,-245, -39, -45,-192, 122, -52,-1005,-133;
 -13,-244, -41, -44,-192, 123, -50,-998,-133;
 -15,-242, -41, -43,-194, 124, -65,-1004,-132;
 -17,-247, -38, -44,-200, 126, -74,-997,-134;
 -14,-243, -41, -44,-209, 128, -80,-1002,-134;
 -25,-245, -45, -45,-221, 130, -84,-1000,-132;
 -25,-244, -41, -44,-234, 129,-101,-1003,-144;
 -27,-242, -43, -43,-244, 129,-106,-1011,-139;
 -29,-241, -41, -42,-253, 128,-112,-1006,-148;
 -27,-246, -38, -36,-264, 126,-120,-998,-145;
 -30,-248, -43, -25,-274, 121,-131,-1000,-148;
 -33,-242, -43, -17,-283, 117,-139,-991,-147;
 -35,-240, -44, -14,-293, 113,-147,-983,-147;
 -37,-240, -46, -12,-301, 110,-155,-973,-151;
 -38,-236, -42, -14,-313, 110,-154,-964,-144;
 -42,-233, -45, -17,-323, 109,-165,-961,-146;
