  -9,-232,   7, -89, 263,-124, -64,-964,  41;
  -8,-234,   4, -74, 271,-121, -52,-966,  31;
  -6,-236,   7, -74, 279,-123, -51,-967,  24;
  -4,-236,   2, -79, 292,-125, -48,-969,  30;
  -8,-234,   8, -85, 304,-126, -45,-966,  35;
  -5,-235,   6, -92, 319,-127, -47,-978,  40;
  -5,-237,  10,-103, 335,-124, -50,-982,  54;
 -11,-239,  12,-112, 350,-121, -58,-987,  65;
 -11,-241,  18,-117, 365,-115, -71,-991,  76;
 -13,-240,  18,-123, 382,-113, -80,-997,  79;
 -16,-245,  17,-131, 394,-106, -80,-1011,  88;
 -17,-248,  23,-144, 407,-101, -88,-1022,  88;
 -14,-255,  21,-158, 418, -94, -89,-1037, 100;
 -17,-255,  25,-168, 427, -85, -94,-1065, 104;
 -20,-260,  26,-173, 434, -74,-102,-1078, 118;
 -19,-262,  26,-171, 439, -64,-106,-1087, 125;
 -21,-270,  34,-162, 442, -54,-108,-1109, 139;
 -24,-268,  37,-155, 447, -50,-113,-1115, 154;
 -23,-269,  39,-145, 450, -49,-118,-1119, 167;
 -22,-271,  42,-130, 449, -45,-118,-1122, 178;
 -26,-275,  45,-113, 449, -42,-116,-1123, 187;
 -25,-268,  44,-100, 448, -43,-116,-1126, 191;
 -21,-269,  47, -84, 449, -42,-119,-1108, 211;
 -23,-268,  48, -66, 451, -44,-114,-1096, 207;
 -21,-262,  45, -50, 460, -44,-111,-1082, 205;
 -22,-259,  47, -42, 473, -46,-114,-1069, 194;
 -21,-257,  49, -42, 487, -46,-112,-1062, 197;
 -18,-255,  46, -52, 506, -52,-111,-1053, 198;
 -20,-254,  48, -70, 525, -55,-112,-1048, 201;
 -24,-248,  51, -89, 542, -57,-121,-1043, 199;
 -26,-254,  52,-104, 556, -61,-129,-1051, 205;
 -31,-252,  54,-118, 567, -65,-140,-1053, 223;
 -36,-251,  55,-127, 575, -69,-165,-1049, 227;
 -40,-250,  52,-129, 577, -69,-182,-1036, 231;
 -49,-250,  51,-136, 575, -68,-218,-1026, 213;
 -59,-249,  44,-156, 571, -63,-258,-1016, 186;
 -71,-240,  37,-191, 562, -52,-304,-1012, 145;
 -79,-241,  22,-250, 539, -44,-338,-1014,  96;
 -89,-247,  11,-339, 513, -35,-365,-1040,  39;
 -93,-259,   1,-453, 482, -22,-398,-1091,   7;
 -99,-276,  -1,-573, 448, -10,-401,-1147,  -9;
 -96,-297,   0,-677, 406,   6,-398,-1222,   0;
 -94,-316,   4,-746, 354,  38,-371,-1307,  18;
 -76,-338,   8,-777, 297,  69,-339,-1390,  43;
 -68,-357,  20,-768, 244,  99,-292,-1454,  76;
 -55,-373,  28,-709, 197, 132,-248,-1497, 104;
 -40,-379,  26,-597, 155, 156,-185,-1520, 124;
 -30,-382,  24,-432, 138, 164,-142,-1517, 128;
 -24,-369,  24,-225, 133, 165,-117,-1480, 118;
 -13,-354,  19,   4, 134, 163, -83,-1429,  89;
  -9,-332,   7, 215, 131, 141, -70,-1366,  54;
 -13,-316,   3, 408, 135, 111, -70,-1287,  30;
 -12,-296,   0, 519, 145,  80, -68,-1198,  -4;
 -14,-268, -14, 585, 163,  56, -85,-1114, -44;
 -24,-254, -27, 605, 183,  43,-101,-1053, -97;
 -21,-245, -34, 581, 200,  30,-110,-1007,-127;
 -24,-235, -43, 535, 212,  13,-109,-974,-163;
 -24,-223, -51, 480, 230,  -1,-105,-939,-201;
 -25,-216, -62, 411, 262, -11,-111,-913,-219;
 -28,-214, -61, 347, 290, -17,-125,-893,-228;
 -31,-216, -63, 297, 305, -25,-145,-888,-241;
 -36,-211, -66, 262, 304, -43,-141,-880,-253;
 -31,-208, -67, 239, 288, -69,-128,-867,-266;
 -25,-204, -71, 222, 264, -94,-112,-849,-278;
 -22,-206, -76, 208, 234,-109, -98,-845,-291;
 -17,-205, -78, 197, 196,-111, -84,-844,-291;
 -13,-204, -72, 186, 151,-114, -62,-845,-284;
 -13,-207, -74, 172, 103,-115, -54,-867,-285;
  -6,-217, -71, 138,  62,-113, -35,-914,-283;
  -6,-233, -69,  69,  40,-121, -44,-960,-285;
  -7,-241, -67, -25,  23,-123, -38,-1019,-256;
  -3,-265, -58,-116,  -6,-129, -26,-1083,-233;
   1,-278, -54,-178, -45,-133,  -9,-1141,-193;
   9,-292, -46,-202, -96,-142,  32,-1195,-169;
  17,-302, -45,-181,-147,-156,  49,-1229,-163;
  23,-309, -46,-140,-186,-177,  81,-1276,-167;
  31,-312, -43, -99,-207,-213, 102,-1283,-145;
  30,-309, -36, -30,-224,-268, 109,-1265,-126;
