  -5,-262,  -7, -40, 173,   7, -13,-1038, -64;
 -10,-266,  -7, -39, 169,   7, -13,-1048, -63;
  -7,-266,  -5, -40, 166,   6, -13,-1034, -67;
  -9,-263,  -4, -39, 164,   6, -16,-1035, -57;
 -12,-263,  -8, -38, 162,   7, -16,-1050, -64;
  -7,-264,  -2, -37, 159,   7, -16,-1042, -63;
 -11,-265,  -5, -35, 156,   6, -15,-1036, -61;
 -12,-265,  -8, -32, 153,   7, -20,-1040, -66;
 -14,-262,  -5, -30, 149,   7, -23,-1036, -59;
 -11,-263,  -8, -30, 144,   6, -23,-1046, -64;
 -15,-261,  -8, -28, 140,   5, -21,-1042, -56;
 -11,-263,  -4, -24, 135,   6, -23,-1034, -60;
 -15,-264,  -6, -23, 131,   4, -24,-1034, -61;
 -13,-264,  -3, -23, 125,   5, -21,-1038, -56;
 -14,-259,  -7, -23, 121,   7, -28,-1035, -57;
 -12,-265,  -4, -25, 115,   6, -20,-1032, -55;
 -15,-262, -11, -26, 110,   7, -29,-1042, -63;
 -13,-263,  -4, -28, 104,   6, -26,-1044, -59;
 -11,-265,  -6, -28,  98,   7, -25,-1037, -63;
 -10,-264,  -4, -28,  95,   7, -30,-1037, -60;
 -14,-262,  -6, -28,  91,   4, -24,-1039, -62;
 -11,-264,  -7, -27,  86,   5, -21,-1038, -61;
 -15,-262, -11, -25,  83,   6, -23,-1035, -64;
 -16,-272,   2, -25,  78,   5, -16,-1042, -60;
 -10,-257, -17, -24,  75,   3, -18,-1030, -65;
 -10,-266,  -9, -25,  72,   3, -14,-1036, -62;
  -8,-255,  -7, -25,  67,   3, -14,-1033, -59;
  -5,-261,  -6, -24,  62,   2, -18,-1037, -61;
  -9,-264,  -6, -26,  59,   2, -20,-1034, -69;
 -20,-256,  -8, -26,  54,   1, -21,-1037, -66;
  -3,-268,   0, -25,  51,   0, -19,-1042, -66;
 -13,-264, -15, -24,  47,  -1, -18,-1037, -62;
  -9,-266,  -6, -23,  42,  -2, -20,-1047, -67;
  -5,-267,  -2, -20,  39,  -2, -14,-1045, -67;
 -12,-262, -14, -17,  35,  -1, -22,-1048, -64;
  -9,-270, -12, -16,  32,  -3, -21,-1038, -68;
 -10,-265,  -9, -14,  28,  -3, -14,-1047, -65;
  -6,-261,  -6, -11,  26,  -2, -15,-1044, -68;
  -8,-266, -16, -10,  24,  -3, -16,-1040, -64;
 -15,-227, -40,  -6,  21,  -2, -16,-1039, -72;
  -8,-264, -10,  -4,  18,  -2, -14,-1037, -68;
  -7,-263,  -9,  -1,  16,  -2, -16,-1038, -71;
 -13,-262,  -8,   1,  17,  -2, -11,-1036, -67;
  -8,-262,  -9,   3,  12,   1, -15,-1034, -71;
 -12,-262,  -8,   5,  12,   0, -12,-1038, -72;
  -8,-264, -10,   5,   9,   0, -13,-1033, -74;
 -11,-261, -11,   6,   9,   0, -12,-1033, -70;
 -10,-264,  -6,   6,   6,   0,  -8,-1032, -70;
  -9,-263,  -5,   7,   6,   0, -15,-1033, -76;
  -9,-262,  -7,   6,   4,  -2, -15,-1032, -68;
 -10,-262,  -8,   5,   2,  -2, -14,-1028, -68;
 -12,-263,  -5,   2,  -2,  -1, -16,-1034, -76;
  -7,-259,  -2,   1,  -4,  -2, -16,-1037, -78;
  -9,-262, -11,  -2,  -5,  -2, -15,-1029, -73;
  -9,-261, -11,  -6,  -6,  -2, -17,-1032, -71;
  -8,-264,  -9,  -9,  -9,  -3, -16,-1035, -70;
  -8,-263, -10, -12, -11,  -3, -10,-1031, -76;
  -9,-265, -11, -14, -12,  -2, -14,-1032, -74;
 -11,-262, -11, -15, -14,  -3, -14,-1034, -67;
  -7,-265, -13, -17, -16,  -2, -13,-1032, -72;
  -8,-265, -10, -18, -17,  -2, -16,-1035, -70;
  -9,-260,  -9, -19, -18,  -2, -10,-1031, -75;
  -5,-261,  -7, -18, -19,  -2, -12,-1036, -71;
  -9,-260,  -6, -19, -19,  -4, -11,-1038, -69;
 -10,-264, -15, -19, -20,  -3, -11,-1027, -75;
  -8,-261,  -9, -19, -20,  -4, -10,-1034, -79;
 -11,-263,  -6, -17, -21,  -4,  -5,-1031, -79;
 -10,-263,  -7, -15, -21,  -4,  -7,-1032, -80;
  -6,-262,  -5, -14, -22,  -4, -10,-1039, -77;
  -7,-262,  -9, -13, -22,  -4,  -7,-1039, -76;
  -7,-265,  -9, -12, -22,  -5,  -9,-1036, -75;
 -10,-262,  -6, -11, -25,  -4,  -8,-1034, -73;
