  12,-237, -64,  81,  -1,  35,  32,-983,-232;
  15,-235, -65,  83,  18,  35,  39,-979,-233;
  18,-241, -61,  83,  41,  37,  55,-976,-225;
  22,-240, -61,  83,  64,  38,  70,-983,-224;
  22,-238, -64,  83,  88,  39,  80,-982,-226;
  20,-232, -63,  83, 112,  40,  87,-980,-219;
  31,-239, -59,  85, 134,  39,  96,-986,-216;
  30,-240, -59,  90, 153,  38, 103,-990,-218;
  37,-241, -59,  97, 172,  39, 111,-997,-212;
  36,-244, -59, 107, 189,  41, 112,-998,-209;
  33,-243, -56, 117, 202,  42, 118,-1000,-211;
  32,-238, -62, 128, 210,  42, 115,-996,-216;
  32,-243, -58, 138, 220,  43, 117,-994,-213;
  36,-244, -63, 146, 225,  43, 110,-992,-224;
  30,-239, -65, 151, 230,  43,  95,-988,-229;
  28,-234, -62, 154, 233,  43,  93,-989,-229;
  26,-240, -63, 154, 238,  43,  84,-979,-227;
  28,-239, -60, 154, 241,  43,  81,-971,-231;
  23,-236, -64, 153, 246,  43,  79,-968,-236;
  22,-233, -64, 151, 253,  42,  71,-958,-239;
  22,-233, -62, 149, 260,  39,  61,-957,-233;
  20,-230, -65, 143, 268,  38,  58,-948,-239;
  16,-231, -65, 136, 274,  36,  58,-952,-243;
  14,-230, -67, 128, 279,  33,  48,-945,-242;
  14,-228, -65, 115, 279,  33,  39,-948,-248;
  10,-231, -64, 100, 275,  32,  39,-952,-249;
  11,-228, -70,  83, 273,  33,  34,-955,-256;
  12,-234, -67,  64, 268,  35,  24,-962,-253;
  12,-232, -68,  45, 262,  36,  29,-973,-253;
   8,-236, -70,  29, 255,  36,  27,-972,-259;
   9,-235, -68,  15, 245,  36,  25,-979,-261;
  10,-239, -66,   8, 235,  36,  21,-987,-264;
   7,-242, -68,   5, 224,  38,  18,-995,-258;
   6,-241, -69,   8, 214,  39,  11,-997,-257;
   2,-245, -64,  16, 204,  41,   9,-1000,-254;
   6,-246, -63,  23, 196,  40,   3,-1005,-259;
   1,-241, -69,  32, 187,  41,   4,-1006,-248;
   2,-245, -72,  38, 176,  40,   6,-1008,-253;
   4,-245, -68,  44, 167,  41,   2,-1005,-261;
   7,-245, -67,  47, 155,  43,   3,-1002,-259;
   3,-246, -68,  51, 143,  45,   3,-1004,-272;
   0,-241, -75,  52, 131,  48,   0,-993,-274;
   4,-242, -73,  54, 120,  48,   9,-994,-280;
   2,-240, -73,  56, 109,  49,   6,-988,-282;
   7,-241, -75,  56, 101,  51,   6,-983,-278;
   2,-236, -74,  56,  92,  51,  11,-977,-284;
   5,-236, -79,  54,  85,  50,   4,-970,-284;
   2,-234, -71,  52,  81,  49,   9,-971,-286;
   2,-237, -75,  49,  74,  45,   4,-970,-286;
   7,-239, -70,  47,  69,  42,   1,-966,-286;
   4,-238, -74,  46,  63,  41,   7,-974,-287;
   5,-236, -73,  47,  58,  38,   3,-973,-282;
   7,-240, -75,  48,  55,  36,   7,-968,-281;
   5,-235, -72,  47,  52,  35,  14,-974,-277;
   4,-236, -72,  50,  47,  32,  13,-971,-278;
   6,-236, -72,  54,  45,  31,  13,-978,-281;
  10,-240, -76,  58,  42,  30,  22,-971,-287;
   8,-238, -72,  63,  39,  28,  21,-969,-284;
  11,-236, -74,  66,  38,  27,  30,-966,-282;
  11,-237, -78,  71,  39,  26,  38,-972,-283;
  11,-232, -73,  74,  42,  24,  41,-973,-273;
  15,-237, -72,  76,  46,  22,  43,-971,-280;
  21,-236, -70,  78,  52,  20,  56,-975,-273;
  17,-237, -73,  78,  57,  17,  54,-971,-271;
  20,-238, -69,  78,  63,  17,  59,-977,-273;
  21,-237, -70,  77,  71,  14,  60,-975,-272;
  20,-239, -70,  76,  76,  13,  57,-978,-267;
  18,-236, -73,  77,  84,  15,  60,-975,-276;
  20,-238, -73,  75,  91,  12,  57,-977,-266;
  23,-236, -69,  75,  99,  15,  59,-970,-269;
  19,-235, -64,  76, 107,  15,  62,-970,-264;
  21,-239, -66,  76, 114,  16,  67,-970,-261;
  19,-236, -69,  76, 122,  17,  56,-961,-261;
  22,-235, -68,  76, 129,  19,  63,-964,-254;
  18,-236, -69,  72, 134,  19,  62,-964,-266;
  20,-231, -67,  68, 139,  18,  69,-962,-252;
  20,-232, -68,  61, 146,  18,  66,-962,-259;
